,sentence
0,The purpose of these options was to help ensure sufficient control over the federal funds rate and other short-term interest rates during this period while mitigating potential risks associated with particular policy tools.
1,"In addition, the presentation discussed the possible use of term RRP operations, either before or after the commencement of policy firming, as a way to reinforce control of short-term interest rates and to manage the size of the ON RRP program."
2,"With regard to the appropriate setting of the cap for ON RRP operations at the beginning of normalization, the staff reported that testing to date suggested that ON RRP operations have generally been successful in establishing a floor on the level of the federal funds effective rate and other short-term interest rates, as long as market participants judge that the aggregate cap is quite unlikely to bind."
3,"Staff Review of the Economic Situation The information reviewed for the January 27-28 meeting indicated that economic activity expanded at a solid pace over the second half of 2014, and that labor market conditions had again improved in recent months."
4,"Consumer price inflation moved further below the FOMC's longer-run objective of 2 percent, held down by continuing large decreases in energy prices."
5,"While longer-term market-based measures of inflation compensation declined substantially in recent months, survey measures of longer-run inflation expectations remained stable."
6,"Total nonfarm payroll employment expanded in December and the gains for October and November were revised up, putting the increase for the fourth quarter above that for the third quarter."
7,The unemployment rate declined to 5.
8,"6 percent in December, the labor force participation rate decreased, and the employment-to-population rate was unchanged."
9,"In contrast, some indicators of mining activity, such as counts of drilling rigs in operation, weakened, presumably reflecting the recent sharp declines in energy prices."
10,"Real disposable personal income increased in November; since then, continued declines in energy prices likely raised the purchasing power of households' incomes."
11,"Households' net worth likely increased as home values and equity prices advanced, and consumer sentiment, as measured by the Thomson Reuters/University of Michigan Surveys of Consumers, moved up in early January to its highest level in more than a decade."
12,"The U. S. international trade deficit narrowed substantially in November, with imports declining more than exports."
13,"The decrease in the value of imports stemmed in large part from a reduction in the value of petroleum imports, reflecting both lower prices and volumes."
14,"Despite the narrowing of the nominal trade deficit in November, real net exports appeared to be on track to decline in the fourth quarter after adding considerably to real gross domestic product (GDP) growth in the third quarter."
15,"Total U. S. consumer prices, as measured by the PCE price index, increased 1-1/4 percent over the 12 months ending in November, while core prices, as measured by PCE prices excluding food and energy, rose about 1-1/2 percent; consumer energy prices declined, and consumer food prices increased faster than overall prices."
16,"Over the 12 months ending in December, total inflation as measured by the consumer price index (CPI) was 3/4 percent, while core CPI inflation was 1-1/2 percent."
17,"Over the 3 months ending in December, the total CPI decreased at an annual rate of 2-1/2 percent, reflecting recent declines in consumer energy prices, and the core CPI increased at a 1 percent pace."
18,"Measures of expected long-run inflation from a variety of surveys, including the Michigan survey and the Desk's Survey of Primary Dealers, remained stable."
19,"In contrast, market-based measures of inflation compensation 5 to 10 years ahead declined further."
20,"Over the 12 months ending in December, nominal average hourly earnings for all employees increased only slightly faster than core consumer price inflation."
21,Foreign real GDP growth appeared to increase slightly in the fourth quarter.
22,"However, growth slowed in China, partly reflecting further moderation in residential investment, and declining construction activity also contributed to slowing GDP growth in Korea and the United Kingdom."
23,"Inflation in the advanced foreign economies declined sharply at the end of last year, amid rapidly falling energy prices."
24,"By contrast, inflation in the emerging market economies fell only modestly, as several of these economies have government-administered energy prices and some have been experiencing upward price pressures from currency depreciations."
25,"These moves were attributed in part to a deterioration in market sentiment associated with downward pressure on inflation, increased concern about the global economic outlook, and announced and anticipated foreign central bank policies."
26,"Moreover, continued sharp declines in oil prices and U. S. economic data releases that were viewed by investors as a bit weaker than anticipated, on balance, reportedly weighed on sentiment."
27,"On balance, the Treasury yield curve flattened over the intermeeting period, while interest rate volatility increased somewhat."
