,sentence
0,the money marketeers are renowned for their keen interest in the economy and monetary policy.
1,"with that in mind, i'll describe how my views concerning the stance of monetary policy relate to my assessment of the economic outlook."
2,"as you know, the federal open market committee (fomc) issued statements following its january and march meetings indicating that it ""currently anticipates that economic conditions--including low rates of resource utilization and a subdued outlook for inflation over the medium run--are likely to warrant exceptionally low levels for the federal funds rate at least through late 2014."""
3,let me emphasize at the outset that the remainder of my remarks reflect my own views and not those of others in the federal reserve system.1 the labor market and the economic outlook i will start by describing current conditions and key features of the economic outlook that influence my views on the appropriate stance of monetary policy.
4,"even so, the economy remains far from full employment."
5,"furthermore, the improvement in labor market conditions has outpaced the seemingly moderate growth of output."
6,"looking ahead, significant headwinds are likely to continue to restrain aggregate spending, and progress in closing the remaining employment gap is likely to be quite gradual."
7,"apart from sizable increases in gasoline prices, inflation has been subdued in recent months."
8,"while the jump in energy prices is pushing up inflation temporarily, i anticipate that subsequently inflation will run at or below the committee's 2 percent objective for the foreseeable future."
9,"the unemployment rate had hovered around 9 percent for much of last year but moved down in the fall and averaged 8-1/4 percent in the first three months of this year, about 1-3/4 percentage points lower than its peak during the recession."
10,"and even though the latest employment report was somewhat disappointing, private sector payrolls expanded, on average, by about 210,000 per month in the first quarter, up from gains averaging around 150,000 per month during most of 2011."
11,"the level of private payrolls remains nearly 5 million below its pre-recession peak, and the unemployment rate stands well above levels that i, and most analysts, judge as normal over the longer run."
12,figure 1 shows the unemployment rate together with the outlook of professional forecasters from last month's blue chip survey.2 the solid blue line shows the blue chip consensus and the blue shading denotes the range between the top 10 and bottom 10 projections of forecasters in the march blue chip survey.
13,the figure also shows the central tendency of the unemployment projections that my fomc colleagues and i made at our january meeting: those projections reflect our assessments of the economic outlook given our own individual judgments about the appropriate path of monetary policy.
14,"as in the blue chip consensus outlook, fomc participants' projections indicate that unemployment will decline gradually from current levels."
15,"included in the figure as well is the central tendency of fomc participants' estimates of the longer-run normal unemployment rate, which ranges from 5.2 percent to 6 percent."
16,the unemployment rate is expected to remain well above its longer-run normal value over the next several years.
17,figure 2 illustrates the degree of uncertainty surrounding projections of unemployment.
18,"the gray shading denotes a model-based 70 percent confidence interval for the unemployment rate, based on the sorts of shocks that have hit the economy over the past 40 years.3 judging from historical experience, the consensus projection could be quite far off, in either direction."
19,some observers question just how large the shortfall from full employment really is and hence worry that further increases in aggregate demand could push up inflation.
20,their concern is that a large part of the rise in unemployment since 2007 is structural rather than cyclical.
21,"i agree that the magnitude of structural unemployment is uncertain, but i read the evidence as supporting the view that the bulk of the rise in unemployment that we saw in recent years was cyclical, not structural in nature."
22,"first, the fact that the rise in unemployment was quite widespread across industry and occupation groups casts doubt on the hypothesis that there has been an unusually large mismatch between the types of job vacancies and the types of workers available to fill them."
23,"indeed, measures of the dispersion of employment changes across industries did not increase more than past experience would have predicted given the depth of the recession."
