,sentence
0,"in my observations on policy responses, however, i will concentrate on the acute problems--in part to join the debate on their origins, in part because they call for the most immediate response, and in part because they are most relevant to my monetary policy responsibilities as a member of the federal open market committee (fomc) of the federal reserve."
1,"first, the acute problems are largely, though not completely, the result of a shortfall of aggregate demand following the financial crisis and recession."
2,"second, because the recession arose from a financial crisis, which itself followed a buildup of asset bubbles and unsustainable debt in important areas such as housing, the policies likely to be most effective at increasing aggregate demand may be somewhat different from those associated with a more typical recession and, even so, are not likely to work as quickly."
3,"i refer not just to the despair and desperation that workers and their families must feel as weeks of unemployment stretch into months and even years, which alone should be enough to elicit a policy response, but also to what occurs when the ranks of the unemployed remain so great for so long--the erosion of skills and labor market attachment may affect the productive capacity of the economy as a whole."
4,"the most familiar of these is the unemployment rate, which, except for a couple of months earlier this year, has been at or above 9 percent since mid-2009."
5,"unemployment rates are exceptionally elevated for certain subgroups of the population: nearly 15 percent for workers without a high school education, 16 percent among african americans, about 25 percent among all teenagers, and nearly 50 percent for african american teenagers."
6,"even among college graduates, whose unemployment rate is much lower than that of the population as a whole, the rate has doubled since the onset of the recession."
7,"as familiar as the unemployment rate is, both as a measure of economic slack and as an indicator of the pain experienced by american households, it does not tell the whole story."
8,"meanwhile, another 6 million people who are not officially counted among the unemployed say that they would like a job but have stopped looking for one, in many cases because they have become discouraged by the poor state of the job market."
9,the long-term unemployment rate is by far the highest it has been since data on the duration of unemployment began to be collected in 1948.
10,even more dispiriting than this snapshot of the employment picture is that there is so little momentum toward improvements in labor market conditions.
11,the level of payroll employment fell by nearly 9 million during and just after the recession.
12,the pace of job growth in recent quarters has been barely enough to absorb the increase in the labor force and wholly insufficient to produce meaningful declines in unemployment.
13,"the number of new claims for unemployment insurance suggests only modest gains in employment in coming months, while measures of job vacancies seem to have turned down."
14,"longer-term concerns for the u.s. labor market persistent employment weakness during an economic recovery, even such a tepid one, raises the important question of whether it is symptomatic of longer-run changes in the labor market."
15,"in both of those episodes, job growth remained weak well after the downturn in real gross domestic product (gdp) ended, and the unemployment rate continued to rise, though from lower levels than we have today."
16,one might reasonably ask if these similarities suggest that structural changes have placed the labor market on a permanently lower growth path.
17,"this factor may have allowed more of the employment adjustment to occur through attrition, which can be spread over a longer period than layoffs."
18,"and both of those recessions followed long expansions, which may have permitted a buildup of productive inefficiencies that gave businesses scope to increase output in the subsequent recovery without expanding employment.2 that said, there are some discouraging longer-term trends."
