,sentence
0,"if we include the amount families spend on shelter each month as well as the construction of new houses and apartments, housing generates about 15 cents out of every dollar of economic activity."
1,"i'm pleased to say that the u.s. economy is currently in a good place, and the baseline outlook of participants on the federal open market committee (fomc) is for continued moderate growth in gross domestic product (gdp) over the next few years."
2,"unemployment is the lowest it has been in 50 years, and fomc participants expect it to remain low."
3,inflation has been muted and is expected to rise gradually to the fomc's 2 percent objective.
4,one of the most remarkable features of the current economic expansion has been the vitality and resilience of the u.s. job market.
5,"more than 22 million jobs have been created since the low point for employment at the end of the last downturn, and the pace of job gains has been amazingly consistent."
6,"let me also add here that, as good as the national numbers for the job market look, things seem even better here in the kansas city area, where job growth has been steady and the unemployment rate has consistently run around 1 percentage point below the national averageâ€”at last count, it was 2.8 percent."
7,"my colleagues and i at the federal reserve pay close attention to developments in the housing sector, in part because it has historically been such an important driver of economic growth."
8,"if we look at the growth of residential fixed investment in periods since world war ii that are defined as economic expansions, we see that this broad category has increased at an average rate of around 7 percent per year, faster than the roughly 4 percent pace of gdp growth in those same periods."
9,"the strong economy we are experiencing now has an obvious upside for the housing sector: a robust job market translates into higher incomes, greater confidence, and more people looking to buy a new home or considering whether to make a change from their current home."
10,"despite the fact that the fed slashed interest rates and kept them low for many years, many households were underwater on their existing mortgages, with more owed on their housing than their homes were worth, while others were unable to obtain a loan to finance a new purchase."
11,"as a result, housing demand remained very weak for an extended period."
12,"i should add that housing activity is also being supported by interest rates that remain quite low by historical standards, with the fixed rate charged on a 30-year mortgage now below 4 percent, substantially lower than the rates observed just before the last recession."
13,"as you well know, activity in the housing sector is highly sensitive to interest rates and other factors that have a powerful effect on the overall cost of owning a home."
14,"in addition, amid the strong job market of the past few years, we have seen a rise in the rate at which young adults are moving out of their family homes and forming households of their own."
15,"although the effects may evolve slowly, the higher rate of household formation will eventually result in higher demand for housing and encourage further increases in homebuilding."
16,"in all, the national indicators suggest a positive growth outlook for the housing sector over the next several quarters."
17,"to provide some context, the national data show that the unemployment rate in the private construction industry is now well below the rate we observed in the early 2000s, a time when the housing market was booming."
18,"in addition, the ratio of job vacancies to unemployment in the construction industryâ€”a measure of labor market strengthâ€”shot up to historic highs at the end of 2018, and it has remained near those levels."
19,"i am hopeful that these efforts, along with a continued strong job market, will encourage more people to joinâ€”or, in some cases, rejoinâ€”the construction trades."
20,i expect construction to continue advancing to meet the underlying expansion in housing demand from population growth and the strong economy.
21,"in addition, low interest rates will continue to be a key factor supporting growth in housing activity."
