,sentence
0,"the opportunity and inclusive growth institute at the federal reserve bank of minneapolis is a natural venue for discussing this topic in the context of the broad review of our monetary policy framework that we are undertaking this year.1 in our review, we are examining the policy strategy, tools, and communication practices that the federal open market committee (fomc) uses to pursue the fed's dual-mandate goals of maximum employment and price stability."
1,"to us, it simply seems like good institutional practice to engage broadly with the public in this review as part of a comprehensive approach to enhanced transparency and accountability.2 motivation for the review the federal reserve has been charged by the congress with a dual mandate to achieve maximum employment and price stability, and this review will take this mandate as given."
2,"moreover, the review will take as given that a 2 percent rate of inflation in the price index for personal consumption expenditures (pce) is the operational goal most consistent with our price stability mandate."
3,"while we believe that our existing framework for conducting monetary policy has served the public well, the purpose of this review is to evaluate and assess ways in which our existing framework might be improved so that we can best achieve our dual mandate objectives on a sustained basis."
4,"that said, based on the experience of other central banks that have undertaken similar reviews, our review is more likely to produce evolution, not a revolution, in the way that we conduct monetary policy."
5,"with the u.s. economy operating at or close to our maximum-employment and price-stability goals, now is an especially opportune time to conduct this review."
6,"the unemployment rate is at a 50-year low, and inflation is running close to our 2 percent objective."
7,"perhaps most significantly, neutral interest rates appear to have fallen in the united states and abroad.3 moreover, this global decline in r* is widely expected to persist for years."
8,"the decline in neutral policy rates likely reflects several factors, including aging populations, changes in risk-taking behavior, and a slowdown in technology growth."
9,"that development, in turn, could make it more difficult during downturns for monetary policy to support household spending, business investment, and employment, and keep inflation from falling too low.4 another key development in recent decades is that inflation appears less responsive to resource slack."
10,"that is, the short-run phillips curve appears to have flattened, implying a change in the dynamic relationship between inflation and employment.5 a flatter phillips curve is, in a sense, a proverbial double-edged sword."
11,"it permits the federal reserve to support employment more aggressively during downturnsâ€‘â€‘as was the case during and after the great recession--because a sustained inflation breakout is less likely when the phillips curve is flatter.6 however, a flatter phillips curve also increases the cost, in terms of economic output, of reversing unwelcome increases in longer-run inflation expectations."
12,"thus, a flatter phillips curve makes it all the more important that longer-run inflation expectations remain anchored at levels consistent with our 2 percent inflation objective.7 finally, the strengthening of the labor market in recent years has highlighted the challenges of assessing the proximity of the labor market to the full employment leg of the federal reserve's dual mandate."
13,"the unemployment rate, which stood at 3.8 percent in march, has been interpreted by many observers as suggesting that the labor market is currently operating beyond full employment."
14,"however, the level of the unemployment rate that is consistent with full employment is not directly observable and thus must be estimated."
15,the range of plausible estimates likely extends at least as low as the current level of the unemployment rate.
