,sentence
0,"when i joined the federal reserve board of governors last december, i knew i would be doing more than helping to set short-term interest rates."
1,"the treasury functions of corporations routinely use models to assess and manage price, interest rate, liquidity, and foreign exchange risk."
2,"in the ordinary course of business, firms are exposed to credit risk and the risk of price fluctuations in currency, commodity, energy, and interest rate markets."
3,"for example, when an airline sells tickets months before a flight, it becomes exposed to fluctuations in the price of jet fuel."
4,"a higher price of jet fuel translates directly into lower profits and, perhaps, a greater risk of bankruptcy."
5,"rapid growth, merger of operation centers, and introduction of new products and delivery channels are examples of situations that put stress on the control environment."
6,rapid growth and change also modify the relative risks to an organization.
7,"but the personalities of these individuals, in many cases, led to a focus on sales growth and support and inadequate time spent building the control infrastructure."
8,"however, the bank's internal risk report would show much more extensive information, such as the interest rate, maturity, and credit quality of the assets and the range of values the portfolio would take under alternative future scenarios."
9,"the user of a risk-management report could determine whether changes in value were due to declining credit quality, rising interest rates, portfolio sales, or payoffs of underlying loans."
10,"for companies undergoing rapid growth and those engaged in relatively new business processes and practices, risk management can provide a method for developing an internal control infrastructure to support the success of the business strategy."
