,sentence
0,"although we have seen improved functioning in some markets, the financial storm that reached gale force some weeks before our last meeting here in jackson hole has not yet subsided, and its effects on the broader economy are becoming apparent in the form of softening economic activity and rising unemployment."
1,"add to this mix a jump in inflation, in part the product of a global commodity boom, and the result has been one of the most challenging economic and policy environments in memory."
2,"first, we eased monetary policy substantially, particularly after indications of economic weakness proliferated around the turn of the year."
3,"in view of the weakening outlook and the downside risks to growth, the federal open market committee (fomc) has maintained a relatively low target for the federal funds rate despite an increase in inflationary pressures."
4,"this strategy has been conditioned on our expectation that the prices of oil and other commodities would ultimately stabilize, in part as the result of slowing global growth, and that this outcome, together with well-anchored inflation expectations and increased slack in resource utilization, would foster a return to price stability in the medium run."
5,"in this regard, the recent decline in commodity prices, as well as the increased stability of the dollar, has been encouraging."
6,"if not reversed, these developments, together with a pace of growth that is likely to fall short of potential for a time, should lead inflation to moderate later this year and next year."
7,"nevertheless, the inflation outlook remains highly uncertain, not least because of the difficulty of predicting the future course of commodity prices, and we will continue to monitor inflation and inflation expectations closely."
8,the fomc is committed to achieving medium-term price stability and will act as necessary to attain that objective.
9,"when positions and exposures cannot be determined rapidly--as was the case, for example, when program trades overwhelmed the system during the 1987 stock market crash--potential outcomes include highly risk-averse behavior by market participants, sharp declines in market liquidity, and high volatility in asset prices."
10,"note that, in warning against excessive concentrations or common exposures across the banking system, regulators need not make a judgment about whether a particular asset class is mispriced--although rapid changes in asset prices or risk premiums may increase the level of concern."
11,"some caution is in order, however, as this more comprehensive approach would be technically demanding and possibly very costly both for the regulators and the firms they supervise."
12,"for example, such an exercise might suggest that a sharp change in asset prices would not only affect the value of a particular firm's holdings but also impair liquidity in key markets, with adverse consequences for the ability of the firm to adjust its risk positions or obtain funding."
