,sentence
0,"in particular, the labor market has been gradually improving and the unemployment rate has declined somewhat."
1,"but unemployment remains quite high, particularly among minorities, the young, and those with less education."
2,"what's more, long-term unemployment remains at historically high levels."
3,"in particular, lost income from unemployment is causing many families to fall behind on their mortgage payments."
4,"in some areas, for example, high foreclosure rates have produced significant numbers of vacant properties, depressing surrounding home prices, attracting crime, and creating financial burdens for local governments."
5,"the same is true for communities that were already relatively poor, with fewer community assets and insufficient drivers of economic growth."
6,"according to this special survey, lower-income households continued to experience significantly more unemployment than higher-income households."
7,"moreover, one in eight of the households in the panel started the crisis with zero or negative net worth and thus had scant resources to fall back on to maintain their standard of living during bouts of unemployment."
8,unemployment and declines in wealth obviously can make it difficult for a household to pay its debts on time.
9,"those areas already lacked sufficient assets such as strong public schools and community facilities, and rising unemployment and falling tax revenues reduced the funds available for public services even as needs increased."
10,"when so many social and economic problems are interconnected--high unemployment, foreclosures, crime, loss of tax revenues and social services, lack of economic opportunity--deciding where to start to improve the situation can be quite difficult."
11,"for example, providing responsible credit for individuals and small businesses through community development financial institutions can stimulate economic activity that generates local tax revenues."
12,"those tax revenues can be spent on programs to put vacant properties back into active use, helping to reduce crime, or on job training or economic development programs, leading to more employment and wage income that can help homeowners avoid foreclosures."
13,"taking advantage of the diminished home values, the group buys the properties and then resells them at affordable prices to existing occupantsâ€‘-both owners and tenants--who can demonstrate that they have suffered hardship."
14,"at the same time, demand for its services increased, as newly laid-off workers were seeking loans to start their own businesses."
15,"even so, both unemployment and poverty in the greater charleston area increased significantly between 2007 and 2009.4 median income in the nearby city of north charleston, which has struggled ever since a naval base closed in 1996, is about three-fourths that of charleston."
16,"some parts of the metropolitan area are experiencing economic growth, but the benefits of that growth do not reach all communities."
17,"in the san joaquin valley of california, the unemployment rate hovers around 18 percent."
18,"families will learn about local programs and assistance, including job training and employment assistance."
19,"in addition to our work in regulating banks and in conducting monetary policy so as to achieve maximum employment with price stability, the federal reserve will continue to assist these efforts through local community outreach, by using its convening power, and through research like that being discussed at this conference."
