,sentence
0,"my topic today is ""five questions about the federal reserve and monetary policy."""
1,"so, for that player, for club members and guests here today, and for anyone else curious about the federal reserve and monetary policy, i will ask and answer these five questions: what are the fed's objectives, and how is it trying to meet them?"
2,what's the relationship between the fed's monetary policy and the fiscal decisions of the administration and the congress?
3,what is the risk that the fed's accommodative monetary policy will lead to inflation?
4,how does the fed's monetary policy affect savers and investors?
5,"as the nation's central bank, the federal reserve is charged with promoting a healthy economy--broadly speaking, an economy with low unemployment, low and stable inflation, and a financial system that meets the economy's needs for credit and other services and that is not itself a source of instability."
6,but today i want to focus on a role that is particularly identified with the federal reserve--the making of monetary policy.
7,the goals of monetary policy--maximum employment and price stability--are given to us by the congress.
8,"these goals mean, basically, that we would like to see as many americans as possible who want jobs to have jobs, and that we aim to keep the rate of increase in consumer prices low and stable."
9,"in normal circumstances, the federal reserve implements monetary policy through its influence on short-term interest rates, which in turn affect other interest rates and asset prices.1 generally, if economic weakness is the primary concern, the fed acts to reduce interest rates, which supports the economy by inducing businesses to invest more in new capital goods and by leading households to spend more on houses, autos, and other goods and services."
10,"likewise, if the economy is overheating, the fed can raise interest rates to help cool total demand and constrain inflationary pressures."
11,"following this standard approach, the fed cut short-term interest rates rapidly during the financial crisis, reducing them to nearly zero by the end of 2008--a time when the economy was contracting sharply."
12,"at that point, however, we faced a real challenge: once at zero, the short-term interest rate could not be cut further, so our traditional policy tool for dealing with economic weakness was no longer available."
13,"yet, with unemployment soaring, the economy and job market clearly needed more support."
14,"to answer this question, we could draw on the experience of japan, where short-term interest rates have been near zero for many years, as well as a good deal of academic work."
15,"unable to reduce short-term interest rates further, we looked instead for ways to influence longer-term interest rates, which remained well above zero."
16,"we reasoned that, as with traditional monetary policy, bringing down longer-term rates should support economic growth and employment by lowering the cost of borrowing to buy homes and cars or to finance capital investments."
17,"since 2008, we've used two types of less-traditional monetary policy tools to bring down longer-term rates."
18,the fed's purchases reduce the amount of longer-term securities held by investors and put downward pressure on the interest rates on those securities.
19,that downward pressure transmits to a wide range of interest rates that individuals and businesses pay.
20,"for example, when the fed first announced purchases of mortgage-backed securities in late 2008, 30-year mortgage interest rates averaged a little above 6percent; today they average about 3-1/2 percent."
21,"other important interest rates, such as corporate bond rates and rates on auto loans, have also come down."
22,"lower interest rates also put upward pressure on the prices of assets, such as stocks and homes, providing further impetus to household and business spending."
23,the second monetary policy tool we have been using involves communicating our expectations for how long the short-term interest rate will remain exceptionally low.
24,"in sum, the fed's basic strategy for strengthening the economy--reducing interest rates and easing financial conditions more generally--is the same as it has always been."
25,"the difference is that, with the short-term interest rate nearly at zero, we have shifted to tools aimed at reducing longer-term interest rates more directly."
26,"last month, my colleagues and i used both tools--securities purchases and communications about our future actions--in a coordinated way to further support the recovery and the job market."
27,"though the economy has been growing since mid-2009 and we expect it to continue to expand, it simply has not been growing fast enough recently to make significant progress in bringing down unemployment."
28,"at 8.1 percent, the unemployment rate is nearly unchanged since the beginning of the year and is well above normal levels."
29,"while unemployment has been stubbornly high, our economy has enjoyed broad price stability for some time, and we expect inflation to remain low for the foreseeable future."
30,so the case seemed clear to most of my colleagues that we could do more to assist economic growth and the job market without compromising our goal of price stability.
31,"we expect these purchases to put further downward pressure on longer-term interest rates, including mortgage rates."
32,"to underline the federal reserve's commitment to fostering a sustainable economic recovery, we said that we would continue securities purchases and employ other policy tools until the outlook for the job market improves substantially in a context of price stability."
33,"in the category of communications policy, we also extended our estimate of how long we expect to keep the short-term interest rate at exceptionally low levels to at least mid-2015."
34,"rather, our message was that, so long as price stability is preserved, we will take care not to raise rates prematurely."
35,"specifically, we expect that a highly accommodative stance of monetary policy will remain appropriate for a considerable time after the economy strengthens."
36,"now, as i have said many times, monetary policy is no panacea."
37,"it can be used to support stronger economic growth in situations in which, as today, the economy is not making full use of its resources, and it can foster a healthier economy in the longer term by maintaining low and stable inflation."
38,"although monetary policy cannot cure the economy's ills, particularly in today's challenging circumstances, we do think it can provide meaningful help."
39,what's the relationship between monetary policy and fiscal policy?
40,that brings me to the second question: what's the relationship between monetary policy and fiscal policy?
41,"in short, monetary policy and fiscal policy involve quite different sets of actors, decisions, and tools."
42,"fiscal policy determines the size of the federal budget deficit, which is the difference between federal spending and revenues in a year."
43,borrowing to finance budget deficits increases the government's total outstanding debt.
44,"as i have discussed, monetary policy is the responsibility of the federal reserve--or, more specifically, the federal open market committee, which includes members of the federal reserve's board of governors and presidents of federal reserve banks."
45,"unlike fiscal policy, monetary policy does not involve any taxation, transfer payments, or purchases of goods and services."
46,"instead, as i mentioned, monetary policy mainly involves the purchase and sale of securities."
47,the securities that the fed purchases in the conduct of monetary policy are held in our portfolio and earn interest.
48,"the great bulk of these interest earnings is sent to the treasury, thereby helping reduce the government deficit."
49,"so the odds are high that the purchase programs that the fed has undertaken in support of the recovery will end up reducing, not increasing, the federal debt, both through the interest earnings we send the treasury and because a stronger economy tends to lead to higher tax revenues and reduced government spending (on unemployment benefits, for example)."
50,"even though our activities are likely to result in a lower national debt over the long term, i sometimes hear the complaint that the federal reserve is enabling bad fiscal policy by keeping interest rates very low and thereby making it cheaper for the federal government to borrow."
51,"at the federal reserve, we implement policy to promote maximum employment and price stability, as the law under which we operate requires."
52,using monetary policy to try to influence the political debate on the budget would be highly inappropriate.
53,"for what it's worth, i think the strategy would also likely be ineffective: suppose, notwithstanding our legal mandate, the federal reserve were to raise interest rates for the purpose of making it more expensive for the government to borrow."
