,sentence
0,"certainly, the pace of recovery in employment has improved, but it's important to look at the types of jobs that are being created because those jobs will directly affect the fortunes and challenges of households and neighborhoods as well as the course of the recovery."
1,"the poverty rate has risen sharply since the onset of the recession, after a decade of relative stability, and it now stands at 15 percent--significantly higher than the average over the past three decades.1 and those who are fortunate enough to have held onto their jobs have seen their hourly compensation barely keep pace with the cost of living over the past three years.2 while today's 7.7 percent unemployment rate is a marked improvement from the 10 percent rate we reached in late 2009, it is still higher than the unemployment rate for the 24 years before the great recession, a span of time over which the rate averaged about 6 percent."
2,a broader measure of underemployment that includes these and other potential workers stands at 14.3 percent.
3,"indeed, recent job gains have been largely concentrated in lower-wage occupations such as retail sales, food preparation, manual labor, home health care, and customer service.3 furthermore, wage growth has remained more muted than is typical during an economic recovery."
4,"the slow rebound also reflects the severe nature of the crisis, as the slow wage growth especially affects those workers who have become recently re-employed following long spells of unemployment."
5,"they include people of varying employment status, race, gender, immigration status, and other characteristics."
6,"over the course of a year, reserve banks across the country hosted a series of 32 regional discussions aimed at examining the complex factors creating chronic unemployment conditions and identifying promising workforce development solutions.6 the kinds of problems faced by low-wage workers are familiar to all of you and have long been part of the structural conditions of poverty and near-poverty in america."
7,"for example, growth in sectors such as green industries and advanced manufacturing is creating jobs, but these jobs may demand different skills."
8,"access to reliable information becomes critical for workers who are considering a new job, and must carefully weigh the skills and credentials required by potential employers with the cost of training and the likelihood of gaining employment."
9,"and, as demand for more credentials increases, workers who lack those credentials will find it increasingly difficult to gain upward mobility in the job market."
10,"contingent work many employers are looking to make the employment relationship more flexible, and so are increasingly relying on part-time work and a variety of arrangements popularly known as ""contingent work."""
11,"for example, while temporary work accounted for 10 percent of job losses during the recession, these jobs have accounted for more than 25 percent of net employment gains since the reces­sion ended.10 in fact, tempo­rary help is rapidly approaching a new record, and businesses' use of staffing services continues to increase.11 contingent employment is arguably a sensible response to today's competitive marketplace."
12,"however, workers in these jobs often receive less pay and fewer benefits than traditional full-time or ""permanent"" workers, are much less likely to benefit from the protections of labor and employment laws, and often have no real pathway to upward mobility in the workplace.12 many workers who hold contingent positions do so involuntarily."
13,access to credit the economic marginalization that comes with the growth of part-time and low-paying jobs is exacerbated by inadequate access to credit for many working americans.
14,"unfortunately, many working americans have no practical access to reasonably priced financial products with safe features, much less the kind of safe and fair credit that is available to wealthier consumers."
15,"in light of these challenges, i ask questions that have been asked before: what can economic policy do to reduce unemployment, economic marginalization, and the financial vulnerability of millions of lower-income working americans?"
16,the role of monetary policy so how can the federal reserve address these challenges?
17,let me start with monetary policy.
18,congress has directed the federal reserve to use monetary policy to promote maximum employment and price stability.
19,the federal reserve's primary monetary policy tool is its ability to influence the level of interest rates.
20,federal reserve policymakers pushed short-term interest rates down nearly to zero as the financial crisis spread and the recession worsened in 2007 and 2008.
21,"the federal reserve could not push short-term interest rates down further, but it could--and did--use the unconventional policy tools to bring longer-term interest rates such as mortgage rates down further."
22,"fed policymakers intend to keep interest rates low for a considerable time to promote a stronger economic recovery, a substantial improvement in labor market conditions, and greater progress toward maximum employment in a context of price stability."
23,"while the federal reserve's monetary policy tools can be effective in promoting stronger economic recovery and job gains, they have little effect on the types of jobs that are created, particularly over the longer term."
24,"so, while monetary policy can help, it does not address all of the challenges that low- and moderate-income workers are confronting."
25,"that said, the existing mandate regarding maximum employment requires policymakers on the federal open market committee (fomc) to understand labor market dynamics, which obviously must include an understanding of low- and moderate-income workers."
26,"regulatory and supervisory touchpoints in addition to monetary policy, the federal reserve's regulatory and supervisory policies have the potential to address some of the challenges faced by low-income communities and consumers."
27,they must be understood by the federal policymakers who are responsible for enforcing our country's laws and regulations in the realm of access to credit; by the federal policymakers who engage in the conduct of monetary policy; and by the federal policymakers whose actions contribute to the shaping of the landscape for financial services in this country.
