,sentence
0,i will describe the progress the economy has made toward the federal open market committee's (fomc) goals of maximum employment and stable prices and what the current situation and the outlook imply for how monetary policy is likely to evolve to best foster the attainment of those objectives.
1,"the unemployment rate, which peaked at 10 percent in october 2009, declined to 5 percent in october of this year."
2,"at that level, the unemployment rate is near the median of fomc participants' most recent estimates of its longer-run normal level.1 the economy has created about 13 million jobs since the low point for employment in early 2010, and total nonfarm payrolls are now almost 4-1/2 million higher than just prior to the recession."
3,"most recently, after a couple months of relatively modest payroll growth, employers added an estimated 271,000 jobs in october."
4,"despite these substantial gains, we cannot yet, in my judgment, declare that the labor market has reached full employment."
5,"even in a stronger job market, it is likely that many of these individuals would choose not to work."
6,examples here include people who had become too discouraged to search for work when the prospects for employment were poor and some who retired when their previous jobs ended.
7,"likewise, some of those who report they don't want to work now could change their minds in a stronger job market."
8,"another margin of labor market slack not reflected in the unemployment rate consists of individuals who report that they are working part time but would prefer a full-time job and cannot find one--those classified as ""part time for economic reasons."""
9,the share of such workers jumped from 3 percent of total employment prior to the great recession to around 6-1/2 percent by 2010.
10,"while this decline represents considerable progress, particularly given secular trends that over time may have increased the prevalence of part-time employment, i think some room remains for the hours of these workers to increase as the labor market improves further."
11,"more recently, however, we have seen a welcome pickup in the growth rate of average hourly earnings for all employees and of compensation per hour in the business sector."
12,"turning to overall economic activity, u.s. economic output--as measured by inflation-adjusted gross domestic product (gdp), or real gdp--has increased at a moderate pace, on balance, during the expansion."
13,many economic forecasters expect growth roughly along those same lines in the fourth quarter.
14,"growth this year has been held down by weak net exports, which have subtracted more than 1/2 percentage point, on average, from the annual rate of real gdp growth over the past three quarters."
15,"foreign economic growth has slowed, damping increases in u.s. exports, and the u.s. dollar has appreciated substantially since the middle of last year, making our exports more expensive and imported goods cheaper."
16,"household spending growth has been particularly solid in 2015, with purchases of new motor vehicles especially strong."
17,"job growth has bolstered household income, and lower energy prices have left consumers with more to spend on other goods and services."
18,"increases in home values and stock market prices in recent years, along with reductions in debt, have pushed up the net worth of households, which also supports consumer spending."
