,sentence
0,"market participants lost confidence in their trading partners, and, as the crisis unfolded, the financial sector struggled to cope with a massive withdrawal of liquidity, the collapse of one of its most prominent institutions, and a 40 percent drop in equity prices.2 the effects of the crisis were felt far beyond the financial sector as credit dried up and a mild recession became something far worse."
1,the rapid growth in securitization and derivatives markets prior to the crisis provides a stark example of this phenomenon.
2,"as shown in figure 1, between 2000 and 2007, the notional value of collateralized debt obligations outstanding increased from less than $300 billion to more than $1.4 trillion.4 from 2004, the earliest date for which comprehensive data are available, to 2007, the outstanding notional amount of credit default swap (cds) contracts increased tenfold, from $6 trillion to $60 trillion.5 this incredible growth in securitization and derivatives markets reflects a significant increase in the number, types, and complexity of network connections in the financial system."
3,economists take a well-reasoned and dim view of autarky as the path to growth and stability.
4,"banks and other financial intermediaries channel capital from savers, who often have short-term liquidity demands, into productive investments that typically require stable, long-term funding."
5,"of course, ""complexity"" is difficult to define in a completely systematic and satisfactory manner, but one way emphasized in recent work by hyun song shin is to consider the number of links required to connect savers to borrowers.10 shin's analysis of interconnectedness among financial institutions is based on the idea that the ultimate amount of lending and borrowing that can occur in an economy is determined by economic fundamentals such as income growth, which change only slowly over time, whereas interbank claims can grow or contract far more quickly."
6,"fundamentally strong institutions are forced to liquidate assets at fire sale prices, which results in more deleveraging and instability."
7,"more fundamentally, however, a central counterparty's ability to manage risk is determined by its ability to accurately value the contracts it clears on a frequent and possibly real-time basis and to rapidly replace open positions at or near current prices in the event that a clearing member defaults."
8,"the international monetary fund estimates that one-third of interest rate and credit derivatives and two-thirds of equity, commodity, and foreign exchange derivatives will not be suited to standardization and will remain non-centrally cleared.18 as more-standardized derivatives migrate to central clearing, it will be important to remain vigilant in managing the risks from non-centrally-cleared derivatives exposures.19 one important tool for managing the systemic risks of non-centrally-cleared derivatives is margin requirements.20 globally, regulators have been working on standards for margin requirements on non-centrally-cleared derivatives that would provide for harmonized rules and a level playing field, which is crucial given the global nature of derivatives markets."
9,"moreover, while market integrity and appropriate confidentiality are important considerations, the events of the financial crisis have clearly shown that effective systemic risk management demands more, and not less, data disclosure."
10,"a lesson from that episode, as relevant today as it was then, was that financial stability is essential to sustained economic growth and prosperity."
