,sentence
0,"in my remarks today, i will discuss the rationale for the decision by the federal open market committee (fomc) in november to initiate a new program of asset purchases, and i will address some frequently asked questions (faqs) regarding the program's economic and financial effects both here and abroad.1 the purpose of the new asset purchase program, like all of the monetary policy actions taken by the fomc since the onset of the global financial crisis, is to fulfill our congressionally mandated objectives of promoting maximum employment and price stability."
1,"as shown in figure 1, the unemployment rate rose from around 5 percent in the spring of 2008 to about 10 percent by the autumn of 2009 and has stayed well above 9 percent since then."
2,"most observers, including myself, judge this level of unemployment to be much higher than levels consistent with full employment and stable inflation."
3,"for example, in a recent survey of professional forecasters conducted by the federal reserve bank of philadelphia, the median estimate of the current level of structural unemployment--often referred to as the non-accelerating inflation rate of unemployment (nairu)--stood at about 5-3/4 percent, implying that the unemployment gap is nearly 4 percentage points."
4,"for example, roughly 4 percentage points of today's unemployment rate reflects individuals who have been unemployed for half a year or more."
5,"those who experience an extended period of unemployment face a risk of losing their ability to participate successfully in the workforce, lending additional urgency to the task of reviving the demand for labor."
6,such low rates of resource utilization are typically accompanied by falling inflation.
7,"and, indeed, as shown in figure 2, measures of inflation for personal consumption expenditures (pce) have declined significantly since 2008."
8,"for the total pce inflation rate, the underlying trend is obscured to some extent by large swings in energy prices."
9,"however, the downward trend is clearly evident from the evolution of core pce inflation, which excludes the volatile prices of food and energy."
10,"the 12-month change in core pce prices dropped from about 2-1/2 percent in mid-2008 to around 1â€‘1/2 percent in 2009 and declined further to less than 1 percent by late 2010.2 as inflation has trended downward, measures of underlying inflation have fallen somewhat below the levels of about 2 percent or a bit less that most committee participants judge to be consistent, over the longer run, with the fomc's dual mandate."
11,"in particular, a modest positive rate of inflation over time allows for a slightly higher average level of nominal interest rates, thereby creating more scope for the fomc to respond to adverse shocks."
12,"a modest positive inflation rate also reduces the risk that such shocks could result in deflation, which can be associated with poor macroeconomic performance."
13,"of course, if incoming information last autumn had been pointing to greater momentum in the prospects for economic growth or to a rapid escalation in inflation, then the case for further monetary policy easing might have seemed less pressing."
