,sentence
0,"main menu toggle button sections search toggle button search search submit button submit aboutthe fed structure of the federal reserve system purposes & functions board members advisory councils federal reserve banks federal reserve act currency board meetings board votes diversity & inclusion careers do business with the board holidays observed - k.8 contact requesting information (foia) faqs economic education fed financial statements innovation news& events press releases speeches testimony calendar videos photo gallery conferences monetarypolicy federal open market committee about the fomc meeting calendars and information transcripts and other historical materials faqs monetary policy principles and practice notes policy implementation policy normalization policy tools reports monetary policy report beige book quarterly report on federal reserve balance sheet developments review of monetary policy strategy, tools, and communications overview supervision& regulation institution supervision community & regional financial institutions large financial institutions foreign banking organizations financial market utilities consumer compliance reports federal reserve supervision and regulation report reporting forms all reporting forms recent updates information collections under review financial statements applications/structure change federal financial institutions examination council (ffiec) municipal & government securities supervision & regulation letters by year by topic banking applications & legal developments application process board & reserve bank action enforcement actions & legal developments regulatory resources regulations manuals basel regulatory framework volcker rule education, training, and assistance banking & data structure beneficial ownership reports large commercial banks u.s. offices of foreign entities financial holding companies interstate branching securities underwriting & dealing subsidiaries minority depository institutions paymentsystems regulations & statutes regulation cc (availability of funds and collection of checks) regulation ii (debit card interchange fees and routing) regulation hh (financial market utilities) other regulations and statutes payment policies federal reserve's key policies for the provision of financial services overnight overdrafts payment system risk sponsorship for priority telecommunication services reserve bank payment services & data automated clearinghouse services check services currency and coin services daylight overdrafts and fees fednow service fedwire funds services fedwire securities services fiscal agency services national settlement service financial market utilities & infrastructures supervision & oversight of financial market infrastructures designated financial market utilities international standards for financial market infrastructures research, committees, and forums payment research federal reserve payments study (frps) payments system policy advisory committee forums economicresearch working papers and notes finance and economics discussion series (feds) feds notes international finance discussion papers (ifdp) meet the economists models and tools frb/us model estimated dynamic optimization (edo) model survey of consumer finances (scf) data data download program bank assets and liabilities aggregate reserves of depository institutions and the monetary base - h.3 assets and liabilities of commercial banks in the u.s. - h.8 assets and liabilities of u.s."
1,corporations dealer financing terms senior credit officer opinion survey on dealer financing terms exchange rates and international data foreign exchange rates - h.10/g.5 international summary statistics securities holdings and transactions statistics reported by banks and other financial firms in the united states structure and share data for u.s. offices of foreign banks financial accounts financial accounts of the united states - z.1 household finance consumer credit - g.19 household debt service and financial obligations ratios mortgage debt outstanding survey of consumer finances (scf) survey of household economics and decisionmaking industrial activity industrial production and capacity utilization - g.17 interest rates selected interest rates - h.15 micro data reference manual (mdrm) micro and macro data collections money stock and reserve balances factors affecting reserve balances - h.4.1 money stock measures - h.6 other yield curve models and data consumers& communities regulations community reinvestment act (cra) all regulations supervision & enforcement ca letters enforcement actions independent foreclosure review community development housing and neighborhood revitalization small business and entrepreneurship employment and workforce development community development finance rural community and economic development conferences research & analysis survey of household economics and decisionmaking research publications & data analysis community advisory council consumer resources mortgage and foreclosure resources federal reserve community development resources home news & events speeches speech pdf please enable javascript if it is disabled in your browser or access the information through the links provided below.
2,"the influence of demand on aggregate supply the first question i would like to pose concerns the distinction between aggregate supply and aggregate demand: are there circumstances in which changes in aggregate demand can have an appreciable, persistent effect on aggregate supply?"
3,"aggregate demand, in contrast, was seen as explaining shorter-term fluctuations around the mostly exogenous supply-determined longer-run trend.1 this conclusion deserves to be reconsidered in light of the failure of the level of economic activity to return to its pre-recession trend in most advanced economies."
4,"this post-crisis experience suggests that changes in aggregate demand may have an appreciable, persistent effect on aggregate supply--that is, on potential output.2 the idea that persistent shortfalls in aggregate demand could adversely affect the supply side of the economy--an effect commonly referred to as hysteresis--is not new; for example, the possibility was discussed back in the mid-1980s with regard to the performance of european labor markets.3 but interest in the topic has increased in light of the persistent slowdown in economic growth seen in many developed economies since the crisis."
5,"several recent studies present cross-country evidence indicating that severe and persistent recessions have historically had these sorts of long-term effects, even for downturns that appear to have resulted largely or entirely from a shock to aggregate demand.4 with regard to the u.s. experience, one study estimates that the level of potential output is now 7 percent below what would have been expected based on its pre-crisis trajectory, and it argues that much of this supply-side damage is attributable to several developments that likely occurred as a result of the deep recession and slow recovery.5 in particular, the study finds that in the wake of the crisis, the united states experienced a modest reduction in labor supply as a result of reduced immigration and a fall in labor force participation beyond what can be explained by cyclical conditions and demographic factors, as well as a marked slowdown in the estimated trend growth rate of labor productivity."
6,"the latter likely reflects an unusually slow pace of business capital accumulation since the crisis and, more conjecturally, the sharp decline in spending on research and development and the very slow pace of new firm formation in recent years.6 if we assume that hysteresis is in fact present to some degree after deep recessions, the natural next question is to ask whether it might be possible to reverse these adverse supply-side effects by temporarily running a ""high-pressure economy,"" with robust aggregate demand and a tight labor market."
7,"in addition, a tight labor market might draw in potential workers who would otherwise sit on the sidelines and encourage job-to-job transitions that could also lead to more-efficient--and, hence, more-productive--job matches.7 finally, albeit more speculatively, strong demand could potentially yield significant productivity gains by, among other things, prompting higher levels of research and development spending and increasing the incentives to start new, innovative businesses."
8,"in addition, if strong economic conditions can partially reverse supply-side damage after it has occurred, then policymakers may want to aim at being more accommodative during recoveries than would be called for under the traditional view that supply is largely independent of demand."
9,"more research is needed, however, to better understand the influence of movements in aggregate demand on aggregate supply.8 from a policy perspective, we of course need to bear in mind that an accommodative monetary stance, if maintained too long, could have costs that exceed the benefits by increasing the risk of financial instability or undermining price stability."
10,"heterogeneity my second question asks whether individual differences within broad groups of actors in the economy can influence aggregate economic outcomes--in particular, what effect does such heterogeneity have on aggregate demand?"
11,"although households typically reduce their spending in response to wealth declines, the many households whose equity positions in their homes were actually driven negative by the reduction in house prices may have curtailed their spending even more sharply because of a markedly reduced ability to borrow."
12,"at the household level, recent research finds that heterogeneity can amplify the effects of adverse shocks, a result that is largely driven by households with very little net worth that sharply increase their savings in a recession.9 at the firm level, there is evidence that financial constraints had a particularly large adverse effect on employment at small firms and the start-up of new firms, factors that may be part of the explanation for the great recession's long duration and the subsequent slow recovery.10 more generally, if larger firms seeking to expand have better access to credit than smaller ones, overall growth in investment and employment could depend in part on the distribution of sales across different types of businesses."
13,economists' understanding of how changes in fiscal and monetary policy affect the economy might also benefit from the recognition that households and firms are heterogeneous.
14,"for example, in simple textbook models of the monetary transmission mechanism, central banks operate largely through the effect of real interest rates on consumption and investment."
15,"for example, spending by many households and firms appears to be quite sensitive to changes in labor income, business sales, or the value of collateral that in turn affects their access to credit--conditions that monetary policy affects only indirectly."
16,"while the economics profession has long been aware that these issues matter, their effects had been incorporated into macro models only to a very limited extent prior to the financial crisis.11 i am glad to now see a greater emphasis on the possible macroeconomic consequences of heterogeneity, including in work by economists at the federal reserve.12 nevertheless, the various linkages between heterogeneity and aggregate demand are not yet well understood, either empirically or theoretically."
17,"more broadly, even though the tools of monetary policy are generally not well suited to achieve distributional objectives, it is important for policymakers to understand and monitor the effects of macroeconomic developments on different groups within society."
18,financial linkages to the real economy my third question concerns a key issue for monetary policy and macroeconomics that is less directly addressed by this conference: how does the financial sector interact with the broader economy?
19,finally--and most importantly--what can monetary policy and financial oversight do to reduce the frequency and severity of future crises?
20,"research on this topic has, of course, been ongoing for some time, and it has expanded greatly in the wake of the financial crisis.13 but i believe we have a lot more to learn about the ways in which changes in underwriting standards and other determinants of credit availability interact with interest rates to affect such things as consumer spending, housing demand and home prices, business investment (especially for small firms), and the formation of new firms.14 for example, is the persistent increase in the personal saving rate that we have observed since the collapse of the housing bubble primarily a result of a sustained shift toward more prudent underwriting standards by lenders?"
21,"is it something that will ultimately prove transitory once householdsfinish repairing their balance sheets or become more confident about their future prospects for employment and income?15 the answer to thislatter question could have significant implications for the longer-run normal, or neutral, level of interest rates and thus for the conduct of monetary policy."
22,inflation dynamics my fourth question goes to the heart of monetary policy: what determines inflation?
23,"from my perspective, the standard framework for thinking about inflation dynamics used by central bank economists and others prior to the financial crisis remains conceptually useful today."
24,"a simple description of this framework might go something like this:16 inflation is characterized by an underlying trend that has been essentially constant since the mid-1990s; previously, this trend seemed to drift over time, influenced by actual past inflation or other economic conditions."
25,"theory and evidence suggest that this trend is strongly influenced by inflation expectations that, in turn, depend on monetary policy."
26,"in particular, the remarkable stability of various measures of expected inflation in recent years presumably represents the fruits of the federal reserve's sustained efforts since the early 1980s to bring down and then stabilize inflation at a low level."
27,"the anchoring of inflation expectations that has resulted from this policy does not, however, prevent actual inflation from fluctuating from year to year in response to the temporary influence of movements in energy prices and other disturbances."
28,"in addition, inflation will tend to run above or below its underlying trend to the extent that resource utilization--which may serve as an indicator of firms' marginal costs--is persistently high or low.17 while this general framework for thinking about the inflation process remains useful, questions about some of its quantitative features have arisen in the wake of the great recession and the subsequent slow recovery."
29,"for example, the influence of labor market conditions on inflation in recent years seems to be weaker than had been commonly thought prior to the financial crisis."
30,"although inflation fell during the recession, the decline was quite modest given how high unemployment rose; likewise, wages and prices rose comparatively little as the labor market gradually recovered."
31,"or does it perhaps reflect the well-documented reluctance--or, alternatively, limited ability--of firms to cut the nominal wages of their employees, which could help to explain the relatively moderate movements in inflation we saw during and after the recession?19 another gap in our knowledge about the nature of the inflation process concerns expectations."
32,"although many theoretical models suggest that actual inflation should be most closely related to short-run inflation expectations, as an empirical matter, measures of long-run expectations appear to explain the data better.20 yet another unresolved issue concerns whose expectations--those of consumers, firms, or investors--are most relevant for wage and price setting, a point on which theory provides no clear-cut guidance."
