,sentence
0,"my discussion tonight will focus on a key transmission channel in an open economy--the exchange rate.1 the exchange rate is a primary focus of central bankers in small open economies as well as a prime concern of the broader public in those economies--and, to a lesser extent, in even the largest of economies."
1,"when i was governor of the bank of israel prior to joining the federal reserve, my markets screen was continuously open at a chart of the exchange rate of the shekel against the dollar."
2,"for small open economies, the exchange rate may well matter as much for output and inflation as do interest rates.2 given that the u.s. economy is much less open than israel's, it is not surprising that fluctuations in the dollar typically receive somewhat less attention here in the united states."
3,my remarks will focus on the consequences of the dollar's ascent since last summer for u.s. output and inflation--and thus for monetary policy.
4,"first, while the u.s. economy has performed relatively well--as is visible especially in our steady progress toward full employment--major foreign economies have generally experienced weak growth, along with persistently low inflation."
5,"because foreign central banks responded appropriately by providing additional monetary accommodation, foreign interest rates have declined relative to u.s. interest rates, encouraging investors to shift into dollar-denominated assets and in turn boosting the dollar."
6,but widening interest rate differentials can explain only part of the dollar's large ascent.
7,"in recent months, investors have been particularly focused on the possibility of a sharp slowdown in china and other emerging market economies, with commodity exporters seen as particularly vulnerable in the wake of the dramatic drop in oil and non-oil commodity prices since the summer of 2014."
8,"effects of a stronger dollar on u.s. activity and inflation in considering the transmission of changes in the dollar's value to u.s. output and inflation, it will be convenient for illustrative purposes to focus on the effects of a 10 percent appreciation that is assumed to be permanent--and then to draw on this analysis to provide some guidance on how the dollar's rise since mid-2014 has played out."
9,"broadly speaking, an appreciation of the dollar reduces u.s. exports because it causes the relative price of u.s. goods to rise in foreign markets; for example, the price in yen of a u.s.-made pair of jeans will rise."
10,"nevertheless, an extensive literature has found that the degree of pass-through of exchange rate changes to u.s. import prices is low, as foreign exporters prefer to keep the dollar price of the goods they sell in the u.s. market relatively constant."
11,"for example, a typical estimate is that an appreciation of the dollar of 10 percent causes u.s. non-oil import prices to fall only about 3 percent after a year and only slightly more thereafter.6 the low exchange rate pass-through helps account for the more modest estimated response of u.s. real imports to a 10 percent exchange rate appreciation shown by the thin red line in figure 2, which indicates that real imports rise only about 3-3/4 percent after three years.7 figure 3 uses these results to gauge how a 10 percent dollar appreciation would reduce u.s. gross domestic product (gdp) through the net export channels we have just discussed."
12,"in interpreting these estimated effects on gdp, it is important to underscore that the estimates do not take account of any offset due to monetary policy easing--a key consideration that i will discuss shortly."
13,"even so, recalling that the dollar's actual appreciation has been about 15 percent, the model estimates suggest that the cumulative reduction in u.s. aggregate demand from the dollar's appreciation is likely to total almost 2-1/2 percent of gdp after three years--in the absence of policy action to boost private demand or government spending."
14,"looking forward, given that the effects of the stronger dollar play through gradually to the economy, there is good reason to expect that the drag on gdp growth from the stronger dollar will persist well into next year and likely spell continued weakness in the traded-goods-producing sectors of the economy that are especially exposed to the exchange rate."
15,"indeed, the more export-oriented manufacturing sector has already taken a hit during the past year and has experienced weaker growth than the broader economy."
16,"turning now to inflation, consumer price inflation has been running well below the federal reserve's 2 percent target, and the strong dollar has played an appreciable role in this shortfall."
17,one way in which the stronger dollar depresses inflation is by putting downward pressure on import prices.
