,sentence
0,"supported by an export-oriented development model, annual growth averaged 7-1/2 percent in the three decades leading up to the global financial crisis."
1,"as shown in table 1, the fast pace of growth in emerging asia has also supported impressive gains in per capita income within the region."
2,"as the economies of emerging asia have developed, they have followed a similar growth trajectory, also apparent in table 1."
3,"along a path pioneered by japan in the 1960s, initial integration into the global economy has been followed by a period of rapid export-led economic growth, which subsequently slows as the economy develops and incomes rise."
4,"in a process that has been likened to the pattern of flying geese, development in japan pushed more labor-intensive production from japan into the ""asian tigers""--that is, hong kong, korea, singapore, and taiwan--with that set of countries experiencing rapid growth in the 1970s and 1980s."
5,"as the tigers developed, low-value-added production was pushed further on, into the group of countries known as the association of southeast asian nations (asean)--primarily indonesia, malaysia, thailand, and, more recently, china, where growth took off in the 1980s and accelerated through the 2000s.2 at each step in this process, the slowing of growth in the relatively developed and globally integrated asian economies was matched by an acceleration of growth in the less developed and less integrated economies, maintaining the overall rapid pace of growth in the region.3 now, with china perhaps beginning to follow the same trajectory of slowing growth as has been experienced by its predecessors in the east asian growth model and without economies of sufficient scale to fill the gap (with the notable exception of india, which i will discuss later), growth for the region as a whole is declining."
6,"as shown in table 2, taken from the most recent international monetary fund (imf) regional outlook for asia, growth in emerging asia is set to decline in 2015 and 2016, with china's growth decelerating.4 furthermore, the imf projections through 2020 call for almost no pickup from this slower pace."
7,"in my discussion, i will first address some of the factors behind slowing growth in emerging asia, importantly including demographics."
8,"i will then cover one of the global implications of this deceleration, the effect on commodity markets, before looking at the prospects for india to recharge the region's growth dynamic."
9,why is growth in emerging asia slowing?
10,"the first thing to say and think about asian growth is that growth at a rate of above 6 percent is not slow; it is slower than it has been, but it remains impressive."
11,there are four factors weighing on emerging asian growth that i would like to highlight.
12,"first, emerging asia continues to be negatively affected by slow demand growth elsewhere, including in the advanced economies."
13,"second, economies generally decelerate as they develop, a pattern that has already been evidenced in many of emerging asia's growth pioneers."
14,"third, the tremendous growth of trade in the region, driven by the process of global integration and the growth of production-sharing networks, may have plateaued."
15,"lastly, demographic trends in a number of emerging asian countries are likely to affect growth in the coming years.5 regarding the first of the factors that i just listed, contrary to often-repeated and often-resurrected stories of emerging market growth ""decoupling"" from that of the advanced economies, the truth is that advanced-economy demand continues to play a key role in emerging asia's economic conditions.6 and, as we all know, advanced-economy demand for imports in recent years has been lackluster."
16,"regarding the second factor, as is well established by theory and supported by empirical experience, economic growth tends to decelerate as a country develops."
17,"likewise, the initial phase of integration with the global economy is typically marked by strong gains in productivity as methods and technologies are adopted from more advanced economies."
18,"over time, the boost to growth from this catch-up in productivity fades."
19,"also, as incomes rise and consumption grows, there is a tendency for a relatively rapid increase in demand for services."
20,"the shift of domestic resources toward the production of services, which are typically associated with lower productivity growth, tends to further lower trend growth."
21,the factors that have tended to temper growth as economies develop appear to be at play in china.
