,sentence
0,the drop in home prices in many once-hot markets is among the most significant.
1,"mortgage performance data show a strong correlation between adverse house price changes and subsequent increases in mortgage delinquency and foreclosure (avery, brevoort, and canner, 2007; gerardi, shapiro, and willen, 2007)."
2,"investors who purchased homes in the hope of price appreciation seem particularly likely to walk away from ""underwater"" mortgages."
3,"mortgage delinquencies are also tied to local economic conditions; notably, several midwestern states struggling with job losses and slow income growth have seen increased delinquencies."
4,"in 2006, for example, the hmda data suggest that nearly 40 percent of higher-priced home-purchase loans involved a piggy-back loan or second mortgage.3 indeed, many defaults are occurring within the first few months of origination, well before payment resets occur on subprime arm products."
5,"for a number of years, rapid increases in house prices effectively insulated lenders and investors from the effects of weaker underwriting, providing false comfort."
6,"another concern is the substantial number of borrowers with subprime arms whose interest rates are scheduled to reset upward--about 1.5 million in 2008.4 the problem posed by resets is serious, but it may be mitigated somewhat by lower short-term interest rates and by the efforts of servicers, including those working with the hope now alliance, to find solutions for borrowers facing resets, including interest-rate freezes (hope now alliance servicers, 2008)."
7,"in addition, the fhasecure plan, which the federal housing administration (fha) announced late last summer, offers qualified borrowers who are delinquent because of an interest rate reset and who have some equity in the home the opportunity to refinance into an fha-insured mortgage."
8,"the rules would apply stricter regulations to higher-priced mortgage loans, which we have defined broadly so as to cover substantially all of the subprime market.5 the regulations would be enforceable by state and federal supervisory and enforcement agencies as well as by consumers themselves, who could recover statutory damages for violations above and beyond actual damages."
9,"first, the rules would prohibit a lender from engaging in a pattern or practice of making higher-priced loans that the borrower cannot reasonably be expected to repay from income or from assets other than the house."
10,"consequently, we would require lenders to verify the income or assets they rely on to make credit decisions for higher-priced loans--standard industry practice, in fact, for most lending until quite recently."
11,"third, our proposal would require higher-priced loans to have an escrow account for real-estate taxes and hazard insurance."
12,"in seeking information and opinion about these four issues, the board determined that additional problems needed to be addressed as well, and for all loans, not just higher-priced loans."
13,"for example, a federal reserve bank of boston working paper has analyzed the factors that predict foreclosure, finding a particularly important role for declining house prices (gerardi, shapiro, and willen, 2007)."
