,sentence
0,"that is, only when the other plot lines advance apace--meaning that significant, private financial actors return to their proper role at center stage--will credit market functioning and support for economic growth be fully restored."
1,recall the explosive growth in securitization markets in recent years.5 the loss in confidence in structured products was first evidenced last year in securities backed by subprime mortgages.
2,"and while the originate-to-distribute model entails legitimate principal-agent problems, investors did not demand or enforce safeguards."
3,issuance of ars--long-term bonds that reissue and reprice at very short intervals--came to an abrupt halt.
4,these actions will have concomitant benefits on real economic activity.
5,"only then, i suspect, will a more robust recovery in market liquidity, investor confidence, and real economic activity be achieved."
6,"of course, monetary policy continues to play an important role in the federal reserve's policy formulation."
7,"these actions, together with significant actions to support liquidity, are intended to promote growth and mitigate downside risks to economic activity."
8,"consistent with our dual mandate of promoting maximum employment and stable prices, we also need to be alert to risks to price stability."
9,increases in food and energy prices have pushed up overall consumer prices and are putting upward pressure on core inflation and inflation expectations.
10,we will continue to monitor the inflation situation closely.
11,"and, more broadly, in my view, as financial intermediation channels reset, monetary policy will become still more efficacious."
12,fed policy--both with respect to liquidity tools and monetary policy--is partially offsetting the consequences of the liquidity and credit pullback on real activity.
