Unnamed: 0,sentence,label,score
0,The Committee continues to anticipate that economic conditions—including low rates of resource utilization and a subdued outlook for inflation in the medium run—are likely to warrant exceptionally low levels for the federal funds rate for an extended period.,LABEL_0,0.9976643323898315
1,"In conjunction with today’s meeting, the FOMC participants submitted projections for economic growth, the unemployment rate, and the inflation rate for the years 2011 to 2013 and over the longer run.",LABEL_2,0.999829888343811
2,These projections are conditional on each participant’s individual assessment of the appropriate path of monetary policy needed to best promote the Committee’s objectives.,LABEL_2,0.9996719360351562
3,"The longer-run projections, shown at the right of each figure, represent participants’ assessments of the rate to which each variable will converge over time under appropriate monetary policy and assuming no further shocks to the economy.",LABEL_2,0.9997965693473816
4,"The longer-run projections for output growth have a central tendency of 2.5 to 2.8 percent, and the longer-run projections for the unemployment rate have a central tendency of 5.2 to 5.6 percent—the same as in our April projections.",LABEL_2,0.9998331069946289
5,These projections may be interpreted as indicating participants’ current estimates of the economy’s normal or trend rate of growth and its normal unemployment rate over the longer run respectively.,LABEL_2,0.9998114705085754
6,"It should be noted that these estimates are inherently uncertain and subject to revision, because longer-run rates of economic growth and unemployment are determined largely by nonmonetary factors that may evolve over time and that often cannot be directly measured.",LABEL_2,0.9996904134750366
7,"The central tendency of the longer-run projections for inflation, as measured by the price index for personal consumption expenditures, is 1.7 to 2.0 percent.",LABEL_2,0.9997062087059021
8,"Since the longer-run inflation outlook is determined almost entirely by monetary policy, these projections can be interpreted as indicating the inflation rate that each of the participants judge to be consistent with the Federal Reserve’s mandate of fostering maximum employment and stable prices.",LABEL_2,0.9992187023162842
9,"In effect, the “mandate consistent” inflation rate is judged to be 2 percent or a bit less.",LABEL_2,0.9986603260040283
10,"For example, the unemployment rate has risen by 0.3 percentage points since March, and new claims for unemployment insurance have moved somewhat higher.",LABEL_1,0.9149627089500427
11,"In particular, consumers’ purchasing power has been damped by higher food and energy prices; and the aftermath of the tragic earthquake and tsunami in Japan has been associated with disruptions in global supply chains, especially in the auto sector.",LABEL_1,0.9970629811286926
12,"However, some moderation in gasoline prices is now in prospect, and the effects of the Japanese disaster on manufacturing output are likely to dissipate in coming months.",LABEL_2,0.699882984161377
13,"Specifically, participants’ projections for output growth have a central tendency of about 2.7 to 2.9 percent for this year and 3.3 to 3.7 percent for next year—growth rates faster than we have seen so far in 2011.",LABEL_1,0.8172777891159058
14,"However, Committee participants have also generally responded to the recent slowing by marking down the growth projections for 2011 and 2012, which are nearly a half percentage point lower than our April projections.",LABEL_0,0.9984887838363647
15,"Looking further ahead, the central tendency of the growth projections for 2012—2013, sorry—is 3.5 to 4.2 percent, essentially the same as in the April projections.",LABEL_2,0.9997348189353943
16,"As shown in the second figure, entitled “Unemployment Rate,” the unemployment rate is expected to resume its gradual decline towards levels that the Committee judges to be consistent with this dual mandate.",LABEL_0,0.6069192886352539
17,"In particular, the unemployment rate is projected to edge down over coming months to 8.6 to 8.9 percent in the fourth quarter of this year and then decline gradually over the subsequent two years to a level of 7.0 to 7.5 percent in the fourth quarter of 2013, still well above the central tendency of participants’ longer-run unemployment projections.",LABEL_0,0.5150511860847473
18,"In short, we expect the unemployment rate to continue to decline, but the pace of progress remains frustratingly slow.",LABEL_0,0.9979165196418762
19,"Inflation has moved up in recent months, mainly reflecting higher prices for some commodities and imported goods.",LABEL_1,0.9994208812713623
20,"In addition, prices of motor vehicles have risen notably as a result of the recent supply chain disruptions.",LABEL_1,0.9991720914840698
21,"However, as the effects of these factors dissipate, the Committee anticipates that inflation will subside in coming quarters to levels at or below its mandate-consistent rate, as shown in the figure entitled “PCE Inflation.” Specifically, the central tendency of participants’ inflation projections is 2.3 to 2.5 percent for this year but declines to 1.5 to 2.0 percent in both 2012 and 2013—a trajectory that is broadly similar to that of our April projections.",LABEL_2,0.9879240989685059
22,"In particular, the Committee’s policy strategy is intended to foster both aspects of our dual mandate—that is, promoting the economic recovery so that the unemployment rate returns over time to its longer-term normal level, and ensuring that inflation, over time, is at levels consistent with our mandate.",LABEL_0,0.9833426475524902
23,"At 9.1 percent, the current unemployment rate remains elevated, and progress towards more normal levels of unemployment is likely to be slow, as I noted.",LABEL_0,0.9983689188957214
24,"Moreover, the inflation rate, which picked up in recent months, is expected to subside to levels at or below the rate of 2 percent, or a bit less, that most participants judge to be most consistent with the dual mandate.",LABEL_2,0.9990701079368591
25,The ongoing labor market slack and the subdued inflation outlook are key reasons for the Committee’s decision to maintain the current high degree of monetary policy accommodation and for our judgment that exceptionally low levels of the funds rate are likely to be warranted for an extended period.,LABEL_0,0.9980065226554871
