Unnamed: 0,sentence,label,score
0,"Before we get to questions, I’ll summarize today’s policy action by the Federal Open Market Committee and then I’ll place the Committee’s policy decision in the context of our economic outlook and our collective judgment regarding the appropriate path of monetary policy.",LABEL_2,0.9997798800468445
1,Each of these policy actions is intended to foster accommodative financial conditions that support the economic recovery in a context of price stability.,LABEL_0,0.9930678606033325
2,Most Committee participants expect economic growth to remain moderate over coming quarters and then to pick up gradually.,LABEL_2,0.9981492757797241
3,"April 25, 2012 Chairman Bernanke’s Press Conference Labor market conditions have improved in recent months, with the unemployment rate FINAL having fallen nearly a percentage point since August.",LABEL_1,0.46448466181755066
4,"However, at 8.2 percent, the unemployment rate remains elevated.",LABEL_0,0.9937657117843628
5,"Looking ahead, the Committee anticipates that the unemployment rate will decline gradually over the next several years, reflecting the moderate pace of economic growth.",LABEL_1,0.7808420658111572
6,"Specifically, participants’ projections for the unemployment rate in the fourth quarter of this year have a central tendency of 7.8 to 8.0 percent, declining to 6.7 to 7.4 percent in the fourth quarter of 2014.",LABEL_2,0.9943016767501831
7,"For comparison, participants’ estimates of the longer-run normal rate of unemployment have a central tendency of 5.2 to 6.0 percent.",LABEL_2,0.9997984766960144
8,"Inflation has picked up somewhat, mainly reflecting higher gasoline prices.",LABEL_1,0.9991114735603333
9,"However, as has been the case for other recent swings in oil prices, the Committee expects that effect to be only temporary.",LABEL_2,0.9996931552886963
10,"Moreover, survey measures and financial market indicators continue to show stability in longer-term inflation expectations.",LABEL_1,0.5236030220985413
11,"Consequently, we anticipate that inflation will subsequently run at or below the Committee’s longer-run goal of 2 percent.",LABEL_0,0.7892869710922241
12,"In particular, participants’ projections of inflation have a central tendency of 1.9 to 2.0 percent for 2012 and 1.7 to 2.0 percent for 2014.",LABEL_2,0.9996806383132935
13,The economic projections submitted by FOMC participants are conditioned on their individual assessments of the appropriate path of monetary policy.,LABEL_2,0.9997865557670593
14,"In particular, a highly accommodative stance of monetary policy is warranted in light of the persistence of the factors restraining the pace of recovery and the ongoing risks to the economic outlook.",LABEL_0,0.994515597820282
15,"Finally, the Committee took no new decisions regarding the Federal Reserve’s balance sheet today, but we remain prepared to adjust our securities holdings as appropriate to promote a stronger economic recovery in the context of price stability.",LABEL_0,0.9590264558792114
16,"Well, first, the Committee has certainly been bold and aggressive in terms of easing monetary policy.",LABEL_0,0.9870899319648743
17,"So we have been very accommodative, and we remain prepared to do more as needed to make sure that this recovery continues and that inflation stays close to target.",LABEL_0,0.9973483085632324
18,"So, in particular, we will continue to assess, you know, looking at the economic outlook, looking at the risks, whether or not unemployment is making sufficient progress towards its longer-run normal level, and whether inflation is remaining close to target.",LABEL_2,0.988911509513855
19,"Well, I would just say, first, that our projections still have inflation very close to our 2 percent target.",LABEL_1,0.5225695371627808
20,"As you point out, core inflation and some other measures of underlying inflation have been a little stronger than expected.",LABEL_1,0.9996659755706787
21,"And the fundamentals of inflation—in particular, inflation expectations; the amount of slack in the economy; the commodity price behavior, which has been relatively well-controlled in recent months—all of those things suggest that inflation is going to stay close to or perhaps a bit below our 2 percent target.",LABEL_2,0.9707173109054565
22,"Now, as I mentioned in the opening remarks and as we said in our briefing, the recent rise in gasoline prices has created a temporary bulge in headline inflation, in overall inflation, but we expect that to pass through the system and, assuming no new shocks in the oil sector, inflation ought to moderate to about 2 percent later this year.",LABEL_1,0.9983931183815002
