,sentence
0,"Asset prices were volatile in recent weeks, reportedly reflecting a pullback from risk-taking by investors."
1,"In addition, investors pointed to concerns about the global growth outlook, the unsettled state of Brexit negotiations, and uncertainties about the political situation in Europe."
2,"Against this backdrop, U. S. stock prices were down nearly 8 percent on the period."
3,"Based on readings from Treasury Inflation-Protected Securities (TIPS), the decline in nominal Treasury yields was associated with a notable drop in inflation compensation."
4,A sizable decline in oil prices was cited as an important factor contributing to the drop in measures of inflation compensation.
5,"Desk surveys indicated that respondents placed high odds on a further quarter-point firming in the stance of monetary policy at the December meeting, but lower than the near certainty of a rate increase reported just before previous policy firmings in 2018; survey responses anticipated that the median projected path of the federal funds rate in the Summary of Economic Projections (SEP) would show only two additional quarter-point policy firmings next year--down from the three policy firmings in the median path in the September SEP results."
6,"However, if longer-term interest rates moved substantively lower than assumed in the baseline, some modest reinvestments in MBS could occur for a few months next year concurrent with the pickup in seasonal turnover."
7,Staff Review of the Economic Situation The information reviewed for the December 18-19 meeting indicated that labor market conditions continued to strengthen in recent months and that real GDP growth was strong.
8,"Consumer price inflation, as measured by the 12-month percentage change in the price index for personal consumption expenditures (PCE), was 2 percent in October."
9,Survey-based measures of longer-run inflation expectations were little changed on balance.
10,"Total nonfarm payroll employment expanded further in November, and job gains were strong, on average, over recent months."
11,The national unemployment rate remained at a very low level of 3.
12,"7 percent, and both the labor force participation rate and the employment-to-population ratio also stayed flat in November."
13,"The unemployment rates for African Americans, Asians, and Hispanics in November were below their levels at the end of the previous economic expansion."
14,The rates of private-sector job openings and quits were both still at high levels in October; initial claims for unemployment insurance benefits in early December were still close to historically low levels.
15,"Real PCE growth was brisk in October, and the components of the nominal retail sales used by the Bureau of Economic Analysis to construct its estimate of PCE rose considerably in November."
16,Key factors that influence consumer spending--including ongoing gains in real disposable personal income and the effects of earlier increases in equity prices and home values on households' net worth--continued to be supportive of solid real PCE growth in the near term.
17,"Real residential investment appeared to be declining further in the fourth quarter, likely reflecting in part the effects of the rise in mortgage interest rates over the past year on the affordability of housing."
18,Nominal defense spending in October and November pointed to solid growth in real federal purchases.
19,The nominal U. S. international trade deficit widened slightly in October.
20,Available trade data suggested that the contribution of the change in net exports to the rate of real GDP growth in the fourth quarter would be much less negative than the drag of nearly 2 percentage points in the third quarter.
21,"Total U. S. consumer prices, as measured by the PCE price index, increased 2 percent over the 12 months ending in October."
22,"Core PCE price inflation, which excludes changes in consumer food and energy prices, was 1."
23,The consumer price index (CPI) rose 2.
24,"2 percent over the 12 months ending in November, and core CPI inflation was also 2."
25,"Recent readings on survey-based measures of longer-run inflation expectations--including those from the Michigan survey, the Survey of Professional Forecasters, and the Desk's Survey of Primary Dealers and Survey of Market Participants--were little changed on balance."
26,"Foreign economic growth continued at a moderate pace in the third quarter, as a pickup in emerging market economies (EMEs) roughly offset slowing growth in advanced foreign economies (AFEs)."
27,"Among EMEs, growth in Mexico and Brazil bounced back from transitory second-quarter weakness, more than offsetting a slowdown in China and India."
28,"The softness in AFE growth partly reflected temporary factors, including disruptions from natural disasters in Japan and the adoption of new car emissions testing in Germany."
29,Indicators for economic activity in the fourth quarter were consistent with continued moderate foreign economic growth.
30,"Foreign inflation fell in recent months, largely reflecting a significant drag from lower oil prices."
31,"Underlying inflation pressures, especially in some AFEs, remained muted."
32,Both nominal U. S. Treasury yields and U. S. equity prices declined notably over the period.
33,Financing conditions for businesses and households tightened a bit but generally remained supportive of economic growth.
34,"Investor perceptions of increased downside risks to the outlooks for domestic and foreign economic growth, including growing concerns over trade frictions between the United States and China, reportedly weighed on yields."
35,Measures of inflation compensation derived from TIPS also decreased notably over the period along with the declines in oil prices.
36,"Concerns over escalating trade tensions, global growth prospects, and the sustainability of corporate earnings growth were among the factors that appeared to contribute to a significant drop in U. S. equity prices."
37,"Over the intermeeting period, foreign financial markets were affected by perceived increases in downside risks to the global growth outlook and ongoing uncertainty about trade relations between the United States and China."
38,Investors also focused on the state of negotiations over Brexit and the Italian government budget deficit.
39,"Measures of inflation compensation generally fell, partly reflecting sharp decreases in oil prices."
40,Issuance of non-agency CMBS was stable while CRE loan growth remained strong at banks.
41,"Financing conditions in the residential mortgage market also remained accommodative for most borrowers, but the demand for mortgage credit softened."
42,"Broad consumer credit grew at a solid pace through September, though October and November saw credit card growth at banks edge a bit lower on average."
43,"Staff Economic Outlook With some stronger-than-expected incoming data on economic activity and the recent tightening in financial conditions, particularly the decline in equity prices, the U. S. economic forecast prepared by the staff for the December FOMC meeting was little revised on balance."
44,"The staff continued to expect that real GDP growth would be strong in the fourth quarter of 2018, although somewhat slower than the rapid pace of growth in the previous two quarters."
45,"Over the 2018-20 period, real GDP was forecast to rise at a rate above the staff's estimate of potential output growth and then slow to a pace below it in 2021."
46,The unemployment rate was projected to decline further below the staff's estimate of its longer-run natural rate but to bottom out by 2020 and begin to edge up in 2021.
47,"With labor market conditions already tight, the staff continued to assume that projected employment gains would manifest in smaller-than-usual downward pressure on the unemployment rate and in larger-than-usual upward pressure on the labor force participation rate."
48,"The staff expected both total and core PCE price inflation to be just a touch below 2 percent in 2018, with total inflation revised down a bit because of recent declines in consumer energy prices."
49,"Core PCE price inflation was forecast to move up to 2 percent in 2019 and remain at that level through the medium term; total inflation was forecast to be a little below core inflation in 2019, reflecting projected declines in energy prices, and then to run at the same level as core inflation over the following two years."
50,The staff's medium-term projections for both total and core PCE price inflation were little revised on net.
51,"The staff viewed the uncertainty around its projections for real GDP growth, the unemployment rate, and inflation as similar to the average of the past 20 years."
52,The staff also saw the risks to the forecasts for real GDP growth and the unemployment rate as balanced.
53,"On the downside, trade policies and foreign economic developments could move in directions that have significant negative effects on U. S. economic growth."
54,Risks to the inflation projection also were seen as balanced.
55,The upside risk that inflation could increase more than expected in an economy that was projected to move further above its potential was counterbalanced by the downside risk that longer-term inflation expectations may be lower than was assumed in the staff forecast.
56,"Participants' Views on Current Conditions and the Economic Outlook In conjunction with this FOMC meeting, members of the Board of Governors and Federal Reserve Bank presidents submitted their projections of the most likely outcomes for real GDP growth, the unemployment rate, and inflation for each year from 2018 through 2021 and over the longer run, based on their individual assessments of the appropriate path for the federal funds rate."
57,"The longer-run projections represented each participant's assessment of the rate to which each variable would be expected to converge, over time, under appropriate monetary policy and in the absence of further shocks to the economy."
58,"In their discussion of the economic situation and the outlook, meeting participants agreed that information received since the FOMC met in November indicated that the labor market had continued to strengthen and that economic activity had been rising at a strong rate."
59,"Job gains had been strong, on average, in recent months, and the unemployment rate had remained low."
60,"Household spending had continued to grow strongly, while growth of business fixed investment had moderated from its rapid pace earlier in the year."
61,"On a 12-month basis, both overall inflation and inflation for items other than food and energy remained near 2 percent."
62,Indicators of longer-term inflation expectations were little changed on balance.
63,"In assessing the economic outlook, participants noted the contrast between the strength of incoming data on economic activity and the concerns about downside risks evident in financial markets and in reports from business contacts."
64,"Recent readings on household and business spending, inflation, and labor market conditions were largely in line with participants' expectations and indicated continued strength of the economy."
65,"By contrast, financial markets were volatile and conditions had tightened over the intermeeting period, with sizable declines in equity prices and notably wider corporate credit spreads coinciding with a continued flattening of the Treasury yield curve; in part, these changes in financial conditions appeared to reflect greater concerns about the global economic outlook."
66,"After taking into account incoming economic data, information from business contacts, and the tightening of financial conditions, participants generally revised down their individual assessments of the appropriate path for monetary policy and indicated either no material change or only a modest downward revision in their assessment of the economic outlook."
67,Economic growth was expected to remain above trend in 2019 and then slow to a pace closer to trend over the medium term.
68,"Participants who downgraded their assessment of the economic outlook pointed to a variety of factors underlying their assessment, including recent financial market developments, some softening in the foreign economic growth outlook, or a more pessimistic outlook for housing-sector activity."
69,"In their discussion of the household sector, participants generally characterized real PCE growth as remaining strong."
70,"Participants pointed to a number of factors that were supporting consumer spending, including further gains in wages and household income reflecting a strong labor market, expansionary federal tax policies, still-upbeat readings on consumer sentiment, recent declines in oil prices, and household balance sheets that generally remained healthy despite tighter financial conditions."
71,"This weakness was attributed to a variety of factors, including increased mortgage rates and rising home prices."
72,"However, contacts in a number of Districts appeared less upbeat than at the time of the November meeting, as concerns about a variety of factors--including trade policy, waning fiscal stimulus, slowing global economic growth, or financial market volatility--were reportedly beginning to weigh on business sentiment."
