,sentence
0,"Purchases were concentrated in nominal Treasury securities with maturities of 2 to 10 years, though some shorter-term and some longer-term securities were purchased along with some Treasury inflation-protected securities (TIPS)."
1,"Staff Review of the Economic Situation The information reviewed at the November 2-3 meeting indicated that the economic recovery proceeded at a modest rate in recent months, with only a gradual improvement in labor market conditions, and was accompanied by a continued low rate of inflation."
2,"But construction activity in both the residential and nonresidential sectors remained depressed, and a significant portion of the rise in domestic demand was again met by imports."
3,"U. S. industrial production slowed noticeably in August and September, hiring at private businesses remained modest, and the unemployment rate stayed elevated."
4,"Headline consumer price inflation was subdued in recent months, despite a rise in energy prices, as core consumer price inflation trended lower."
5,Private businesses continued to increase their demand for labor only modestly.
6,"In September, private nonfarm payroll employment remained on a gradual uptrend, and the average workweek of all private-sector employees was unchanged for a third month."
7,The unemployment rate remained at 9.
8,Long-duration unemployment continued to recede somewhat but was still very high.
9,"Indicators of layoffs remained elevated, although initial claims for unemployment insurance drifted down a little during October."
10,"More broadly, October surveys of new orders received by manufacturers suggested that demand for factory goods had continued to increase."
11,Rising equity prices likely resulted in some further improvement in net worth over the same period.
12,"Although sales of new and existing homes turned up in August and September, the still-low level of demand suggested that the payback for the earlier boost to sales from the homebuyer tax credit had not yet faded."
13,"Moreover, despite further declines in mortgage interest rates in recent months, other factors continued to restrain housing demand, including consumer pessimism about the outlook for jobs and income, the depressed rate of household formation, and tight underwriting standards for mortgages."
14,But rising demand for equipment and software during the third quarter was also satisfied in part by a further rise in imports of capital goods.
15,Consumer price inflation remained low in recent months.
16,The total PCE price index increased slightly in September as consumer energy prices moved up noticeably for a third month.
17,"The core PCE price index was unchanged in September, and the 12-month increase in this index continued to trend down."
18,"At earlier stages of processing, the rise in producer prices for intermediate materials remained moderate in September, but prices of globally traded industrial and agricultural commodities accelerated considerably in October, reflecting in part the lower foreign exchange value of the dollar as well as concerns about supply for certain commodities."
19,"In September and October, survey measures of households' short- and long-term expectations for inflation remained in the ranges that have prevailed since the spring of 2009."
20,"Private-sector wage increases, as measured by both average hourly earnings of all employees and the employment cost index (ECI), remained subdued."
21,"The U. S. international trade deficit widened in August, after narrowing in July, as a modest increase in nominal exports was more than offset by a strong increase in imports."
