,sentence
0,The Committee then turned to a discussion of the economic and financial outlook and the implementation of monetary policy over the intermeeting period ahead.
1,The information reviewed at this meeting suggested that domestic final demand continued to expand at a robust pace.
2,"The strike at General Motors had damped overall economic activity temporarily, but total payroll employment continued to trend upward, and labor markets remained extremely tight."
3,"Despite the pressures on labor resources, trends in wages and prices had remained stable in recent months."
4,Nonfarm payroll employment expanded further in July even though manufacturing payrolls plunged in association with the General Motors strike; job growth remained strong in most non-manufacturing sectors.
5,"Construction employment continued to increase at about the brisk pace recorded over the first half of the year, and hiring in retail trade surged."
6,The civilian unemployment rate was unchanged in July at 4.
7,"In the housing sector, both demand and construction activity remained strong."
8,Available information suggested that growth in business spending on capital goods likely would slow further in the months ahead.
9,"The nominal deficit on U. S. trade in goods and services widened substantially further in the second quarter; the value of exports of goods and services declined for a second straight quarter, while the value of imports continued to rise, though at a somewhat reduced pace."
10,"In Japan, however, economic activity appeared to have contracted sharply further in the second quarter."
11,"In most other Asian economies, currencies and equity prices were under downward pressure, and in Russia, asset values plummeted in often disorderly markets."
12,Price and wage inflation had remained relatively stable in recent months.
13,Both the overall CPI and the CPI excluding food and energy items rose slightly on balance in June and July; a small rise in food prices offset a noticeable decline in energy prices over the two-month period.
14,"For the twelve months ended in July, the core CPI registered a slightly smaller increase than it had in the year-earlier period, partly reflecting lower prices for new motor vehicles."
15,Producer prices of finished goods changed little on balance in June and July; a sizable drop in the prices of energy products over the June-July period more than offset a modest rise in core producer prices.
16,"For the year ended in July, core producer prices rose somewhat more than in the year-earlier period, reflecting larger increases in the prices of finished consumer goods."
17,"With the balance of risks still pointing to the possibility of rising inflation over time, the Committee chose to retain an asymmetric directive tilted toward a possible firming of reserve conditions and a higher federal funds rate."
18,The reserve conditions associated with this directive were expected to be consistent with moderate growth in M2 and M3 over the months ahead.
19,"Most other interest rates fell slightly on balance over the intermeeting period in response to market assessments that worsening conditions in Asia, Latin America, and Russia portended slower growth in U. S. output and inflation over an extended period ahead."
20,"In an atmosphere of increasing concerns about the prospects for corporate earnings, share prices in U. S. equity markets remained volatile and major indexes declined appreciably on balance over the intermeeting period."
21,The dollar's advance against the Canadian dollar occurred in the context of continuing weakness in global commodity prices that was weighing down that currency.
22,The halt in the growth of M3 was associated with a sharp runoff of large time deposits and outflows from institution-only money market funds triggered by a temporary spike in interest rates on market instruments around quarter-end.
23,The staff forecast prepared for this meeting indicated that economic activity would expand through 1999 at a pace somewhat below the estimated growth of the economy's potential.
24,Reduced growth of foreign economic activity and the lagged effects of the sizable earlier rise in the foreign exchange value of the dollar were anticipated to place substantial restraint on the demand for U. S. exports and to lead to further substitution of imports for domestic products.
25,"Housing demand was expected to remain relatively strong in the context of the persisting favorable cash flow affordability of home ownership, though the slower income growth anticipated over the projection period would damp homebuilding somewhat."
26,"Pressures on labor resources were likely to diminish somewhat as the expansion of economic activity slowed, but inflation was expected to pick up gradually as a result of an anticipated reversal of some of the decline in energy prices this year."
27,"In the Committee's discussion of current and prospective economic conditions, members focused on the disparate forces that continued to shape trends in economic activity, notably the persist- ence of considerable strength in private domestic spending and the damping influences stemming from foreign economic developments."
28,"Moreover, equity prices and risk spreads in U. S. financial markets were beginning to be adversely affected, potentially slowing domestic demand."
29,"The members generally anticipated somewhat more moderate growth than they had in their previous forecasts, with prospective expansion at a pace near or somewhat below the growth of economy's potential."
30,"Nonetheless, they remained concerned about the potential for higher inflation, given the widespread tightness in labor markets and an upward tilt in the rise of labor compensation."
31,"For the present, however, inflation remained subdued, and it was likely to remain relatively low for some time in light of the weakness in commodity and other import prices and the tendency for low current inflation to hold down expected price increases."
32,"Among the factors bearing on the outlook for domestic economic activity, the members viewed the external sector as a major source of uncertainty."
33,"Indeed, such conditions appeared to be worsening further in some Asian nations, and other countries had been affected by the associated weakening in the demand for commodities and the more risk-averse attitudes of investors."
