,speaker,sentence
0,CHAIR POWELL,Good afternoon.
1,CHAIR POWELL,"At the Federal Reserve, we are strongly committed to achieving the monetary policy goals that Congress has given us: maximum employment and price stability."
2,CHAIR POWELL,"Since the beginning of the pandemic, we have taken forceful actions to provide relief and stability, to ensure that the recovery will be as strong as possible, and to limit lasting damage to the economy."
3,CHAIR POWELL,Today my colleagues on the FOMC and I kept interest rates near zero and maintained our sizable asset purchases.
4,CHAIR POWELL,"These measures, along with our strong guidance on interest rates and our balance sheet, will ensure that monetary policy will continue to deliver powerful support to the economy until the recovery is complete."
5,CHAIR POWELL,The path of the economy continues to depend significantly on the course of the virus.
6,CHAIR POWELL,"A resurgence in recent months in COVID-19 cases, hospitalizations, and deaths is causing great hardship for millions of Americans and is weighing on economic activity and job creation."
7,CHAIR POWELL,"Following a sharp rebound in economic activity last summer, the pace of the recovery has moderated in recent months, with the weakness concentrated in the sectors of the economy most adversely affected by the resurgence of the virus and by greater social distancing."
8,CHAIR POWELL,"Household spending on services remains low, especially in sectors that typically require people to gather closely, including travel and hospitality."
9,CHAIR POWELL,And household spending on goods has moderated following earlier large gains.
10,CHAIR POWELL,"In contrast, the housing sector has more than fully recovered from the downturn, supported in part by low mortgage interest rates."
11,CHAIR POWELL,Business investment and manufacturing production have also picked up.
12,CHAIR POWELL,"The overall recovery in economic activity since last spring is due in part to federal stimulus payments and expanded unemployment benefits, which have provided essential support to many families and individuals."
13,CHAIR POWELL,"The recently enacted Coronavirus Response and Relief Act [Consolidated Appropriations Act, 2021] will provide additional support."
14,CHAIR POWELL,"Overall economic activity remains below its level before the pandemic, and the path ahead remains highly uncertain."
15,CHAIR POWELL,"As with overall economic activity, the pace of improvement in the labor market has slowed in recent months."
16,CHAIR POWELL,"Employment fell by 140,000 in December, as continued gains in many industries were outweighed by significant losses in industries where the resurgence of the virus has weighed further on activity."
17,CHAIR POWELL,"In particular, the leisure and hospitality sector lost nearly half a million jobs, largely from restaurants and bars."
18,CHAIR POWELL,"The unemployment rate remained elevated at 6.7 percent in December, and participation in the labor market is notably below pre-pandemic levels."
19,CHAIR POWELL,"Although there has been much progress in the labor market since the spring, millions of Americans remain out of work."
20,CHAIR POWELL,"The economic downturn has not fallen equally on all Americans, and those least able to shoulder the burden have been the hardest hit."
21,CHAIR POWELL,"In particular, the high level of joblessness has been especially severe for lower-wage workers in the service sector and for African Americans and Hispanics."
22,CHAIR POWELL,The economic dislocation has upended many lives and created great uncertainty about the future.
23,CHAIR POWELL,The pandemic has also left a significant imprint on inflation.
24,CHAIR POWELL,"Following large declines in the spring, consumer prices picked up over the summer but have leveled out more recently."
25,CHAIR POWELL,"For those sectors that have been most adversely affected by the pandemic, prices remain particularly soft."
26,CHAIR POWELL,"Overall, on a 12-month basis, inflation remains below our 2 percent longer-run objective."
27,CHAIR POWELL,"While we should not underestimate the challenges we currently face, several developments point to an improved outlook for later this year."
28,CHAIR POWELL,Sufficiently widespread vaccinations would enable us to put the pandemic behind us and return to more normal economic activities.
29,CHAIR POWELL,"In the meantime, continued observance of social-distancing measures and wearing masks will help us reach that goal as soon as possible."
30,CHAIR POWELL,Support from fiscal policy will help households and businesses weather the downturn as well as limit lasting damage to the economy that could otherwise impede the recovery.
31,CHAIR POWELL,"In addition, as we have seen since last summer, the economy has proved more resilient than expected, in part reflecting the adaptability of households and businesses."
32,CHAIR POWELL,"Finally, monetary policy is playing a key role in supporting the recovery and will continue to do so."
33,CHAIR POWELL,"The Fed’s response to this crisis has been guided by our mandate to promote maximum employment and stable prices for the American people, along with our responsibilities to promote the stability of the financial system."
34,CHAIR POWELL,"Today we unanimously reaffirmed our Statement on Longer-Run Goals and Monetary Policy Strategy, as we typically do each January."
35,CHAIR POWELL,"As we say in that statement, we view maximum employment as a “broad-based and inclusive goal.” Our ability to achieve maximum employment in the years ahead depends importantly on having longer-term inflation expectations well anchored at 2 percent."
