,speaker,sentence
0,CHAIRMAN BERNANKE,Good afternoon.
1,CHAIRMAN BERNANKE,"Before we get to questions, I’ll summarize today’s policy action by the Federal Open Market Committee and then I’ll place the Committee’s policy decision in the context of our economic outlook and our collective judgment regarding the appropriate path of monetary policy."
2,CHAIRMAN BERNANKE,"As indicated in the statement released earlier this afternoon, the Committee is maintaining the highly accommodative policies that we initiated at previous meetings."
3,CHAIRMAN BERNANKE,"We decided to keep the target range for the federal funds rate at 0 to ¼ percent, and we continue to anticipate that economic conditions are likely to warrant exceptionally low levels of the federal funds rate at least through late 2014."
4,CHAIRMAN BERNANKE,Our program to extend the average maturity of the Federal Reserve’s security holdings—announced in September—will continue as scheduled.
5,CHAIRMAN BERNANKE,Each of these policy actions is intended to foster accommodative financial conditions that support the economic recovery in a context of price stability.
6,CHAIRMAN BERNANKE,"In conjunction with today’s meeting, FOMC participants—the 5 Board members and the 12 Reserve Bank presidents—submitted their individual economic projections and policy assessments for the years 2012 to 2014 and over the long run."
7,CHAIRMAN BERNANKE,These projections serve as important inputs into the Committee’s deliberations.
8,CHAIRMAN BERNANKE,Incoming information suggests that the economy has been expanding moderately.
9,CHAIRMAN BERNANKE,Most Committee participants expect economic growth to remain moderate over coming quarters and then to pick up gradually.
10,CHAIRMAN BERNANKE,"Among other factors, and not withstanding some signs of improvement, the ongoing weakness of the housing sector still represents a headwind for recovery."
11,CHAIRMAN BERNANKE,"Strains in global financial markets, though less pronounced, generally, than last fall, continue to pose significant risks to the outlook."
12,CHAIRMAN BERNANKE,"April 25, 2012 Chairman Bernanke’s Press Conference Labor market conditions have improved in recent months, with the unemployment rate FINAL having fallen nearly a percentage point since August."
13,CHAIRMAN BERNANKE,"However, at 8.2 percent, the unemployment rate remains elevated."
14,CHAIRMAN BERNANKE,"Looking ahead, the Committee anticipates that the unemployment rate will decline gradually over the next several years, reflecting the moderate pace of economic growth."
15,CHAIRMAN BERNANKE,"Specifically, participants’ projections for the unemployment rate in the fourth quarter of this year have a central tendency of 7.8 to 8.0 percent, declining to 6.7 to 7.4 percent in the fourth quarter of 2014."
16,CHAIRMAN BERNANKE,"For comparison, participants’ estimates of the longer-run normal rate of unemployment have a central tendency of 5.2 to 6.0 percent."
17,CHAIRMAN BERNANKE,"Inflation has picked up somewhat, mainly reflecting higher gasoline prices."
18,CHAIRMAN BERNANKE,"However, as has been the case for other recent swings in oil prices, the Committee expects that effect to be only temporary."
