,speaker,sentence
0,CHAIR POWELL,Good afternoon.
1,CHAIR POWELL,"At the Federal Reserve, we are strongly committed to achieving the monetary policy goals that Congress has given us: maximum employment and price stability."
2,CHAIR POWELL,Today the Federal Open Market Committee kept interest rates near zero and maintained our asset purchases.
3,CHAIR POWELL,"These measures, along with our strong guidance on interest rates and on our balance sheet, will ensure that monetary policy will continue to deliver powerful support to the economy until the recovery is complete."
4,CHAIR POWELL,"Widespread vaccinations, along with unprecedented fiscal policy actions, are also providing strong support to the recovery."
5,CHAIR POWELL,"Indicators of economic activity and employment have continued to strengthen, and real GDP this year appears to be on track to post its fastest rate of increase in decades."
6,CHAIR POWELL,Much of this rapid growth reflects the continued bounceback in activity from depressed levels.
7,CHAIR POWELL,The sectors most adversely affected by the pandemic remain weak but have shown improvement.
8,CHAIR POWELL,"Household spending is rising at a rapid pace, boosted by the ongoing reopening of the economy, fiscal support, and accommodative financial conditions."
9,CHAIR POWELL,"The housing sector is strong, and business investment is increasing at a solid pace."
10,CHAIR POWELL,"In some industries, near-term supply constraints are restraining activity."
11,CHAIR POWELL,Forecasts from FOMC participants for economic growth this year have been revised up since our March Summary of Economic Projections.
12,CHAIR POWELL,"Even so, the recovery is incomplete, and risks to the economic outlook remain."
13,CHAIR POWELL,"As with overall economic activity, conditions in the labor market have continued to improve, although the pace of improvement has been uneven."
14,CHAIR POWELL,"Employment rose 419,000 per month, on average, in April and May, with the leisure and hospitality sector continuing to post notable gains."
15,CHAIR POWELL,"Employment in this sector and the economy as a whole remains well below pre- June 16, 2021 pandemic levels."
16,CHAIR POWELL,"The unemployment rate remained elevated in May at 5.8 percent, and this Chair Powell’s Press Conference FINAL figure understates the shortfall in employment, particularly as participation in the labor market has not moved up from the low rates that have prevailed for most of the past year."
17,CHAIR POWELL,"Factors related to the pandemic, such as caregiving needs, ongoing fears of the virus, and unemployment insurance payments, appear to be weighing on employment growth."
18,CHAIR POWELL,"These factors should wane in coming months against a backdrop of rising vaccinations, leading to more rapid gains in employment."
19,CHAIR POWELL,"Looking ahead, FOMC participants project the labor market to continue to improve, with the median projection for the unemployment rate standing at 4.5 percent at the end of this year and declining to 3.5 percent by the end of 2023."
20,CHAIR POWELL,"The economic downturn has not fallen equally on all Americans, and those least able to shoulder the burden have been hardest hit."
21,CHAIR POWELL,"In particular, despite progress, joblessness continues to fall disproportionately on lower-wage workers in the service sector and on African Americans and Hispanics."
22,CHAIR POWELL,Inflation has increased notably in recent months.
23,CHAIR POWELL,The 12-month change in PCE prices was 3.6 percent in April and will likely remain elevated in coming months before moderating.
24,CHAIR POWELL,"Part of the increase reflects the very low readings from early in the pandemic falling out of the calculation as well as the pass-through of past increases in oil prices to, to consumer energy prices."
25,CHAIR POWELL,"Beyond these effects, we are also seeing upward pressure on prices from the rebound in spending as the economy continues to reopen, particularly as supply bottlenecks have limited how quickly production in some sectors can respond in the near term."
26,CHAIR POWELL,"These bottleneck effects have been larger than anticipated, and FOMC participants have revised up their projections for, for inflation notably for this year."
27,CHAIR POWELL,"As these transitory supply effects abate, inflation is expected June 16, 2021 to drop back toward our longer-run goal, and the median inflation projection falls from Chair Powell’s Press Conference FINAL 3.4 percent this year to 2.1 percent next year and 2.2 percent in 2023."
28,CHAIR POWELL,"The process of reopening the economy is unprecedented, as was the shutdown at the onset of the pandemic."
29,CHAIR POWELL,"As the reopening continues, shifts in demand can be large and rapid, and bottlenecks, hiring difficulties, and other constraints could continue to limit how quickly supply can adjust, raising the possibility that inflation could turn out to be higher and more persistent than we expect."
30,CHAIR POWELL,"Our new framework for monetary policy emphasizes the importance of having well-anchored inflation expectations, both to foster price stability and to enhance our ability to promote our broad-based and inclusive maximum-employment goal."
31,CHAIR POWELL,Indicators of longer-term inflation expectations have generally reversed the declines seen earlier in the pandemic and have moved into a range that appears broadly consistent with our longer-run inflation goal of 2 percent.
32,CHAIR POWELL,"If we saw signs that the path of inflation or longer-term inflation expectations were moving materially and persistently beyond levels consistent with our goal, we’d be prepared to adjust the stance of monetary policy."
