,speaker,sentence
0,CHAIR YELLEN,Good afternoon.
1,CHAIR YELLEN,"Earlier today, the Federal Open Market Committee decided to raise the target range for the federal funds rate by ¼ percentage point, bringing it to ¼ to ½ percent."
2,CHAIR YELLEN,This action marks the end of an extraordinary seven-year period during which the federal funds rate was held near zero to support the recovery of the economy from the worst financial crisis and recession since the Great Depression.
3,CHAIR YELLEN,"It also recognizes the considerable progress that has been made toward restoring jobs, raising incomes, and easing the economic hardship of millions of Americans."
4,CHAIR YELLEN,And it reflects the Committee’s confidence that the economy will continue to strengthen.
5,CHAIR YELLEN,"The economic recovery has clearly come a long way, although it is not yet complete."
6,CHAIR YELLEN,"Room for further improvement in the labor market remains, and inflation continues to run below our longer-run objective."
7,CHAIR YELLEN,"But with the economy performing well and expected to continue to do so, the Committee judged that a modest increase in the federal funds rate target is now appropriate, recognizing that even after this increase, monetary policy remains accommodative."
8,CHAIR YELLEN,"As I will explain, the process of normalizing interest rates is likely to proceed gradually, although future policy actions will obviously depend on how the economy evolves relative to our objectives of maximum employment and 2 percent inflation."
9,CHAIR YELLEN,"Since March, the Committee has stated that it would raise the target range for the federal funds rate when it had seen further improvement in the labor market and was reasonably confident that inflation would move back to its 2 percent objective over the medium term."
10,CHAIR YELLEN,"In our judgment, these two criteria have now been satisfied."
11,CHAIR YELLEN,The labor market has clearly shown significant further improvement toward our objective of maximum employment.
12,CHAIR YELLEN,"So far this year, a total of 2.3 million jobs have been added to the December 16, 2015 economy, and over the most recent three months, job gains have averaged an estimated 218,000 Chair Yellen’s Press Conference FINAL per month, similar to the average pace since the beginning of the year."
13,CHAIR YELLEN,"The unemployment rate, at 5 percent in November, is down 0.6 percentage point from the end of last year and is close to the median of FOMC participants’ estimates of its longer-run normal level."
14,CHAIR YELLEN,A broader measure of unemployment that includes individuals who want and are available to work but have not actively searched recently and people who are working part time but would rather work full time also has shown solid improvement.
15,CHAIR YELLEN,"That said, some cyclical weakness likely remains: The labor force participation rate is still below estimates of its demographic trend, involuntary part-time employment remains somewhat elevated, and wage growth has yet to show a sustained pickup."
16,CHAIR YELLEN,The improvement in employment conditions this year has occurred amid continued expansion in economic activity.
17,CHAIR YELLEN,U.S. real gross domestic product is estimated to have increased at an average pace of 2¼ percent over the first three quarters of the year.
18,CHAIR YELLEN,"Net exports have been restrained by subdued foreign growth and the appreciation of the dollar, but this weakness has been offset by solid expansion of domestic spending."
19,CHAIR YELLEN,"Continued job gains and increases in real disposable income have supported household spending, and purchases of new motor vehicles have been particularly strong."
20,CHAIR YELLEN,"Residential investment has been rising at a faster pace than last year, although the level of new homebuilding still remains low."
21,CHAIR YELLEN,"And outside of the drilling and mining sector, where lower oil prices have led to substantial cuts in investment outlays, business investment has posted solid gains."
22,CHAIR YELLEN,"The Committee currently expects that, with gradual adjustments in the stance of monetary policy, economic activity will continue to expand at a moderate pace and labor market indicators will continue to strengthen."
23,CHAIR YELLEN,Although developments abroad still pose risks to U.S.
24,CHAIR YELLEN,"December 16, 2015 economic growth, these risks appear to have lessened since last summer."
25,CHAIR YELLEN,"Overall, the Committee Chair Yellen’s Press Conference FINAL sees the risks to the outlook for both economic activity and the labor market as balanced."
26,CHAIR YELLEN,The anticipation of ongoing economic growth and additional improvement in labor market conditions is an important factor underpinning the Committee’s confidence that inflation will return to our 2 percent objective over the medium term.
27,CHAIR YELLEN,Overall consumer price inflation—as measured by the price index for personal consumption expenditures—was only ¼ percent over the 12 months ending in October.
28,CHAIR YELLEN,"However, much of the shortfall from our 2 percent objective reflected the sharp declines in energy prices since the middle of last year, and the effects of these declines should dissipate over time."
29,CHAIR YELLEN,The appreciation of the dollar has also weighed on inflation by holding down import prices.
30,CHAIR YELLEN,"As these transitory influences fade and as the labor market strengthens further, the Committee expects inflation to rise to 2 percent over the medium term."
31,CHAIR YELLEN,The Committee’s confidence in the inflation outlook rests importantly on its judgment that longer-run inflation expectations remain well anchored.
