,speaker,sentence
0,CHAIR POWELL,Good afternoon.
1,CHAIR POWELL,"At the Federal Reserve, we are strongly committed to achieving the monetary policy goals that Congress has given us—maximum employment and price stability."
2,CHAIR POWELL,"Since the beginning of the pandemic, we have taken forceful actions to provide relief and stability, to ensure that the recovery will be as strong as possible, and to limit lasting damage to the economy."
3,CHAIR POWELL,Today my colleagues on the FOMC and I reaffirmed our strong forward guidance for interest rates and also provided additional guidance for our asset purchases.
4,CHAIR POWELL,"Together, these measures will ensure that monetary policy will continue to deliver powerful support to the economy until the recovery is complete."
5,CHAIR POWELL,Economic activity has continued to recover from its depressed second-quarter level.
6,CHAIR POWELL,"The substantial reopening of the economy led to a rapid rebound in activity, and real GDP rose at an annual rate of 33 percent in the third quarter."
7,CHAIR POWELL,"In recent months, however, the pace of improvement has moderated."
8,CHAIR POWELL,"Household spending on goods, especially durable goods, has been strong and has moved above its pre-pandemic level."
9,CHAIR POWELL,"In contrast, spending on services remains low, especially in sectors that typically require people to gather closely, including travel and hospitality."
10,CHAIR POWELL,"The overall rebound in household spending owes in part to federal stimulus payments and expanded unemployment benefits, which provided essential support to many families and individuals."
11,CHAIR POWELL,"The housing sector has fully recovered from the downturn, supported in part by low mortgage interest rates."
12,CHAIR POWELL,Business investment has also picked up.
13,CHAIR POWELL,"The recovery has progressed more quickly than generally expected, and forecasts from FOMC participants for economic growth this year have been revised up since our September Summary of Economic Projections."
14,CHAIR POWELL,"Even so, overall economic activity remains well below its level before the pandemic, and the path ahead remains highly uncertain."
15,CHAIR POWELL,"In the labor market, more than half of the 22 million jobs that were lost in March and April have been regained, as many people were able to return to work."
16,CHAIR POWELL,"As with overall economic activity, the pace of improvement in the labor market has moderated."
17,CHAIR POWELL,"Job growth slowed to 245,000 in November, and while the unemployment rate has continued to decline, it remains elevated at 6.7 percent."
18,CHAIR POWELL,Participation in the labor market remains notably below pre-pandemic levels.
19,CHAIR POWELL,"Although there has been much progress in the labor market since the spring, we will not lose sight of the millions of Americans who remain out of work."
20,CHAIR POWELL,"Looking ahead, FOMC participants project the unemployment rate to continue to decline; the median projection is 5 percent at the end of next year and moves below 4 percent by 2023."
21,CHAIR POWELL,"The economic downturn has not fallen equally on all Americans, and those least able to shoulder the burden have been the hardest hit."
22,CHAIR POWELL,"In particular, the high level of joblessness has been especially severe for lower-wage workers in the service sector and for African Americans and Hispanics."
23,CHAIR POWELL,The economic dislocation has upended many lives and created great uncertainty about the future.
24,CHAIR POWELL,The pandemic has also left a significant imprint on inflation.
25,CHAIR POWELL,"Following large declines in the spring, consumer prices picked up over the summer but have leveled out more recently."
26,CHAIR POWELL,"For those sectors that have been most adversely affected by the pandemic, prices remain particularly soft."
27,CHAIR POWELL,"Overall, on a 12-month basis, inflation remains below our 2 percent longer-run objective."
28,CHAIR POWELL,The median inflation projection from FOMC participants rises from 1.2 percent this year to 1.8 percent next year and reaches 2 percent in 2023.
29,CHAIR POWELL,"As we have emphasized throughout the pandemic, the outlook for the economy is extraordinarily uncertain and will depend in large part on the course of the virus."
30,CHAIR POWELL,Recent news on vaccines has been very positive.
31,CHAIR POWELL,"However, significant challenges and uncertainties remain with regard to the timing, production, and distribution of vaccines as well as their efficacy across December 16, 2020 different groups."
32,CHAIR POWELL,It remains difficult to assess the timing and scope of the economic implications Chair Powell’s Press Conference FINAL of these developments.
33,CHAIR POWELL,"The ongoing surge in new COVID-19 cases, both here in the United States and abroad, is particularly concerning, and the next few months are likely to be very challenging."
34,CHAIR POWELL,All of us have a role to play in our nation’s response to the pandemic.
35,CHAIR POWELL,Following the advice of public health professionals to keep appropriate social distances and to wear masks in public will help get the economy back to full strength.
36,CHAIR POWELL,A full economic recovery is unlikely until people are confident that it is safe to engage—reengage in a broad range of activities.
37,CHAIR POWELL,"As we previously announced, we are now releasing the entire package of our SEP materials at the same time as our FOMC statement."
38,CHAIR POWELL,Included in these materials are two new exhibits that show how the balance of participants’ assessments of uncertainty and risks have evolved over time.
