,speaker,sentence
0,CHAIR POWELL,"Earlier today the Federal Open Market Committee announced a ½ percentage point reduction in the target range for the federal funds rate, bringing that range to 1 to 1¼ percent."
1,CHAIR POWELL,My colleagues and I took this action to help the U.S. economy keep strong in the face of new risks to the economic outlook.
2,CHAIR POWELL,The fundamentals of the U.S. economy remain strong.
3,CHAIR POWELL,"The unemployment rate has been near half-century lows for well more than a year, the pace of job gains has been solid, and wages have been rising."
4,CHAIR POWELL,"These strong labor market conditions have underpinned solid household spending, which has been the key driver of economic growth over the past year."
5,CHAIR POWELL,"At the time of our FOMC meeting in January, prospects for continued economic growth remained favorable, and we judged that monetary policy was well positioned to support that outlook."
6,CHAIR POWELL,"Since then, the spread of the coronavirus has brought new challenges and risks."
7,CHAIR POWELL,"The virus has afflicted many communities around the world, and our thoughts and prayers go out to those who’ve been harmed."
8,CHAIR POWELL,The outbreak has also disrupted economic activity in many countries and has prompted significant movements in financial markets.
9,CHAIR POWELL,The virus and the measures that are being taken to contain it will surely weigh on economic activity both here and abroad for some time.
10,CHAIR POWELL,"We are beginning to see the effects on the tourism and travel industries, and we are hearing concerns from industries that rely on global supply chains."
11,CHAIR POWELL,"The magnitude and persistence of the overall effects on the economy, however, remain highly uncertain, and the situation remains a fluid one."
12,CHAIR POWELL,"Against this background, the Committee judged that the risks to the U.S. outlook have changed materially."
13,CHAIR POWELL,"In response, we have eased the stance of monetary policy to provide some more support to the economy."
14,CHAIR POWELL,"Of course, the ultimate solutions to this challenge will come from March 3, 2020 others, particularly health professionals."
15,CHAIR POWELL,"We can and will do our part, however, to keep the U.S."
16,CHAIR POWELL,Chair Powell’s Press Conference FINAL economy strong as we meet this challenge.
17,CHAIR POWELL,"As always, our actions are guided by our congressional mandate to promote maximum employment and price stability."
18,CHAIR POWELL,"In the weeks and months ahead, we will continue to closely monitor developments and their implications for the economic outlook, and we will use our tools and act as appropriate to support the economy."
19,CHAIR POWELL,"Thank you, and I’ll be happy to take a few questions."
