,speaker,sentence
0,CHAIR POWELL,Good afternoon.
1,CHAIR POWELL,"At the Federal Reserve, we are strongly committed to achieving the monetary policy goals that Congress has given us: maximum employment and price stability."
2,CHAIR POWELL,"Today, the FOMC kept interest rates near zero and, in light of the progress the economy has made toward our goals, decided to begin reducing the pace of asset purchases."
3,CHAIR POWELL,"With these actions, monetary policy will continue to provide strong support to the economic recovery."
4,CHAIR POWELL,"Given the unprecedented nature of the disruptions related to the pandemic and the reopening of the economy, we remain attentive to risks and will ensure that our policy is well positioned to address the full range of plausible economic outcomes."
5,CHAIR POWELL,I will say more about our monetary policy decisions after reviewing recent economic developments.
6,CHAIR POWELL,"Economic activity expanded at a 6.5 percent pace in the first half of the year, reflecting progress on vaccinations, the reopening of the economy, and strong policy support."
7,CHAIR POWELL,"In the third quarter, real GDP growth slowed notably from this rapid pace."
8,CHAIR POWELL,"The summer’s surge in COVID cases from the Delta variant has held back the recovery in the sectors most adversely affected by the pandemic, including travel and leisure."
9,CHAIR POWELL,"Activity has also been restrained by supply constraints and bottlenecks, notably in the motor vehicle industry."
10,CHAIR POWELL,"As a result, both household spending and business investment flattened out last quarter."
11,CHAIR POWELL,"Nonetheless, aggregate demand has been very strong this year, buoyed by fiscal and monetary policy support and the healthy financial positions of households and businesses."
12,CHAIR POWELL,"With COVID case counts receding further and progress on vaccinations, economic growth should pick up this quarter, resulting in strong growth for the year as a whole."
13,CHAIR POWELL,"Conditions in the labor market have continued to improve, and demand for workers remains very strong."
14,CHAIR POWELL,"As with overall economic activity, the pace of improvement slowed with the rise in COVID cases."
15,CHAIR POWELL,"In August and September, job gains averaged 280,000 per month, down from an average of about 1 million jobs per month in June and July."
16,CHAIR POWELL,"The slowdown has been concentrated in sectors most sensitive to the pandemic, including leisure and hospitality and education."
17,CHAIR POWELL,The unemployment rate was 4.8 percent in September.
18,CHAIR POWELL,"This figure understates the shortfall in employment, particularly as participation in the labor market remains subdued."
19,CHAIR POWELL,Some of the softness in participation likely reflects the aging of the population and retirements.
20,CHAIR POWELL,"But participation for prime-aged individuals also remains well below pre-pandemic levels—in part reflecting factors related to the pandemic, such as caregiving needs and ongoing concerns about the virus."
21,CHAIR POWELL,"As a result, employers are having difficulties filling job openings."
22,CHAIR POWELL,These impediments to labor supply should diminish with further progress on containing the virus—supporting gains in employment and economic activity.
23,CHAIR POWELL,"The economic downturn has not fallen equally on all Americans, and those least able to shoulder the burden have been hardest hit."
24,CHAIR POWELL,"Despite progress, joblessness continues to fall disproportionately on African Americans and Hispanics."
25,CHAIR POWELL,The supply and demand imbalances related to the pandemic and the reopening of the economy have contributed to sizable price increases in some sectors.
26,CHAIR POWELL,"In particular, bottlenecks and supply chain disruptions are limiting how quickly production can respond to the rebound in demand in the near term."
27,CHAIR POWELL,"As a result, overall inflation is running well above our 2 percent longer-run goal."
28,CHAIR POWELL,Supply constraints have been larger and longer lasting than anticipated.
29,CHAIR POWELL,"Nonetheless, it remains the case that the drivers of higher inflation have been predominantly November 3, 2021 connected to the dislocations caused by the pandemic—specifically, the effects on supply and Chair Powell’s Press Conference FINAL demand from the shutdown, the uneven reopening, and the ongoing effects of the virus itself."
30,CHAIR POWELL,"We understand the difficulties that high inflation poses for individuals and families, particularly those with limited means to absorb higher prices for essentials such as food and transportation."
31,CHAIR POWELL,Our tools cannot ease supply constraints.
32,CHAIR POWELL,"Like most forecasters, we continue to believe that our dynamic economy will adjust to the supply and demand imbalances and that, as it does, inflation will decline to levels much closer to our 2 percent longer-run goal."
33,CHAIR POWELL,"Of course, it is very difficult to predict the persistence of supply constraints or their effects on inflation."
34,CHAIR POWELL,"Global supply chains are complex; they will return to normal function, but the timing of that is highly uncertain."
35,CHAIR POWELL,We are committed to our longer-run goal of 2 percent inflation and to having longer-term inflation expectations well anchored at this goal.
36,CHAIR POWELL,"If we were to see signs that the path of inflation, or [of] longer-term inflation expectations, was moving materially and persistently beyond levels consistent with our goal, we would use our tools to preserve price stability."
37,CHAIR POWELL,We will be watching carefully to see whether the economy is evolving in line with expectations.
