,speaker,sentence
0,CHAIR POWELL,"Good afternoon, and welcome."
1,CHAIR POWELL,"At the FOMC meeting that concluded today, we reviewed economic and financial developments in the United States and around the world and decided to leave our policy interest rate unchanged."
2,CHAIR POWELL,My colleagues and I have one overarching goal: to use our monetary policy tools to sustain the economic expansion with a strong job market and stable prices for the benefit of the American people.
3,CHAIR POWELL,Incoming data since our last meeting in March have been broadly in line with our expectations.
4,CHAIR POWELL,"Economic growth and job creation have both been a bit stronger than we anticipated, while inflation has been somewhat weaker."
5,CHAIR POWELL,"Overall, the economy continues on a healthy path, and the Committee believes that the current stance of policy is appropriate."
6,CHAIR POWELL,"The Committee also believes that solid underlying fundamentals are supporting the economy, including accommodative financial conditions, high employment and job growth, rising wages, and strong consumer and business sentiment."
7,CHAIR POWELL,"Job gains rebounded in March after a weak reading in February and averaged 180,000 per month in the first quarter, well above the pace needed to absorb new entrants to the labor force."
8,CHAIR POWELL,"Although first-quarter GDP rose more than most forecasters had expected, growth in private consumption and business fixed investment slowed."
9,CHAIR POWELL,"Recent data suggest that these two components will bounce back, supporting our expectation of healthy GDP growth over the rest of the year."
10,CHAIR POWELL,The Committee is strongly committed to our symmetric 2 percent inflation objective.
11,CHAIR POWELL,"For much of this long expansion, inflation ran a bit below our 2 percent objective, alongside considerable slack in resource utilization."
12,CHAIR POWELL,"But last year, with the unemployment rate at or below 4 percent, inflation moved up."
13,CHAIR POWELL,"From March through December, core inflation—which excludes volatile food and energy components—was at or very close to 2 percent."
14,CHAIR POWELL,"Overall inflation May 1, 2019 fluctuated from a few tenths above 2 percent to a few tenths below over this period, with the Chair Powell’s Press Conference FINAL moves mostly due to changes in energy prices."
15,CHAIR POWELL,"As expected, overall inflation fell at the start of this year as earlier oil price declines worked through the system."
16,CHAIR POWELL,Overall inflation for the 12 months ended in March was 1.5 percent.
17,CHAIR POWELL,"Core inflation unexpectedly fell as well, however, and as of March stood at 1.6 percent for the previous 12 months."
18,CHAIR POWELL,We suspect that some transitory factors may be at work.
19,CHAIR POWELL,"Thus, our baseline view remains that, with a strong job market and continued growth, inflation will return to 2 percent over time and then be roughly symmetric around our longer-term objective."
20,CHAIR POWELL,"At the start of the year, a number of crosscurrents presented risks to the outlook, including weak global growth, particularly in China and Europe; the possibility of a disruptive Brexit; and uncertainty around unresolved trade negotiations."
21,CHAIR POWELL,"While concerns remain in all of these areas, it appears that risks have moderated somewhat."
22,CHAIR POWELL,"Global financial conditions have eased, supported in many places around the world by an accommodative shift in monetary policy and, in some cases, fiscal policy."
23,CHAIR POWELL,"Recent data from China and Europe show some improvement, and the prospect of a disorderly Brexit has been pushed off for now."
24,CHAIR POWELL,"Further, there are reports of progress in the trade talks between the United States and China."
25,CHAIR POWELL,"The Committee views these developments, along with the outlook for continued growth, a strong job market, and muted inflation pressures, as consistent with continued patience in assessing further adjustments in monetary policy."
26,CHAIR POWELL,"Over the past several months, we have made a number of consequential decisions about our balance sheet."
27,CHAIR POWELL,"In January, we decided to continue implementing monetary policy using our current policy regime, which involves providing an ample supply of reserves."
28,CHAIR POWELL,"In March, we decided to slow the pace of balance sheet runoff, starting this month, and to cease runoff entirely May 1, 2019 in September."
29,CHAIR POWELL,These plans support our longer-run dual-mandate objectives and also provide Chair Powell’s Press Conference FINAL clarity about the path of our asset holdings.
30,CHAIR POWELL,Today we had a preliminary discussion about the longer-run maturity composition of the portfolio.
