,speaker,sentence
0,CHAIR POWELL,Good afternoon.
1,CHAIR POWELL,"At the Federal Reserve, we are strongly committed to achieving the monetary policy goals that Congress has given us: maximum employment and price stability."
2,CHAIR POWELL,Today my colleagues on the FOMC and I kept interest rates near zero and maintained our sizable asset purchases.
3,CHAIR POWELL,"These measures, along with our strong guidance on interest rates and on our balance sheet, will ensure that monetary policy will continue to deliver powerful support to the economy until the recovery is complete."
4,CHAIR POWELL,"Widespread vaccinations, along with unprecedented fiscal policy actions, are also providing strong support to the recovery."
5,CHAIR POWELL,"Since the beginning of the year, indicators of economic activity and employment have strengthened."
6,CHAIR POWELL,Household spending on goods has risen robustly.
7,CHAIR POWELL,"The housing sector has more than fully recovered from the downturn, while business investment and manufacturing production have also increased."
8,CHAIR POWELL,"Spending on services has also picked up, including at restaurants and bars."
9,CHAIR POWELL,"More generally, the sectors of the economy most adversely affected by the pandemic remain weak but have shown improvement."
10,CHAIR POWELL,"While the recovery has progressed more quickly than generally expected, it remains uneven and far from complete."
11,CHAIR POWELL,The path of the economy continues to depend significantly on the course of the virus and the measures undertaken to control its spread.
12,CHAIR POWELL,"Since March, progress on vaccinations has limited the number of new cases, hospitalizations, and deaths."
13,CHAIR POWELL,"While the level of new cases remains concerning, especially as it reflects the spread of more infectious strains of the virus, continued vaccinations should allow for a return to more normal economic conditions later this year."
14,CHAIR POWELL,"In the meantime, continued observance of public health and safety guidance will help us reach that goal as soon as possible."
15,CHAIR POWELL,"As with overall economic activity, conditions in the labor market have continued to improve."
16,CHAIR POWELL,"Employment rose 916,000 in March, as the leisure and hospitality sector posted a notable gain for the second consecutive month."
17,CHAIR POWELL,"Nonetheless, employment in this sector is still more than 3 million below its level at the onset of the pandemic."
18,CHAIR POWELL,"For the economy as a whole, payroll employment is 8.4 million below its pre-pandemic level."
19,CHAIR POWELL,"The unemployment rate remained elevated at 6 percent in March, and this figure understates the shortfall in employment, particularly as participation in the labor market remains notably below pre-pandemic levels."
20,CHAIR POWELL,"The economic downturn has not fallen equally on all Americans, and those least able to shoulder the burden have been the hardest hit."
21,CHAIR POWELL,"In particular, the high level of joblessness has been especially severe for lower-wage workers in the service sector and for African Americans and Hispanics."
22,CHAIR POWELL,The economic dislocation has upended many lives and created great uncertainty about the future.
23,CHAIR POWELL,Readings on inflation have increased and are likely to rise somewhat further before moderating.
24,CHAIR POWELL,"In the near term, 12-month measures of PCE inflation are expected to move above 2 percent as the very low readings from early in the pandemic fall out of the calculation and past increases in oil prices pass through to consumer energy prices."
25,CHAIR POWELL,"Beyond these effects, we are also likely to see upward pressure on prices from the rebound in spending as the economy continues to reopen, particularly if supply bottlenecks limit how quickly production can respond in the near term."
26,CHAIR POWELL,"However, these one-time increases in prices are likely to have only transitory effects on inflation."
27,CHAIR POWELL,"The Fed’s response to this crisis has been guided by our mandate to promote maximum employment and stable prices for the American people, along with our responsibilities to promote the stability of the financial system."
28,CHAIR POWELL,"As we say in our Statement on Longer-Run Goals and Monetary Policy Strategy, we view maximum employment as a broad-based and inclusive goal."
29,CHAIR POWELL,Our ability to achieve maximum employment in the years ahead depends importantly on having longer-term inflation expectations well anchored at 2 percent.
30,CHAIR POWELL,"As the Committee reiterated in today’s policy statement, with inflation running persistently below 2 percent, we will aim to achieve inflation moderately above 2 percent for some time so that inflation averages 2 percent over time and longer-term inflation expectations remain well anchored at 2 percent."
31,CHAIR POWELL,We expect to maintain an accommodative stance of monetary policy until these employment and inflation outcomes are achieved.
32,CHAIR POWELL,"With regard to interest rates, we continue to expect it will be appropriate to maintain the current 0 to ¼ percent target range for the federal funds rate until labor market conditions have reached levels consistent with the Committee’s assessment of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time."
33,CHAIR POWELL,I would note that a transitory rise in inflation above 2 percent this year would not meet this standard.
34,CHAIR POWELL,"In addition, we will continue to increase our holdings of Treasury securities by at least $80 billion per month and of agency mortgage-backed securities by at least $40 billion per month until substantial further progress has been made toward our maximum-employment and price-stability goals."
