,speaker,sentence
0,CHAIRMAN POWELL,Good afternoon.
1,CHAIRMAN POWELL,Thanks very much for being here.
2,CHAIRMAN POWELL,"I know that a number of you will want to talk about the details of our announcement today, and I am happy to do that in a few minutes."
3,CHAIRMAN POWELL,"But because monetary policy affects everyone, I want to start with a plain-English summary of how the economy is doing, what my colleagues and I at the Federal Reserve are trying to do, and why."
4,CHAIRMAN POWELL,The main takeaway is that the economy is doing very well.
5,CHAIRMAN POWELL,"Most people who want to find jobs are finding them, and unemployment and inflation are low."
6,CHAIRMAN POWELL,Interest rates have been low for some years while the economy has been recovering from the financial crisis.
7,CHAIRMAN POWELL,"For the past few years, we have been gradually raising interest rates, and along the way we’ve tried to explain the reasoning behind our decisions."
8,CHAIRMAN POWELL,"In particular, we think that gradually returning interest rates to a more normal level as the economy strengthens is the best way the Fed can help sustain an environment in which American households and businesses can thrive."
9,CHAIRMAN POWELL,"Today, we’ve taken another step in that process by raising our target range for the federal funds rate by ¼ of a percentage point."
10,CHAIRMAN POWELL,My colleagues and I meet eight times a year and take a fresh look each time at what is happening in the economy and consider whether our policy needs adjusting.
11,CHAIRMAN POWELL,"We don’t put our interest rate decisions on hold or on autopilot, because the economy can always evolve in unexpected ways."
12,CHAIRMAN POWELL,History has shown that moving interest rates either too quickly or too slowly can lead to bad economic outcomes.
13,CHAIRMAN POWELL,We think the outcomes are likely to be better overall if we are as clear as possible about what we are likely to do and why.
14,CHAIRMAN POWELL,"To that end, we try to give a sense of our expectations for how the economy will evolve and how our policy stance may change."
15,CHAIRMAN POWELL,"As Chairman, I hope to foster a public conversation about what the Fed is doing to support a strong and resilient economy."
16,CHAIRMAN POWELL,And one practical step in doing so is to have a press conference like this after every one of our scheduled FOMC meetings.
17,CHAIRMAN POWELL,And we’re going to do that beginning in January.
18,CHAIRMAN POWELL,That will give us more opportunities to explain our actions and to answer your questions.
19,CHAIRMAN POWELL,I want to point out that having twice as many press conferences does not signal anything about the timing or pace of future interest rate changes.
20,CHAIRMAN POWELL,This change is only about improving communications.
21,CHAIRMAN POWELL,My FOMC colleagues and I will also continue to issue our economic projections on the existing quarterly schedule.
22,CHAIRMAN POWELL,"Now, let me go into more detail over developments in the economy, our economic projections, and our policy decision."
23,CHAIRMAN POWELL,"Economic growth appears to have picked up in the current quarter, largely reflecting a bounceback in household spending."
24,CHAIRMAN POWELL,"Business investment continues to grow strongly, and the overall outlook for growth remains favorable."
25,CHAIRMAN POWELL,"Several factors support this assessment: Fiscal policy is boosting the economy, ongoing job gains are raising incomes and confidence, foreign economies continue to expand, and overall financial conditions remain accommodative."
26,CHAIRMAN POWELL,These observations are consistent with the projections that Committee participants submitted for this meeting.
27,CHAIRMAN POWELL,"The median projection for the growth of real GDP is 2.8 percent this year, 2.4 percent next year, and 2 percent in 2020."
28,CHAIRMAN POWELL,"Compared with the projections made in March, this median growth path is little changed."
29,CHAIRMAN POWELL,"In the labor market, job gains averaged 180,000 per month over the past three months, well above the pace needed in the longer run to provide jobs for new entrants into the workforce."
30,CHAIRMAN POWELL,"The unemployment rate declined over the past two months and stood at 3.8 percent in May, its lowest level in nearly two decades."
31,CHAIRMAN POWELL,"Meanwhile, the labor force participation rate has been roughly unchanged since late 2013."
32,CHAIRMAN POWELL,"That is a positive sign, given that the aging of our June 13, 2018 population is putting downward pressure on the participation rate."
33,CHAIRMAN POWELL,And we expect the job market Chairman Powell’s Press Conference FINAL to remain strong.
34,CHAIRMAN POWELL,"As you can see in our Summary of Economic Projections, the median of Committee participants’ projections for the unemployment rate stands at 3.6 percent in the fourth quarter of this year and runs at 3.5 percent over the next two years, a percentage point below the median estimate of its longer-run normal rate."
35,CHAIRMAN POWELL,This median path is just a bit lower than that from March.
36,CHAIRMAN POWELL,"After many years of running below our 2 percent longer-run objective, inflation has recently moved close to that level."
37,CHAIRMAN POWELL,"Indeed, overall consumer prices, as measured by the price index for personal consumption expenditures, increased 2 percent over the 12 months ending in April."
38,CHAIRMAN POWELL,"The core PCE index, which excludes prices of energy and food and tends to be a better indicator of future inflation, rose 1.8 percent over the same period."
