,speaker,sentence
0,CHAIRMAN POWELL,"Good afternoon, everyone, and welcome."
1,CHAIRMAN POWELL,"I will start with a recap of our discussions, including our assessment of the outlook for the economy and the judgments we made about our interest rate policy and our balance sheet."
2,CHAIRMAN POWELL,I will cover the decisions we made today as well as our ongoing discussions of matters on which we expect to make decisions in coming meetings.
3,CHAIRMAN POWELL,"My colleagues and I have one overarching goal: to sustain the economic expansion, with a strong job market and stable prices, for the benefit of the American people."
4,CHAIRMAN POWELL,"The U.S. economy is in a good place, and we will continue to use our monetary policy tools to help keep it there."
5,CHAIRMAN POWELL,"The jobs picture continues to be strong, with the unemployment rate near historic lows and with stronger wage gains."
6,CHAIRMAN POWELL,Inflation remains near our 2 percent goal.
7,CHAIRMAN POWELL,"We continue to expect that the American economy will grow at a solid pace in 2019, although likely slower than the very strong pace of 2018."
8,CHAIRMAN POWELL,We believe that our current policy stance is appropriate at this time.
9,CHAIRMAN POWELL,"Despite this positive outlook, over the past few months we have seen some crosscurrents and conflicting signals about the outlook."
10,CHAIRMAN POWELL,"Growth has slowed in some major foreign economies, particularly in China and Europe."
11,CHAIRMAN POWELL,"There is elevated uncertainty around several unresolved government policy issues, including Brexit, ongoing trade negotiations, and the effects from the partial government shutdown in the United States."
12,CHAIRMAN POWELL,Financial conditions tightened considerably late in 2018 and remain less supportive of growth than they were earlier in 2018.
13,CHAIRMAN POWELL,"And, while most of the incoming domestic economic data have been solid, some surveys of business and consumer sentiment have moved lower, giving reason for caution."
14,CHAIRMAN POWELL,We always emphasize that our policies are data dependent.
15,CHAIRMAN POWELL,"In other words, as economic conditions and the outlook evolve, we take that new information into account in setting our policies."
16,CHAIRMAN POWELL,We are now facing a somewhat contradictory picture of generally strong U.S. macroeconomic performance alongside growing evidence of crosscurrents.
17,CHAIRMAN POWELL,"At such times, common-sense risk management suggests patiently awaiting greater clarity—an approach that has served policymakers well in the past."
18,CHAIRMAN POWELL,"With that in mind, I’d like to spell out how the Federal Open Market Committee has been thinking about these issues."
19,CHAIRMAN POWELL,"At our December meeting, we noted the solid outlook for steady growth, vigorous job creation, and price stability."
20,CHAIRMAN POWELL,We also stressed that the extent and timing of any rate increases were uncertain and would depend on incoming data and the evolving outlook.
21,CHAIRMAN POWELL,We therefore said that we would be paying close attention to global economic and financial developments and assessing their implications for the economic outlook.
22,CHAIRMAN POWELL,"Today the FOMC decided that the cumulative effects of those developments over the last several months warrant a patient, wait-and-see approach regarding future policy changes."
23,CHAIRMAN POWELL,"In particular, our statement today says, “In light of global economic and financial developments and muted inflation pressures, the Committee will be patient as it determines what future adjustments to the target range for the federal funds rate may be appropriate.” This change was not driven by a major shift in the baseline outlook for the economy."
24,CHAIRMAN POWELL,"Like many forecasters, we still see “sustained expansion of economic activity, strong labor market conditions, and inflation near ."
25,CHAIRMAN POWELL,.
26,CHAIRMAN POWELL,.
27,CHAIRMAN POWELL,2 percent” as the likeliest case.
28,CHAIRMAN POWELL,But the crosscurrents I mentioned suggest the risk of a less favorable outlook.
29,CHAIRMAN POWELL,"In addition, the case for raising rates has weakened somewhat."
30,CHAIRMAN POWELL,"The traditional case for rate increases is to protect the economy from risks that arise when rates are too low for too long, particularly the risk of too-high inflation."
31,CHAIRMAN POWELL,"Over the past few months, that risk appears to have diminished."
32,CHAIRMAN POWELL,"Inflation readings have been muted, and the recent drop in oil prices is likely to push headline inflation lower still in coming months."
