,speaker,sentence
0,CHAIR POWELL,Good afternoon.
1,CHAIR POWELL,"At the Federal Reserve, we are strongly committed to achieving the monetary policy goals that Congress has given us: maximum employment and price stability."
2,CHAIR POWELL,"Today, in support of these goals, the Federal Open Market Committee kept its policy interest rate near zero and stated its expectation that an increase in this rate would soon be appropriate."
3,CHAIR POWELL,The Committee also agreed to continue reducing its net asset purchases on the schedule we announced in December—bringing them to an end in early March.
4,CHAIR POWELL,"As I will explain, against a backdrop of elevated inflation and a strong labor market, our policy has been adapting to the evolving economic environment, and it will continue to do so."
5,CHAIR POWELL,"Economic activity expanded at a robust pace last year, reflecting progress on vaccinations and the reopening of the economy, fiscal and monetary policy support, and the healthy financial positions of households and businesses."
6,CHAIR POWELL,"Indeed, the economy has shown great strength and resilience in the face of the ongoing pandemic."
7,CHAIR POWELL,The recent sharp rise in COVID cases associated with the Omicron variant will surely weigh on economic growth this quarter.
8,CHAIR POWELL,"High-frequency indicators point to reduced spending in COVID-sensitive sectors, such as travel and restaurants."
9,CHAIR POWELL,"And activity more broadly may also be affected as many workers are unable to report for work because of illness, quarantines, or caregiving needs."
10,CHAIR POWELL,"Fortunately, health experts are finding that the Omicron variant has not been as virulent as previous strains of the virus, and they expect that cases will drop off rapidly."
11,CHAIR POWELL,"If the wave passes quickly, the economic effects should as well, and we would see a return to strong growth."
12,CHAIR POWELL,"That said, the implications for the economy remain uncertain."
13,CHAIR POWELL,"And we have not lost sight of the fact that for many afflicted individuals and families, and for the health-care workers on the front lines, the virus continues to cause great hardship."
14,CHAIR POWELL,"The labor market has made remarkable progress and, by many measures, is very strong."
15,CHAIR POWELL,"Job gains have been solid in recent months, averaging 365,000 per month over the past three months."
16,CHAIR POWELL,"Over the past year, payroll employment has risen by 6.4 million jobs."
17,CHAIR POWELL,"The unemployment rate has declined sharply, falling 2 percentage points over the past six months to reach 3.9 percent in December."
18,CHAIR POWELL,"The improvements in labor market conditions have been widespread, including for workers at the lower end of the wage distribution, as well as for African Americans and Hispanics."
19,CHAIR POWELL,Labor demand remains historically strong.
20,CHAIR POWELL,"With constraints on labor supply, employers are having difficulties filling job openings, and wages are rising at their fastest pace in many years."
21,CHAIR POWELL,"While labor force participation has edged up, it remains subdued, in part reflecting the aging of the population and retirements."
22,CHAIR POWELL,"In addition, some who would otherwise would be seeking work report that they are out of the labor force because of factors related to the pandemic, including caregiving needs and ongoing concerns about the virus."
23,CHAIR POWELL,The current wave of the virus may well prolong these effects.
24,CHAIR POWELL,"Over time, there are good reasons to expect some further improvements in participation and employment."
25,CHAIR POWELL,Inflation remains well above our longer-run goal of 2 percent.
26,CHAIR POWELL,Supply and demand imbalances related to the pandemic and [to] the reopening of the economy have continued to contribute to elevated levels of inflation.
27,CHAIR POWELL,"In particular, bottlenecks and supply constraints are limiting how quickly production can respond to higher demand in the near term."
28,CHAIR POWELL,"These problems have been larger and longer lasting than anticipated, exacerbated by waves of the virus."
29,CHAIR POWELL,"While the drivers of higher inflation have been predominantly connected to the dislocations caused by the pandemic, price increases have now spread to a broader range of goods and services."
30,CHAIR POWELL,"Wages have also risen briskly, and we are attentive to the risks that persistent real wage growth in excess of productivity [growth] could put upward pressure on inflation."
31,CHAIR POWELL,"Like most forecasters, we continue to expect inflation to decline over the course of the year."
32,CHAIR POWELL,"We understand that high inflation imposes significant hardship, especially on those least able to meet the higher costs of essentials like food, housing, and transportation."
33,CHAIR POWELL,"In addition, we believe that the best thing we can do to support continued labor market gains is to promote a long expansion, and that will require price stability."
34,CHAIR POWELL,We are committed to our price-stability goal.
35,CHAIR POWELL,We will use our tools both to support the economy and a strong labor market and to prevent higher inflation from becoming entrenched.
36,CHAIR POWELL,And we’ll be watching carefully to see whether the economy is evolving in line with expectations.
37,CHAIR POWELL,The Fed’s monetary policy actions have been guided by our mandate to promote maximum employment and stable prices for the American people.
38,CHAIR POWELL,"As I noted, the Committee left the target range for the federal funds rate unchanged and reaffirmed our plan, announced in December, to end asset purchases in early March."
