,speaker,sentence
0,CHAIR YELLEN,Good afternoon.
1,CHAIR YELLEN,"The Federal Open Market Committee concluded its meeting earlier today and, as usual, released its monetary policy statement."
2,CHAIR YELLEN,"The Committee also released a document describing the approach the Committee intends to take when, at some point in the future, it becomes appropriate to begin normalizing the stance of policy."
3,CHAIR YELLEN,Let me underscore that our release of this information is not meant to convey any change in the stance of policy.
4,CHAIR YELLEN,"As you know, the FOMC’s views on policy are conveyed in the policy statement, which I will now discuss before coming back to our normalization plans."
5,CHAIR YELLEN,"As indicated in our policy statement, the FOMC decided to make another reduction in the pace of its asset purchases."
6,CHAIR YELLEN,The Committee also maintained its forward guidance regarding the federal funds rate target and reaffirmed its view that a highly accommodative stance of monetary policy remains appropriate.
7,CHAIR YELLEN,Let me discuss the economic conditions that underpin these actions.
8,CHAIR YELLEN,The economy is continuing to make progress toward the FOMC’s objective of maximum sustainable employment.
9,CHAIR YELLEN,"In the labor market, conditions have improved further in recent months."
10,CHAIR YELLEN,"Although the pace of job growth has slowed some recently, job gains have averaged more than 200,000 per month over the past three months."
11,CHAIR YELLEN,"The unemployment rate was 6.1 percent in August, two-tenths lower than the data available at the time of the June FOMC meeting."
12,CHAIR YELLEN,"Broader measures of labor market utilization, such as the U-6 measure, have shown similar improvement, and the labor force participation rate has flattened out."
13,CHAIR YELLEN,These developments continue the trend of gradual progress toward our employment objective.
14,CHAIR YELLEN,But the labor market has yet to fully recover.
15,CHAIR YELLEN,"There are still too many people who want jobs but cannot find them, too many who are working part time but would prefer full-time work, and too many who are not searching for a job but would be if the labor market were stronger."
16,CHAIR YELLEN,"As noted in the September 17, 2014 FOMC statement, “a range of labor market indicators suggests that there remains significant Chair Yellen’s Press Conference FINAL underutilization of labor resources.” The Committee continues to see sufficient underlying strength in the economy to support ongoing improvement in the labor market."
17,CHAIR YELLEN,"Although real GDP rose at an annual rate of only about 1 percent in the first half of the year, that modest gain reflected, in part, transitory factors, including a dip in net exports."
18,CHAIR YELLEN,"Indeed, private domestic final demand—that is, spending by domestic households and businesses—grew about twice as fast as GDP."
19,CHAIR YELLEN,"Indicators of spending and production for the third quarter suggest that economic activity is expanding at a moderate pace, and the Committee continues to expect a moderate pace of growth going forward."
20,CHAIR YELLEN,"Inflation has been running below the Committee’s 2 percent objective, but with longer-term inflation expectations appearing to be well anchored and the economic recovery continuing, the Committee expects inflation to move gradually back toward its objective."
21,CHAIR YELLEN,"Moreover, inflation has firmed some since earlier in the year, and the Committee believes that the likelihood of inflation running persistently below 2 percent has diminished."
22,CHAIR YELLEN,"As is always the case, the Committee will continue to assess incoming data carefully to ensure that policy is consistent with attaining the FOMC’s longer-run goals of maximum employment and inflation of 2 percent."
23,CHAIR YELLEN,"This outlook is reflected in the individual economic projections submitted in conjunction with this meeting by the FOMC participants, which, for the first time, go through 2017."
24,CHAIR YELLEN,"As always, each participant’s projections are conditioned on his or her own view of appropriate monetary policy."
25,CHAIR YELLEN,The central tendency of the unemployment rate projections is slightly lower than in the June projections and now stands at 5.9 to 6.0 percent at the end of this year.
26,CHAIR YELLEN,Committee participants generally see the unemployment rate declining to its longer-run normal level over the course of 2016 and edging a bit below that level in 2017.
27,CHAIR YELLEN,"The central tendency of September 17, 2014 the projections for real GDP growth is 2.0 to 2.2 percent for 2014, down slightly from the June Chair Yellen’s Press Conference FINAL projections."
28,CHAIR YELLEN,"Over the next three years, the projections for real GDP growth run somewhat above the estimates of longer-run normal growth."
29,CHAIR YELLEN,"Finally, FOMC participants continue to see inflation moving gradually back toward 2 percent."
30,CHAIR YELLEN,"The central tendency of the inflation projections is 1.5 to 1.7 percent in 2014, rising to 1.9 to 2 percent in 2017."
31,CHAIR YELLEN,"As I noted earlier, the Committee decided today to make another reduction in the pace of asset purchases."
32,CHAIR YELLEN,"Two years ago, when the FOMC began this purchase program, the unemployment rate stood at 8.1 percent, and progress in lowering it was expected to be much slower than desired without additional policy accommodation."
33,CHAIR YELLEN,The intent of the program was to achieve a substantial improvement in the outlook for the labor market and to ensure that inflation was moving back toward the Committee’s longer-run goal of 2 percent.
34,CHAIR YELLEN,"In light of the cumulative progress toward maximum employment and the improvement in the outlook for labor market conditions since the inception of the program, and with the likelihood of inflation running persistently below 2 percent having diminished somewhat, we have reduced our pace of asset purchases again at this meeting."
35,CHAIR YELLEN,"Starting next month, we will be purchasing $15 billion of securities per month, down $10 billion per month from our current rate."
36,CHAIR YELLEN,"If incoming information broadly supports the Committee’s expectation of ongoing improvement in the labor market and inflation moving back over time toward its 2 percent longer-run objective, the Committee will end this program at our next meeting."
37,CHAIR YELLEN,The Committee will continue its policy of reinvesting proceeds from maturing Treasury securities and principal payments from holdings of agency debt and MBS.
38,CHAIR YELLEN,"The Committee’s sizable holdings of longer-term securities should help maintain accommodative financial September 17, 2014 conditions and promote further progress toward our objectives of maximum employment and Chair Yellen’s Press Conference FINAL inflation of 2 percent."
