,speaker,sentence
0,CHAIR POWELL,"Good afternoon, and welcome."
1,CHAIR POWELL,"My colleagues and I have one overarching goal: to sustain the economic expansion, with a strong job market and stable prices, for the benefit of the American people."
2,CHAIR POWELL,"At the FOMC meeting that concluded today, we maintained our policy interest rate but made some significant changes to our statement."
3,CHAIR POWELL,"Since the beginning of the year, we have judged that our current policy stance was broadly appropriate and that we should be patient in assessing the need for any changes."
4,CHAIR POWELL,"In light of increased uncertainties and muted inflation pressures, we now emphasize that the Committee will closely monitor the implications of incoming information for the economic outlook and will act as appropriate to sustain the expansion with a strong labor market and inflation near its 2 percent objective."
5,CHAIR POWELL,I’d like to step back and review how the changing economic and financial picture brings us to today’s decision.
6,CHAIR POWELL,"So far this year, the economy has performed reasonably well, with solid fundamentals supporting continued growth and strong employment."
7,CHAIR POWELL,"Inflation has been running somewhat below our objective, but we have expected it to pick up, supported by solid growth and a strong job market."
8,CHAIR POWELL,"Along with this favorable picture, we have been mindful of some ongoing crosscurrents, including trade developments and concerns about global growth."
9,CHAIR POWELL,"At the time of our last FOMC meeting, which ended on May 1, there was tentative evidence that these crosscurrents were moderating."
10,CHAIR POWELL,"The latest data from China and Europe were encouraging, and there were reports of progress in trade negotiations with China."
11,CHAIR POWELL,"Our continued patient stance seemed appropriate, and the Committee saw no strong case for adjusting our policy rate."
12,CHAIR POWELL,"In the weeks since our last meeting, the crosscurrents have reemerged."
13,CHAIR POWELL,"Growth indicators from around the world have disappointed, on net, raising concerns about the strength of the June 19, 2019 global economy."
14,CHAIR POWELL,"Apparent progress on trade turned to greater uncertainty, and our contacts in Chair Powell’s Press Conference FINAL business and agriculture report heightened concerns over trade developments."
15,CHAIR POWELL,These concerns may have contributed to the drop in business confidence in some recent surveys and may be starting to show through to incoming data.
16,CHAIR POWELL,Risk sentiment in financial markets has deteriorated as well.
17,CHAIR POWELL,"Against this backdrop, inflation remains muted."
18,CHAIR POWELL,"While the baseline outlook remains favorable, the question is whether these uncertainties will continue to weigh on the outlook and thus call for additional monetary policy accommodation."
19,CHAIR POWELL,Many FOMC participants now see that the case for a somewhat more accommodative policy has strengthened.
20,CHAIR POWELL,"Let me explain the basis for this judgment, starting with the outlook for jobs and growth."
21,CHAIR POWELL,Participants see unemployment remaining low this year and next.
22,CHAIR POWELL,"Monthly job gains in May were lower than expected, however, and, in light of recent developments, this bears watching."
23,CHAIR POWELL,"Still, many labor market indicators remain strong."
24,CHAIR POWELL,"Community, business, and labor leaders all tell us that the prospects for job seekers have seldom been better, and that this is true even for those who have traditionally struggled to find work."
25,CHAIR POWELL,"Wages are rising, and this is particularly so for lower-paying jobs."
26,CHAIR POWELL,"Committee participants’ growth projections from 2019 are little revised from March, with a central tendency of 2 percent to 2.2 percent, just above their estimates of longer-run normal growth."
27,CHAIR POWELL,The growth projections for the year as a whole mask some important details about the composition of growth.
28,CHAIR POWELL,"Annual growth will be boosted by the surprisingly strong first quarter, which had just been reported at the time of the May FOMC meeting."
29,CHAIR POWELL,"As I noted then, the unexpected strength was largely in net exports and inventories—components that are not generally reliable indicators of ongoing momentum."
30,CHAIR POWELL,"The more reliable drivers of growth in the June 19, 2019 economy are spending on consumption and business investment."
31,CHAIR POWELL,"While consumption was weak Chair Powell’s Press Conference FINAL in the first quarter, incoming data show that it has bounced back and is now running at a solid pace."
32,CHAIR POWELL,"In contrast, the limited evidence available at this time suggests that growth in business fixed income has slowed in the second quarter.1 Moreover, manufacturing production has posted declines so far this year."
33,CHAIR POWELL,"Thus, while the baseline outlook remains favorable, many FOMC participants cited the investment picture and weaker business sentiment and the crosscurrents I mentioned earlier as supporting their judgment that the risk of less favorable outcomes has risen."
34,CHAIR POWELL,"After running close to our symmetric 2 percent objective for most of last year, inflation declined in the first quarter."
35,CHAIR POWELL,Data since then show some pickup.
36,CHAIR POWELL,"Participants broadly see inflation moving back up toward our 2 percent objective, but at a slower pace than had been expected."
37,CHAIR POWELL,"The central tendency for 2019 core inflation, which omits volatile food and energy components, is between 1.7 and 1.8 percent."
38,CHAIR POWELL,"Setting aside short-term fluctuations, Committee participants expressed concerns about the pace of inflation’s return to 2 percent."
39,CHAIR POWELL,"Wages are rising, as noted above, but not at a pace that would provide much upward impetus to inflation."
40,CHAIR POWELL,"Moreover, weaker global growth may continue to hold inflation down around the world."
41,CHAIR POWELL,"We are firmly committed to our symmetric 2 percent inflation objective, and we are well aware that inflation weakness that persists even in a healthy economy could precipitate a difficult-to-arrest downward drift in longer-run inflation expectations."
42,CHAIR POWELL,"Because there are no definitive measures of inflation expectations, we must rely on imperfect proxies."
43,CHAIR POWELL,"Market-based measures of inflation compensation have moved down since our May meeting, and some survey-based expectations measures are near the bottom of their historic ranges."
44,CHAIR POWELL,Combining these 1 Chair Powell intended to say that growth in business fixed investment slowed in the second quarter.
45,CHAIR POWELL,"June 19, 2019 factors with the risks to growth already noted, participants expressed concerns about a more Chair Powell’s Press Conference FINAL sustained shortfall of inflation."
46,CHAIR POWELL,"Overall, our policy discussions focused on the appropriate response to the uncertain environment."
47,CHAIR POWELL,The projections of appropriate policy show that many participants believe that some cut in the federal funds rate will be appropriate in the scenario that they see as most likely.
48,CHAIR POWELL,"Though some participants wrote down policy cuts and others did not, our deliberations made clear that a number of those who wrote down a flat rate path agree that the case for additional accommodation has strengthened since our May meeting."
49,CHAIR POWELL,This added accommodation would support economic activity and inflation’s return to our objective.
50,CHAIR POWELL,Uncertainties surrounding the baseline outlook have clearly risen since our last meeting.
51,CHAIR POWELL,"It is important, however, that monetary policy not overreact to any individual data point or short-term swing in sentiment."
52,CHAIR POWELL,Doing so would risk adding even more uncertainty to the outlook.
53,CHAIR POWELL,"Thus, my colleagues and I will be looking to see whether these uncertainties will continue to weigh on the outlook, and we will use our tools as appropriate to sustain the expansion."
54,CHAIR POWELL,Thank you.
55,CHAIR POWELL,I will be pleased to take your questions.
60,CHAIR POWELL,"So the Committee had, you know, our usual long discussion of global and domestic economic and financial conditions and then spent this morning talking about monetary policy."
61,CHAIR POWELL,"And I came to the view that I expressed to you, which is that we’re going to be monitoring—monitoring the crosscurrents and the other items that we’ve mentioned, but that June 19, 2019 we’d like to see more going forward."
62,CHAIR POWELL,"Particularly, we’d like to see whether these risks continue Chair Powell’s Press Conference FINAL to weigh on the outlook."
63,CHAIR POWELL,"So, generally, as I mentioned, many on the Committee do see a strengthened case—eight of those, a strengthened case for cutting rates."
64,CHAIR POWELL,Eight actually wrote down rate cuts.
65,CHAIR POWELL,A number of others see that the case has strengthened.
66,CHAIR POWELL,"But the Committee wanted to see more, as I mentioned."
67,CHAIR POWELL,And I also mentioned that some of these—some of these developments have been of quite recent vintage.
68,CHAIR POWELL,And so we do expect that we’ll be learning a lot more on all of these issues in the near term.
69,CHAIR POWELL,And that’s our focus.
71,CHAIR POWELL,I’m sure that things will change before the next meeting.
72,CHAIR POWELL,I expect a full range of data and information on all of these issues that we are looking at.
73,CHAIR POWELL,I think we’ll learn a great deal more about them.
74,CHAIR POWELL,And I think that’s—we think that that’s the right way to move here.
75,CHAIR POWELL,"Again, many of these developments happened, you know, part of the way through the last intermeeting period."
76,CHAIR POWELL,"Only seven weeks ago, we had a great jobs report and came out of the last FOMC meeting feeling that the economy, and our policy, was in a good place."
77,CHAIR POWELL,"So we want to see—we want to see and we want to react to developments and trends that are sustained, that are genuine, and not react just to data points or just to changes in sentiment, which can be volatile."
78,CHAIR POWELL,"At the same time, we are—we’re quite mindful of the risks to the outlook and are prepared to move and use our tools as needed to sustain the expansion."
83,CHAIR POWELL,"Yeah, so I would say that we’re not looking at any one thing."
84,CHAIR POWELL,I guess I would start by agreeing with your premise that news about trade has been an important driver of sentiment in the intermeeting period.
85,CHAIR POWELL,But we’re also looking at global growth.
86,CHAIR POWELL,It’s really trade developments and concerns about global growth that are on our minds.
87,CHAIR POWELL,So we’re not exclusively focused on one event or one piece of data.
88,CHAIR POWELL,Risks seem to have grown.
89,CHAIR POWELL,"In the meantime, we have incoming data in the United States that’s been pretty good, particularly for the consumer: Consumer spending is solid supported by, you know, a healthy job market, high levels of employment, wages going up."
90,CHAIR POWELL,"We do see, though, some areas that we’re looking at, such as, I mentioned, business fixed income.2 So—also, the prolonged shortfall in inflation and perhaps job growth—we don’t like to look at one job report."
91,CHAIR POWELL,"We like to average over three or six months, but still that bears watching."
92,CHAIR POWELL,So we’ll be monitoring the implications of all of those developments for the U.S. economic outlook.
93,CHAIR POWELL,"We expect to learn a good deal more, as I mentioned."
94,CHAIR POWELL,And we’ll be asking the question whether those risks are going to continue to weigh on the outlook.
95,CHAIR POWELL,"And then, in the end, we’ll use our tools as appropriate to sustain this long expansion."
98,CHAIR POWELL,"I think the law is clear that I have a four-year term, and I fully intend to serve it."
102,CHAIR POWELL,Right.
103,CHAIR POWELL,"So we’re always trying to balance that risk, but I would say that, given the quite recent nature of some of the events, I think the Committee felt, though, that the right thing to do was to wait and see more."
104,CHAIR POWELL,And we will see a lot more on all of these issues in the very near term.
105,CHAIR POWELL,So I don’t think the risk of waiting too long is prominent right now.
106,CHAIR POWELL,"I would say, as a general matter, it’s always something that we have to weigh."
107,CHAIR POWELL,But I think we believe that the right thing here is to watch carefully in the near term and see how these risks unfold and see whether they continue to weigh on the outlook.
116,CHAIR POWELL,"Let me let me say the same thing as I said the last time, before there had been any dissents, and that is that I think the process of careful, thoughtful dissent is a very healthy one, and I’ve always believed that."
117,CHAIR POWELL,"And I feel like you make better decisions when you June 19, 2019 hear a disparity of views."
118,CHAIR POWELL,So I really do look at it that way.
119,CHAIR POWELL,"I would add, though, that the support Chair Powell’s Press Conference FINAL for the path we took for the policy statement that we adopted was quite broad."
123,CHAIR POWELL,"Well, first, I think all central banks are focused on their domestic—their mandates are domestic, and they’re focused on economic conditions from a domestic standpoint."
124,CHAIR POWELL,"And that goes for the European Central Bank, it goes for the Fed, it goes for all central banks."
125,CHAIR POWELL,So that’s our principal focus.
126,CHAIR POWELL,So it could cut either way.
127,CHAIR POWELL,"You know, I would think that, to the extent you see stronger financial conditions and stronger activity in the ECB after a rate cut, that would support—tend to support activity.3 So we’re really focused on, you know, the risks to our—on the baseline outlook, which is still a pretty favorable one, and the risks to those outlooks."
128,CHAIR POWELL,That’s our principal focus.
137,CHAIR POWELL,That’s the inflation question.
139,CHAIR POWELL,I’m saying you— HOWARD SCHNEIDER.
