,speaker,sentence
0,CHAIR POWELL,Good afternoon.
1,CHAIR POWELL,"At the Federal Reserve, we are strongly committed to achieving the monetary policy goals that Congress has given us—maximum employment and price stability."
2,CHAIR POWELL,"Since the beginning of the pandemic, we have taken forceful actions to provide some relief and stability, to ensure that the recovery will be as strong as possible, and to limit lasting damage to the economy."
3,CHAIR POWELL,"Today my colleagues on the Federal Open Market Committee and I made some important changes to our policy statement, including an update to our guidance for the likely path of our policy interest rate."
4,CHAIR POWELL,"Guided by our new Statement on Longer-Run Goals and Monetary Policy Strategy that we announced a few weeks ago, these changes clarify our strong commitment over a longer time horizon."
5,CHAIR POWELL,"Before describing today’s policy actions, let me briefly review recent economic developments."
6,CHAIR POWELL,"Economic activity has picked up from its depressed second-quarter level, when much of the economy was shut down to stem the spread of the virus."
7,CHAIR POWELL,"With the reopening of many businesses and factories and fewer people withdrawing from social interactions, household spending looks to have recovered about three-quarters of its earlier decline."
8,CHAIR POWELL,"Nonetheless, spending on services that typically require people to gather closely, including travel and hospitality, is still quite weak."
9,CHAIR POWELL,"The recovery in household spending also likely owes to federal stimulus payments and expanded unemployment benefits, which provided substantial and timely support to household incomes."
10,CHAIR POWELL,"Activity in the housing sector has returned to its level at the beginning of the year, and we are starting to see signs of an improvement in business investment."
11,CHAIR POWELL,"The recovery has progressed more quickly than generally expected, and forecasts from FOMC participants for economic growth this year have been revised up since our June Summary of September 16, 2020 Economic Projections."
12,CHAIR POWELL,"Even so, overall activity remains well below its level before the Chair Powell’s Press Conference FINAL pandemic and the path ahead remains highly uncertain."
13,CHAIR POWELL,"In the labor market, roughly half of the 22 million jobs that were lost in March and April have been regained as many people returned to work."
14,CHAIR POWELL,The unemployment rate declined over the past four months but remains elevated at 8.4 percent as of August.
15,CHAIR POWELL,"Although we welcome this progress, we will not lose sight of the millions of Americans who remain out of work."
16,CHAIR POWELL,"Looking ahead, FOMC participants project the unemployment rate to continue to decline; the median projection is 7.6 percent at the end of this year, 5.5 percent next year, and 4 percent by 2023."
17,CHAIR POWELL,"The economic downturn has not fallen equally on all Americans, and those least able to shoulder the burden have been hardest hit."
18,CHAIR POWELL,"In particular, the high level of joblessness has been especially severe for lower-wage workers in the services sector, for women, and for African Americans and Hispanics."
19,CHAIR POWELL,The economic dislocation has upended many lives and created great uncertainty about the future.
20,CHAIR POWELL,The pandemic has also left a significant imprint on inflation.
21,CHAIR POWELL,"For some goods, including food, supply constraints have led to notably higher prices, adding to the burden for those struggling with lost income."
22,CHAIR POWELL,"More broadly, however, weaker demand, especially in sectors that have been most affected by the pandemic, has held down consumer prices, and overall, inflation is running well below our 2 percent longer-run objective."
23,CHAIR POWELL,The median inflation projection from FOMC participants rises from 1.2 percent this year to 1.7 percent next year and reaches 2 percent in 2023.
24,CHAIR POWELL,"As the economy began its recovery, COVID-19 cases, hospitalizations, and deaths also rose."
25,CHAIR POWELL,The reimposition of some social-distancing restrictions as well as more cautious behavior by many individuals have succeeded in slowing the spread of the virus.
26,CHAIR POWELL,"As we have emphasized September 16, 2020 throughout the pandemic, the outlook for the economy is extraordinarily uncertain and will Chair Powell’s Press Conference FINAL depend in large part on our success in keeping the virus in check."
27,CHAIR POWELL,All of us have a role to play in our nation’s response to the pandemic.
28,CHAIR POWELL,Following the advice of public health professionals to keep appropriate social distances and to wear masks in public will help get the economy back to full strength.
29,CHAIR POWELL,A full economic recovery is unlikely until people are confident that it is safe to reengage in a broad range of activities.
30,CHAIR POWELL,The path forward will also depend on the policy actions taken across all parts of the government to provide relief and to support the recovery for as long as needed.
31,CHAIR POWELL,"The Federal Reserve’s response to this crisis has been guided by our mandate to promote maximum employment and stable prices for the American people, along with our responsibilities to promote the stability of the financial system."
32,CHAIR POWELL,We remain committed to using our full range of tools to support the economy in this challenging time.
33,CHAIR POWELL,"The changes we made in today’s policy statement reflect our strategy to achieve our dual-mandate goals by seeking to eliminate shortfalls from maximum employment and achieve inflation that averages 2 percent over time, as we articulated in our Statement on Longer-Run Goals and Monetary Policy Strategy."
