,speaker,sentence
0,CHAIR YELLEN,Good afternoon.
1,CHAIR YELLEN,"Today the Federal Open Market Committee decided to raise the target range for the federal funds rate by ¼ percentage point, bringing it to ¾ to 1 percent."
2,CHAIR YELLEN,Our decision to make another gradual reduction in the amount of policy accommodation reflects the economy’s continued progress toward the employment and price stability objectives assigned to us by law.
3,CHAIR YELLEN,"For some time the Committee has judged that, if economic conditions evolved as anticipated, gradual increases in the federal funds rate would likely be appropriate to achieve and maintain our objectives."
4,CHAIR YELLEN,Today’s decision is in line with that view and does not represent a reassessment of the economic outlook or of the appropriate course for monetary policy.
5,CHAIR YELLEN,"I’ll have more to say about monetary policy shortly, but first I’ll review recent economic developments and the outlook."
6,CHAIR YELLEN,The economy continues to expand at a moderate pace.
7,CHAIR YELLEN,Solid income gains and relatively high levels of consumer sentiment and wealth have supported household spending growth.
8,CHAIR YELLEN,"Business investment, which was soft for much of last year, has firmed somewhat, and business sentiment is at favorable levels."
9,CHAIR YELLEN,"Overall, we continue to expect that the economy will expand at a moderate pace over the next few years."
10,CHAIR YELLEN,"Job gains averaged about 200,000 per month over the past three months, maintaining the solid pace we have seen over the past year."
11,CHAIR YELLEN,"The unemployment rate was 4.7 percent in February, near its recent low."
12,CHAIR YELLEN,Broader measures of labor market underutilization also remain low.
13,CHAIR YELLEN,"Participation in the labor force has been little changed, on net, for about three years."
14,CHAIR YELLEN,"Given the underlying downward trend in participation stemming largely from the aging of the U.S. population, a relatively steady participation rate is a further sign of improving conditions in the labor market."
15,CHAIR YELLEN,"Looking ahead, we expect that job conditions will strengthen somewhat further."
16,CHAIR YELLEN,"Turning to inflation, the 12-month change in the price index for personal consumption expenditures rose to nearly 2 percent in January, up from less than 1 percent last summer."
17,CHAIR YELLEN,"That rise was largely driven by energy prices, which have been increasing recently after earlier declines."
18,CHAIR YELLEN,Core inflation—which excludes volatile energy and food prices and tends to be a better indicator of future inflation—has been little changed in recent months at about 1¾ percent.
19,CHAIR YELLEN,"We expect core inflation to move up and overall inflation to stabilize around 2 percent over the next couple of years, in line with our longer-run objective."
20,CHAIR YELLEN,Let me now turn to the economic projections that were submitted for this meeting by Committee participants.
21,CHAIR YELLEN,"As always, participants conditioned their projections on their own individual views of appropriate monetary policy, which, in turn, depend on each participant’s assessment of the many factors that shape the outlook."
22,CHAIR YELLEN,"The median projection for growth of inflation-adjusted gross domestic product is 2.1 percent this year and next, and edges down to 1.9 percent in 2019, slightly above its estimated longer-run rate."
23,CHAIR YELLEN,"The median projection for the unemployment rate stands at 4.5 percent in the fourth quarter of this year and remains at that level over the next two years, modestly below the median estimate of its longer-run normal rate."
24,CHAIR YELLEN,"Finally, the median inflation projection is 1.9 percent this year and rises to 2 percent in 2018 and 2019."
25,CHAIR YELLEN,These economic projections are very little changed from those made in December.
26,CHAIR YELLEN,"Returning to monetary policy, the Committee judged that a modest increase in the federal funds rate is appropriate in light of the economy’s solid progress toward our goals of maximum employment and price stability."
27,CHAIR YELLEN,"Even after this increase, monetary policy remains accommodative, thus supporting some further strengthening in the job market and a sustained return to 2 percent inflation."
28,CHAIR YELLEN,"Today’s decision also reflects our view that waiting too long to scale back some accommodation could potentially require us to raise rates rapidly sometime down the road, which, in turn, could risk disrupting financial markets and pushing the economy into recession."
29,CHAIR YELLEN,We continue to expect that the ongoing strength of the economy will warrant gradual increases in the federal funds rate to achieve and maintain our objectives.
30,CHAIR YELLEN,"That’s based on our view that the neutral nominal federal funds rate—that is, the interest rate that is neither expansionary nor contractionary and keeps the economy operating on an even keel—is currently quite low by historical standards."
31,CHAIR YELLEN,That means that the federal funds rate does not have to rise by all that much to get to a neutral policy stance.
32,CHAIR YELLEN,"We also expect the neutral level of the federal funds rate to rise somewhat over time, meaning that additional gradual rate hikes are likely to be appropriate over the next few years to sustain the economic expansion."
33,CHAIR YELLEN,"Even so, the Committee continues to anticipate that the longer-run neutral level of the federal funds rate is still likely to remain below levels that prevailed in previous decades."
34,CHAIR YELLEN,This view is consistent with participants’ projections of appropriate monetary policy.
35,CHAIR YELLEN,"The median projection for the federal funds rate is 1.4 percent at the end of this year, 2.1 percent at the end of next year, and 3 percent at the end of 2019, in line with its estimated longer-run value."
36,CHAIR YELLEN,"Compared with the projections made in December, the median path for the federal funds rate is essentially unchanged."
37,CHAIR YELLEN,"As always, the economic outlook is highly uncertain, and participants will adjust their assessments of the appropriate path for the federal funds rate in response to changes to their economic outlooks and views of the risks to their outlooks."
38,CHAIR YELLEN,"Changes in economic policies, including fiscal and other policies, could potentially affect the economic outlook."
39,CHAIR YELLEN,"Of course, it is still too early to know how these policies will unfold."
40,CHAIR YELLEN,"Moreover, fiscal policy is only one of many factors that can influence the outlook."
41,CHAIR YELLEN,"In making our decisions, we will continue—as always—to assess economic conditions relative to our dual mandate."
42,CHAIR YELLEN,"As I’ve noted previously, policy is not on a preset course."
43,CHAIR YELLEN,"Finally, we will continue to reinvest proceeds from maturing Treasury securities and principal payments from agency debt and mortgage-backed securities."
44,CHAIR YELLEN,"This policy, by keeping the Committee’s holdings of longer-term securities at sizable levels, has helped maintain accommodative financial conditions."
45,CHAIR YELLEN,"As a matter of prudent planning, we discussed at this meeting a number of issues related to an eventual change to our reinvestment policy."
46,CHAIR YELLEN,"We made no decisions, and we will continue our discussion at subsequent meetings."
47,CHAIR YELLEN,"In keeping with the principle that the process of normalizing our balance sheet will be gradual and predictable, we will provide more information about our plans as it becomes available."
48,CHAIR YELLEN,Thank you.
49,CHAIR YELLEN,I’d be happy to take your questions.
60,CHAIR YELLEN,So let me start with the second question first.
61,CHAIR YELLEN,We’ve emphasized for quite some time that the Committee wishes to use variations in the fed funds rate target—our short-term interest rate target—as our key active tool of policy.
62,CHAIR YELLEN,We think it’s much easier in using that tool to communicate the stance of policy.
63,CHAIR YELLEN,We have much more experience with it and have a better idea of its impact on the economy.
64,CHAIR YELLEN,"So while the balance sheet, asset purchases are a tool that we could conceivably resort to if we found ourselves in a serious downturn where we were, again, up against the zero bound and faced with substantial weakness in the economy, it’s not a tool that we would want to use as a routine tool of policy."
65,CHAIR YELLEN,You asked what “well under way” means.
66,CHAIR YELLEN,I can’t give you a specific answer to that.
67,CHAIR YELLEN,And I think the right—the right way to look at it is in qualitative and not quantitative terms.
68,CHAIR YELLEN,"It doesn’t mean some particular cutoff level for the federal funds rate that, when we’ve reached that level, we would consider ourselves well under way."
69,CHAIR YELLEN,"I think what we want to have is confidence in the economy’s trajectory, a sense that the economy will make progress, that we’re not overly worried about downside risks and adverse shocks that could hit the economy that could quickly—after setting it off on the path to shrinking the balance sheet gradually over time—cause us to want to begin to add monetary policy accommodation."
70,CHAIR YELLEN,So I think it has to do with the balance of risks and confidence in the economic outlook and not simply the level of the federal funds rate.
76,CHAIR YELLEN,So I’m not sure that I can tell you what “a rapid rate of increases” is.
77,CHAIR YELLEN,"I think the trajectory that you see is the median in our projections, which, this year, looks to a total of three increases."
78,CHAIR YELLEN,That certainly qualifies as gradual.
79,CHAIR YELLEN,"My comfort in using the term “gradual” comes back, in part, to my judgment that the neutral level of the federal funds rate—namely, the level of the federal funds rate that would keep the economy operating on an even keel, that it’s a rate where we neither are pressing on the brake nor pushing down on the accelerator—that level of interest rates is quite low."
80,CHAIR YELLEN,"So, at present, I see monetary policy as accommodative—namely, the current level of the federal funds rate is below that neutral rate, but not very far below the neutral rate."
81,CHAIR YELLEN,"We’re closing in, I think, on our employment objective."
82,CHAIR YELLEN,We’re coming closer on our inflation objective.
83,CHAIR YELLEN,"As we reach those objectives, and particularly in light of the fact that we see the risks to the outlook as roughly balanced at this point—and that’s been our assessment for the last several meetings—it looks to us to be appropriate to gradually raise the federal funds rate back in the direction of neutral."
85,CHAIR YELLEN,"You know, the SEP gives you a sense of what Committee participants envision in a concrete sense."
86,CHAIR YELLEN,"But, you know, if it’s one more or one less, I think that still—that still qualifies to my mind as gradual, I think, if you compare it with any previous tightening cycle."
87,CHAIR YELLEN,I remember when rates were raised at every meeting starting in mid-2004.
88,CHAIR YELLEN,"And I think people thought that was a gradual pace, a measured pace."
89,CHAIR YELLEN,And we’re certainly not envisioning something like that.
96,CHAIR YELLEN,"So we have not discussed in detail potential policy changes that could be put into place, and we have not tried to map out what our response would be to particular policy measures."
97,CHAIR YELLEN,"We recognize that there is great uncertainty about the timing, the size, the character of policy changes that may be put in place and don’t think that that’s a decision, or a set of decisions, that we need to make until we know more about what policy changes will go into effect."
98,CHAIR YELLEN,"So I do want to emphasize that, while some participants have penciled in some fiscal policy changes into their projections, that the basis for today’s decision is simply our assessment of the progress of the economy against our long-established goals of maximum employment and price stability."
99,CHAIR YELLEN,There’s nothing that we have done or anticipate that is a speculation.
100,CHAIR YELLEN,"I think it’s fair to say, there’s nothing that’s a speculation about preemptive responses to future policy moves."
101,CHAIR YELLEN,We have plenty of time to see what happens.
102,CHAIR YELLEN,We did remove the word “only” in the statement today from “gradual.” I think this is something that shouldn’t be overinterpreted.
103,CHAIR YELLEN,"I regard it as a relatively small change and think it’s appropriate for you to consider it in the context, for example, of the fact that our economic projections are virtually identical to those that we issued in December."
104,CHAIR YELLEN,They’re essentially unchanged both in terms of the path of the economy and the path of the federal funds rate.
105,CHAIR YELLEN,So we have carried out a modest adjustment of the federal funds rate because we’ve seen the economy progressing over the last several months in exactly the way that we anticipated.
106,CHAIR YELLEN,We haven’t in any way changed our view about where the economy is heading or the risks.
107,CHAIR YELLEN,"We had long said that if the economy progressed, and—it’s, you know, it’s been doing nicely, I think, in making progress, in showing resilience, and we have, you know, have some confidence in the path the economy is on."
108,CHAIR YELLEN,"And if we continue to feel that, we will likely regard it as appropriate to make some further moves to scale back accommodation to move toward neutral, along the lines in the SEP."
109,CHAIR YELLEN,"Now, obviously, there are surprises."
110,CHAIR YELLEN,Our economic forecasts can change.
111,CHAIR YELLEN,"But the word “gradual,” I think, emphasizes that if things continue in the manner that we’ve been going, as we have said now for quite some time, we think that gradual—some gradual increases in the federal funds rate—will be appropriate."
112,CHAIR YELLEN,"And this is not a, you know, this is not a significant—this is not a significant change."
120,CHAIR YELLEN,"I’ve met a couple of times with the Treasury Secretary, and I’m getting to know him."
121,CHAIR YELLEN,"And I think, you know, it’s traditional for Fed Chairs and Treasury Secretaries to meet on a regular basis, and I fully expect to have a strong relationship with Secretary Mnuchin."
122,CHAIR YELLEN,"We have had very good discussions about the economy, about regulatory objectives, the work of the FSOC, global economic developments, and I look forward to continuing to work with him."
123,CHAIR YELLEN,I was introduced to the President.
124,CHAIR YELLEN,I had a very brief meeting and appreciated that as well.
130,CHAIR YELLEN,So I’ve given a number of recent speeches on this topic where I’ve developed my views more fully.
131,CHAIR YELLEN,"I would say, over the longer run—that means going several years out—I think the evidence suggests that the neutral rate may be something, in real terms, that might be close to 1 percent or a little bit under that."
132,CHAIR YELLEN,That would be consistent with the median longer-run value of the federal funds rate in our economic projections for the last several meetings.
133,CHAIR YELLEN,Three percent is the longer-run normal federal funds rate that participants estimate.
134,CHAIR YELLEN,"In real terms, with a 2 percent inflation objective—that’s 1 percent in real terms."
136,CHAIR YELLEN,"Well, I think there’s very strong evidence that’s accumulated that this rate has been falling not just in the United States, but in many advanced nations, and the decline probably predates the financial crisis."
137,CHAIR YELLEN,I think in part it reflects slowing population growth and also slow productivity growth here and in many other advanced nations.
138,CHAIR YELLEN,"But some recent work suggests that, at the present time, the neutral real rate is yet lower than that, and some estimates place it around zero in real terms."
139,CHAIR YELLEN,So I think the lower current rate arguably reflects headwinds that are left over from the financial crisis.
140,CHAIR YELLEN,"One form of headwind, I think, has been caution and restraint and risk aversion on the part of households and businesses that’s held back spending decisions."
141,CHAIR YELLEN,"And, I suppose, my judgment that it’ll move up over time reflects a notion that part of that will gradually dissipate over the years."
142,CHAIR YELLEN,"So that’s a sense of where I think—now, there is uncertainty about the neutral rate."
143,CHAIR YELLEN,"And, as you mentioned, it is—it can be affected by shifts in fiscal policy."
144,CHAIR YELLEN,"How the neutral rate is affected by fiscal policy—that really depends importantly on the nature, the size of the fiscal shift and the effect it has both on demand and supply in the economy."
150,CHAIR YELLEN,"So, when I look at our sequence of communications, they seem to me to have been reasonably consistent over this entire period."
151,CHAIR YELLEN,"We had indicated in December that we expect—we saw the risks as balanced, and if the economy continued to progress along the lines we expected, that several rate increases would likely be appropriate."
152,CHAIR YELLEN,The minutes of our January meeting indicated that many participants thought that an increase in the funds rate would be appropriate fairly soon if things continued along those lines.
153,CHAIR YELLEN,"I indicated in my congressional testimony that I thought that, indeed, the economy was progressing in line with our expectations."
154,CHAIR YELLEN,"And, as I think all of us—having that expectation and that if the economy continued to progress along the lines that we expected and we continued to see the risks as balanced—do regard it as appropriate to gradually remove accommodation that’s in place by having several interest rate increases this year."
155,CHAIR YELLEN,"As we saw the data continue to come in in line with our expectations, my colleagues and I spoke out and indicated that, indeed, that had been and continued to be our expectations."
156,CHAIR YELLEN,"Now, you know, when you ask me, how did we get out of sync with the market, this is something I tried to reflect on a bit in the remarks I made in Chicago."
157,CHAIR YELLEN,"And, of course, it is true that in 2015 and in 2016 each, we raised the federal funds rate only once, and perhaps market participants have been influenced by that pattern."
158,CHAIR YELLEN,I did try to explain the reasons why we had moved so slowly during those two years.
159,CHAIR YELLEN,"And it reflects, I think, a set of shocks partly emanating from the global economy and risks that we saw to the outlook as well as more fundamental assessments—reassessments pertaining to the neutral level of the federal funds rate and the longer-run normal level of the unemployment rate."
160,CHAIR YELLEN,"So I think there are reasons, but it is important for the public to understand that we’re getting closer to reaching our objectives; that policy is accommodative; that although the level of the neutral federal funds rate is probably quite low, we nevertheless have an accommodative stance of policy; and it will be appropriate to gradually move toward a neutral stance if we continue on the path we’re on."
166,CHAIR YELLEN,"Well, we do look at financial conditions in formulating our view of the outlook, and stock prices do figure into financial conditions."
167,CHAIR YELLEN,So I think the higher level of stock prices is one factor that looks like it’s likely to somewhat boost consumption spending.
168,CHAIR YELLEN,"We also noticed that, in the last several months, that risk spreads, particularly for lower-grade corporate issuers, have narrowed, which is another signal that financial conditions have become somewhat easier."
169,CHAIR YELLEN,"Now, on the other side, longer-term interest rates are up some in recent months, and the dollar is a little stronger."
171,CHAIR YELLEN,There are private-sector analysts that produce financial conditions indices that attempt to aggregate all these different factors affecting financial conditions.
172,CHAIR YELLEN,"And for some of the more prominent analysts and indices, I think the conclusion they have reached is that financial conditions, on balance, have eased, and that’s partly driven by the stock market."
173,CHAIR YELLEN,So that is a factor that affects the outlook.
180,CHAIR YELLEN,"Well, we always exchange views on the economic outlook and developments in our country, and it will be my objective to explain—explain U.S. monetary policy and to try to make the same points to them that I’ve made here already today about what the outlook is for monetary policy in the United States."
181,CHAIR YELLEN,I think it’s fair to say that the global economy is doing better.
182,CHAIR YELLEN,"It’s growing a bit more strongly than it was, perhaps, the last time I got together that the—with my counterparts in the G-20—that the risks do look somewhat more balanced."
183,CHAIR YELLEN,"But there remain a set of very significant risks, medium term, facing the global economy, and I’m sure that those will be discussed as well."
189,CHAIR YELLEN,"So we recognize—our statement actually last time noted that there had been an improvement, a marked improvement in business and household sentiment."
190,CHAIR YELLEN,It’s uncertain just how much sentiment actually impacts spending decisions.
191,CHAIR YELLEN,And I wouldn’t say at this point that I have seen hard evidence of any change in spending decisions based on expectations about the future.
192,CHAIR YELLEN,"We exchange around the table what we learn from our many business contacts, and I think it’s fair to say that many of my colleagues and I note a much more optimistic frame of mind among many—many businesses in recent months."
193,CHAIR YELLEN,"But, I’d say, most of the business people that we’ve talked to also have a wait-and-see attitude and are very hopeful that they will be able to expand investment and are looking forward to doing that but are waiting to see what will happen."
194,CHAIR YELLEN,So we will watch that.
195,CHAIR YELLEN,"And, of course, if we were to see a major shift in spending reflecting those expectations, that could very well affect the outlook."
196,CHAIR YELLEN,"I’m not seeing it—I’m not seeing that at this point, but the shift in sentiment is obvious and notable."
201,CHAIR YELLEN,So I don’t believe it is a point of conflict.
202,CHAIR YELLEN,We would certainly welcome stronger economic growth in a context of price stability.
203,CHAIR YELLEN,And if policies were put in place to speed growth that I’ve certainly urged Congress and the Administration to consider—policies that would boost productivity growth and raise the economy’s so-called speed limit or potential to grow—I think that those would be—those would be very welcome changes that we would like to see.
222,CHAIR YELLEN,So GDP is a pretty noisy indicator.
223,CHAIR YELLEN,"If one averages through several quarters, I would describe our economy as one that has been growing around 2 percent per year."
224,CHAIR YELLEN,"And as you can see from our projections, we—that’s something we expect to continue over the next couple of years."
225,CHAIR YELLEN,"Now, that pace of growth has been consistent with a pace of job creation that is more rapid than what is sustainable if labor force participation begins to move down in line with what we see as its longer-run trend with an aging population."
226,CHAIR YELLEN,"Now, unemployment hasn’t moved that much, in part because people have been drawn into the labor force."
227,CHAIR YELLEN,"Labor force participation, as I mentioned in my remarks, has been about flat over the last three years."
228,CHAIR YELLEN,"So, in that sense, the economy has shown over the last several years that it may have had more room to run than some people might have estimated, and that’s been good."
229,CHAIR YELLEN,It’s meant we’ve had a great deal of job creation over these years.
230,CHAIR YELLEN,And there could be—there could be room left for that to play out further.
231,CHAIR YELLEN,"In fact, look, policy remains accommodative."
232,CHAIR YELLEN,We expect further improvement in the labor market.
233,CHAIR YELLEN,We expect the unemployment rate to move down further and to stay down for the next several years.
234,CHAIR YELLEN,So we do expect that the path of policy we think is appropriate is one that is going to lead to some further strengthening in the labor market.
241,CHAIR YELLEN,"Well, look, our policy is not set in stone."
242,CHAIR YELLEN,"It is data dependent, and we’re—we’re not locked into any particular policy path."
243,CHAIR YELLEN,"Our—you know, as you said, the data have not notably strengthened."
244,CHAIR YELLEN,"I—there is noise always in the data from quarter to quarter, but we haven’t changed our view of the outlook."
245,CHAIR YELLEN,"We think we’re on the same path, not—we haven’t boosted the outlook, projected faster growth."
246,CHAIR YELLEN,"We think we’re moving along the same course we’ve been on, but it is one that involves gradual tightening in the labor market."
247,CHAIR YELLEN,I would describe some measures of wage growth as having moved up some.
248,CHAIR YELLEN,"Some measures haven’t moved up, but there’s some evidence that wage growth is gradually moving up, which is also suggestive of a strengthening labor market."
249,CHAIR YELLEN,And we expect policy to remain accommodative now for some time.
250,CHAIR YELLEN,So we’re—we’re talking about a gradual path of removing policy accommodation as the economy makes progress moving toward neutral.
251,CHAIR YELLEN,But we’re continuing to provide accommodation to the economy that’s allowing it to grow at an above-trend pace that’s consistent with further improvement in the labor market.
257,CHAIR YELLEN,So I’ve not seen any concrete proposals along this line.
258,CHAIR YELLEN,I don’t really know what a “21st century Glass-Steagall” would look like.
259,CHAIR YELLEN,I think my reading on the financial crisis is that that wasn’t the major source of the financial crisis.
260,CHAIR YELLEN,"In fact, many of the problems emanated from firms that were investment banking units."
261,CHAIR YELLEN,"To me, an important reform in the aftermath of the crisis was to make sure that investment banking activities where—that were a core part of the shadow banking system where leverage had built—that those were appropriately capitalized, had appropriate liquidity, and their management was strengthened, and that’s what we have tried to do."
262,CHAIR YELLEN,"But, obviously, we would look at any proposals that are put forward."
263,CHAIR YELLEN,I’m not aware of anything concrete to react to.
265,CHAIR YELLEN,"Well, I don’t think it was the cause of the financial crisis, and I do feel that we have significantly strengthened supervision of bank holding companies that incorporate investment banking activities."
269,CHAIR YELLEN,I think that’s a great question.
270,CHAIR YELLEN,I appreciate your asking it.
271,CHAIR YELLEN,"And the simple message is, the economy is doing well."
272,CHAIR YELLEN,We have confidence in the robustness of the economy and its resilience to shocks.
273,CHAIR YELLEN,It’s performed well over the last several years.
274,CHAIR YELLEN,"We have created, since the trough in employment after the financial crisis, around 16 million jobs."
275,CHAIR YELLEN,"The unemployment rate has moved way down, and many more people feel optimistic about their prospects in the labor market."
276,CHAIR YELLEN,There is job security.
277,CHAIR YELLEN,"We’re seeing more people who are feeling free to quit their jobs, getting outside offers, looking for other opportunities."
278,CHAIR YELLEN,"So I think the job market, which is an important focus for us, is certainly improving."
279,CHAIR YELLEN,That’s not to say that it’s a—good labor market conditions for every individual in the United States.
280,CHAIR YELLEN,"We know there are problems that face, particularly, people with less skill and education and in certain sectors of the economy, but many Americans are enjoying a stronger labor market and feel better—feel very much better about that."
281,CHAIR YELLEN,"And inflation is moving—moving up, I think, toward our 2 percent objective."
282,CHAIR YELLEN,And we’re operating in an environment where the U.S. economy is performing well and risks seem pretty balanced.
283,CHAIR YELLEN,So I think people can feel good about the economic outlook.
286,CHAIR YELLEN,"Well, a couple of years ago, we included the word “symmetric” in our statement of longer-run goals, and this seemed like an appropriate time to introduce that word into the statement because we had previously indicated that there was a shortfall of inflation from our 2 percent objective."
287,CHAIR YELLEN,"Now, headline inflation has moved almost back up to 2 percent."
288,CHAIR YELLEN,"As I indicated, a better forward-looking measure of inflation, core inflation—that’s not our target, but I think it’s worth looking at because it’s a better forward-looking predictor of headline inflation—I think that’s still running a little bit under 2 percent, but we expect it’s going to move up to 2."
289,CHAIR YELLEN,And this seemed like a good time to remind Americans that what our objective is is 2 percent inflation.
290,CHAIR YELLEN,Inflation is not always going to be at 2 percent.
291,CHAIR YELLEN,"It’s—like all economic variables, it fluctuates."
292,CHAIR YELLEN,"Sometimes it’s going to be below 2 percent, sometimes it’s going to be above 2 percent."
293,CHAIR YELLEN,We’ve had a long period in which inflation has run under 2 percent.
294,CHAIR YELLEN,"As we move back to 2 percent, which is where we’re heading, there will be some times when it’s above 2 percent as well."
295,CHAIR YELLEN,"And it’s a reminder—2 percent is not a ceiling on inflation, it’s a target."
296,CHAIR YELLEN,It’s where we always want inflation to be heading.
297,CHAIR YELLEN,"And there will be some times when inflation is above 2 percent, just like it’s been below 2 percent."
298,CHAIR YELLEN,"We’re not shooting for inflation above 2 percent, but it’s a reminder that there will be deviations above and below when we’re achieving our objective."
300,CHAIR YELLEN,"Well, we would—if there were an overshoot and it appeared to be persistent, we would put in place policies to try to bring inflation back to 2 percent."
301,CHAIR YELLEN,That’s the core set of principles that we have adopted in our statement on longer-run goals and strategy.
302,CHAIR YELLEN,"And exactly how long it would take to get back to 2 percent would depend, in part, on what was happening with respect to employment and our other objectives."
303,CHAIR YELLEN,So there’s no hard and fast answer to that.
308,CHAIR YELLEN,So that’s a—that’s a difficult question to answer.
310,CHAIR YELLEN,"But, as I understand it, you asked about it in the context of a border tax adjustment."
312,CHAIR YELLEN,Because the argument that is made is that what a border tax would do without an exchange rate adjustment is to raise the price of imported goods into the United States.
313,CHAIR YELLEN,"And that large movement in the dollar that analysts claim would occur would essentially—if it were complete, would fully offset the impact of the border tax on U.S. import goods."
314,CHAIR YELLEN,"So, it wouldn’t end up having an impact on U.S. inflation or GDP growth."
