,speaker,sentence
0,CHAIR YELLEN,Good afternoon.
1,CHAIR YELLEN,"At our meeting that concluded earlier today, my colleagues and I on the Federal Open Market Committee discussed overall economic conditions and decided to keep the target range for the federal funds rate at ¼ to ½ percent."
2,CHAIR YELLEN,We judged that the case for an increase has strengthened but decided for the time being to wait for further evidence of continued progress toward our objectives.
3,CHAIR YELLEN,Our current policy should help move the economy toward our statutory goals of maximum employment and price stability.
4,CHAIR YELLEN,"I’ll have more to say about our decision shortly, but first I will review recent economic developments and the outlook."
5,CHAIR YELLEN,"Economic growth, which was subdued during the first half of the year, appears to have picked up."
6,CHAIR YELLEN,Household spending continues to be the key source of that growth.
7,CHAIR YELLEN,This spending has been supported by solid increases in household income as well as by relatively high levels of consumer sentiment and wealth.
8,CHAIR YELLEN,"Business investment, however, remains soft, both in the energy sector and more broadly."
9,CHAIR YELLEN,"The energy industry has been hard hit by the drop in oil prices since mid-2014, and investment in that sector continued to contract through the first half of the year."
10,CHAIR YELLEN,"However, drilling is now showing signs of stabilizing."
11,CHAIR YELLEN,"Overall, we expect that the economy will expand at a moderate pace over the next few years."
12,CHAIR YELLEN,"Turning to employment, job gains averaged about 180,000 per month over the past four months, about the same solid pace recorded since the beginning of the year."
13,CHAIR YELLEN,"In the longer run, that’s well above the pace that we estimate is needed to provide work for new entrants in the job market."
14,CHAIR YELLEN,"But so far this year, most measures of labor market slack have shown little change."
15,CHAIR YELLEN,The unemployment rate in August—4.9 percent—was the same as in January.
16,CHAIR YELLEN,And a broader measure of unemployment has also flattened out—a measure that includes people who want and are available to work but have not searched recently as well as people who are working part time but would rather work full time.
17,CHAIR YELLEN,"The fact that unemployment measures have been holding steady while the number of jobs has grown solidly shows that more people, presumably in response to better employment opportunities and higher wages, have started actively seeking and finding jobs."
18,CHAIR YELLEN,"This is a very welcome development, both for the individuals involved and the nation as a whole."
19,CHAIR YELLEN,We continue to expect that labor market conditions will strengthen somewhat further over time.
20,CHAIR YELLEN,Ongoing economic growth and an improving job market are key factors supporting our inflation outlook.
21,CHAIR YELLEN,"Overall consumer price inflation—as measured by the price index for personal consumption expenditures—was less than 1 percent over the 12 months ending in July, still short of our 2 percent objective."
22,CHAIR YELLEN,Much of this shortfall continues to reflect earlier declines in energy and import prices.
23,CHAIR YELLEN,"Core inflation, which excludes energy and food prices that tend to be more volatile than other prices, has been running about 1½ percent."
24,CHAIR YELLEN,"As transitory influences holding down inflation fade and as the job market strengthens further, we continue to expect inflation to rise to 2 percent over the next two to three years."
25,CHAIR YELLEN,Our inflation outlook also rests importantly on our judgment that longer-run inflation expectations remain reasonably well anchored.
26,CHAIR YELLEN,"However, we can’t take the stability of longer-run inflation expectations for granted, and we will continue to carefully monitor actual and expected progress toward our inflation goal."
27,CHAIR YELLEN,"Indeed, we are fully committed to achieving our 2 percent inflation objective."
28,CHAIR YELLEN,Let me turn to the economic projections—now extending through 2019—that were submitted for this meeting by the Federal Open Market Committee participants.
29,CHAIR YELLEN,"As always, participants conditioned their projections on their own view of appropriate monetary policy, which in turn depends on each participant’s assessment of the multitude of factors that shape the outlook."
30,CHAIR YELLEN,"The median projection for growth of inflation-adjusted gross domestic product, or GDP, is 1.8 percent this year."
31,CHAIR YELLEN,This figure is somewhat lower than projected in June as a result of the weaker-than-expected growth seen in the first half of the year.
32,CHAIR YELLEN,"In 2017 and 2018, the median growth projection is unchanged at 2 percent, somewhat higher than the median estimate of longer-run normal growth."
