,speaker,sentence
0,CHAIRMAN BERNANKE,Good afternoon.
1,CHAIRMAN BERNANKE,"Before we get to questions, I’ll summarize today’s policy action by the Federal Open Market Committee and then place the Committee’s decision in the context of our economic outlook and our collective judgment about the appropriate path of monetary policy."
2,CHAIRMAN BERNANKE,"As indicated in the statement released earlier this afternoon, the Committee is maintaining a highly accommodative policy."
3,CHAIRMAN BERNANKE,"We decided to keep the target range for the federal funds rate at 0 to ¼ percent, and we continue to anticipate that economic conditions are likely to warrant exceptionally low levels of the federal funds rate at least through late 2014."
4,CHAIRMAN BERNANKE,"In addition, the Committee decided to continue through the end of the year our program of lengthening the maturity of our securities holdings rather than completing the program this month as previously scheduled."
5,CHAIRMAN BERNANKE,"Specifically, the Committee intends to purchase Treasury securities with remaining maturities of 6 years to 30 years at the current pace and to sell or redeem an equal amount of Treasury securities with remaining maturities of approximately 3 years or less."
6,CHAIRMAN BERNANKE,The details of our plans for our securities purchases and sales were described in an accompanying statement released today and can be found on the Federal Reserve Bank of New York’s website.
7,CHAIRMAN BERNANKE,"The continuation of the maturity extension program should put downward pressure on longer-term interest rates and make broader financial conditions more accommodative than they would otherwise be, thereby supporting economic recovery."
8,CHAIRMAN BERNANKE,"In conjunction with today’s meeting, FOMC participants—the 7 Board members and the 12 Reserve Bank presidents—submitted their individual economic projections and policy assessments for the years 2012 to 2014 and over the longer run."
9,CHAIRMAN BERNANKE,These projections are important inputs to the Committee’s deliberations.
10,CHAIRMAN BERNANKE,"Incoming information suggests that the economy continues to expand at a moderate pace in the face of headwinds generated by the situation in Europe, a still-depressed housing market, tight credit for some borrowers, and fiscal restraint at the federal, state, and local levels."
11,CHAIRMAN BERNANKE,"Business and household spending are increasing at rates consistent with moderate economic growth, though household spending appears to be rising at a somewhat slower pace than earlier this year."
12,CHAIRMAN BERNANKE,"Employment gains have been smaller in recent months, and the unemployment rate, at 8.2 percent, remains elevated."
13,CHAIRMAN BERNANKE,"In light of these developments, Committee participants have generally marked down their projections for economic growth, but most still see the economy as expanding at a moderate pace over coming quarters and then picking up gradually."
14,CHAIRMAN BERNANKE,"Based on their projections for economic growth, FOMC participants foresee slower progress in reducing unemployment than they did in April."
15,CHAIRMAN BERNANKE,"Committee participants’ projections for the unemployment rate in the fourth quarter of this year have a central tendency of 8.0 to 8.2 percent, declining to 7.0 percent to 7.7 percent in the fourth quarter of 2014, levels that would remain above participants’ estimates of the longer-run normal rates of unemployment."
16,CHAIRMAN BERNANKE,"In addition to projecting only slow progress in bringing down unemployment, most participants see the risks to the outlook weighted mainly toward slower growth and higher unemployment."
