,speaker,sentence
0,CHAIR POWELL,"Good afternoon, everyone."
1,CHAIR POWELL,"To begin, I’d like to say a few words about Paul Volcker, who, as you know, passed away earlier this week."
2,CHAIR POWELL,Paul Volcker served as Federal Reserve Chair from 1979 to 1987.
3,CHAIR POWELL,He accomplished many things during his long and distinguished career at the Fed and elsewhere.
4,CHAIR POWELL,"Of course, he’s best known for leading the fight to tame the double-digit inflation that he inherited as Chair, thus laying the foundation for the prosperity and price stability we enjoy today."
5,CHAIR POWELL,But what is perhaps most admirable about him—more than his many accomplishments—was his character.
6,CHAIR POWELL,"He believed that there is no higher calling than public service, and he dedicated the lion’s share of his life to it."
7,CHAIR POWELL,"With courage, integrity, and tenacity, he always pursued the policies that he believed would ultimately benefit all Americans."
8,CHAIR POWELL,My colleagues and I continue to draw inspiration from his example.
9,CHAIR POWELL,"Turning to today’s meeting, my colleagues and I decided to leave our policy rate unchanged after lowering it a total of ¾ percentage point at the previous three meetings."
10,CHAIR POWELL,"As always, we base our decisions on judgment of how best to achieve the goals Congress has given us: maximum employment and price stability."
11,CHAIR POWELL,Our economic outlook remains a favorable one despite global developments and ongoing risks.
12,CHAIR POWELL,"With our decisions through the course of the past year, we believe that monetary policy is well positioned to serve the American people by supporting continued economic growth, a strong job market, and inflation near our symmetric 2 percent goal."
13,CHAIR POWELL,"The economic expansion is in its 11th year, the longest on record."
14,CHAIR POWELL,"Household spending has been strong, supported by a healthy job market, rising incomes, and solid consumer confidence."
15,CHAIR POWELL,"In contrast, business investment and exports remain weak, and manufacturing output has declined over the past year."
16,CHAIR POWELL,"As has been the case for some time, sluggish growth December 11, 2019 abroad and trade developments have been weighing on those sectors."
17,CHAIR POWELL,"Even so, the overall Chair Powell’s Press Conference FINAL economy has been growing moderately."
18,CHAIR POWELL,"And with a strong household sector and supportive monetary and financial conditions, we expect moderate growth to continue."
19,CHAIR POWELL,"As seen from FOMC participants’ most recent projections, the median expectation for real GDP growth slows slightly over the next few years but remains near 2 percent."
20,CHAIR POWELL,"The unemployment rate has been near half-century lows for well more than a year, and the pace of job gains remains solid."
21,CHAIR POWELL,"Participation in the labor force by people in their prime working years, ages 25 through 54, has been increasing."
22,CHAIR POWELL,"And wages have been rising, particularly for lower-paying jobs."
23,CHAIR POWELL,People who live and work in low- and middle-income communities tell us that many who have struggled to find work are now finding new opportunities.
24,CHAIR POWELL,Employment gains have been broad based across all racial and ethnic groups and all levels of education.
25,CHAIR POWELL,These developments underscore for us the importance of sustaining the expansion so that the strong job market reaches more of those left behind.
26,CHAIR POWELL,We expect the job market to remain strong.
27,CHAIR POWELL,The median of participants’ projections for the unemployment rate remains below 4 percent over the next several years.
