,speaker,sentence
0,CHAIRMAN BERNANKE,Good afternoon.
1,CHAIRMAN BERNANKE,Welcome.
2,CHAIRMAN BERNANKE,"April 27, 2011 In my opening remarks, I’d like to briefly first review today’s policy decision."
3,CHAIRMAN BERNANKE,"I’ll then turn next to the Federal Open Market Committee’s quarterly economic projections also being released today, and I’ll place today’s policy decision in the context of the Committee’s projections and the Federal Reserve’s statutory mandate to foster maximum employment and price stability."
4,CHAIRMAN BERNANKE,I’ll then be glad to take your questions.
5,CHAIRMAN BERNANKE,"Throughout today’s briefing, my goal will be to reflect the consensus of the Committee, while taking note of the diversity of views as appropriate."
6,CHAIRMAN BERNANKE,"Of course, my remarks and interpretations are my own responsibility."
7,CHAIRMAN BERNANKE,"In its policy statement released earlier today, the Committee announced, first, that it is maintaining its existing policy of reinvesting principal payments from its security holdings, and, second, that it will complete its planned purchases of $600 billion of longer-term Treasury securities by the end of the current quarter."
8,CHAIRMAN BERNANKE,"Of course, going forward, the Committee will regularly review the size and composition of its securities holdings in light of incoming information and is prepared to adjust those holdings as needed to meet the Federal Reserve’s mandate."
9,CHAIRMAN BERNANKE,"The Committee made no change today in the target range of the federal funds rate, which remains at 0 to ¼ percent."
10,CHAIRMAN BERNANKE,"The Committee continues to anticipate that economic conditions, including low rates of resource utilization, subdued inflation trends, and stable inflation expectations, are likely to warrant exceptionally low levels for the federal funds rate for an extended period."
11,CHAIRMAN BERNANKE,"In conjunction with today’s meeting, FOMC participants submitted projections for economic growth, the unemployment rate, and the inflation rate for the years 2011 to 2013 and over the longer run."
12,CHAIRMAN BERNANKE,These projections are conditional on each participant’s individual assessment of the appropriate path of monetary policy needed to best promote the Committee’s objectives.
13,CHAIRMAN BERNANKE,A table showing the projections has been distributed.
14,CHAIRMAN BERNANKE,"I’m going to focus today on the central tendency projections, which exclude the three highest and three lowest projections for each variable in each year."
15,CHAIRMAN BERNANKE,"I call your attention, first, to the Committee’s longer-run projections, which represent participants’ assessments of the rates to which economic growth, unemployment, and inflation will converge over time under appropriate monetary policy and assuming no further shocks to the economy."
16,CHAIRMAN BERNANKE,"As the table shows, the longer-run projections for output growth have a central tendency of 2.5 to 2.8 percent, the same as in the January survey."
17,CHAIRMAN BERNANKE,"The longer-run projections for the unemployment rate have a central tendency of 5.2 to 5.6 percent, somewhat narrower than in January."
18,CHAIRMAN BERNANKE,"These figures may be interpreted as participants’ current estimates of the economy’s normal, or trend, rate of growth and its normal unemployment rate over the longer run, respectively."
19,CHAIRMAN BERNANKE,"The economy’s longer-term rate of growth and unemployment are determined largely by nonmonetary factors, such as the rate of growth of the labor force and the speed of technological change, and it should be noted that estimates of these rates are inherently uncertain and subject to revision over time."
20,CHAIRMAN BERNANKE,"The central tendency of the longer-run projection for inflation, as measured by the price index for personal consumption expenditures, is 1.7 to 2.0 percent."
21,CHAIRMAN BERNANKE,"In contrast to economic growth and unemployment, the longer-run outlook for inflation is determined almost entirely by monetary policy; consequently, and given that these projections are based on the assumption that monetary policy is appropriate, these longer-run projections can be interpreted as indicating the inflation rate that Committee participants judge to be most consistent with the Federal Reserve’s mandate to foster maximum employment and stable prices."
22,CHAIRMAN BERNANKE,"At 1.7 to 2.0 percent, the “mandate-consistent” rate of inflation is greater than zero for a number of reasons."
23,CHAIRMAN BERNANKE,"Perhaps most important, attempting to maintain inflation at zero would increase the risk of experiencing an extended bout of deflation, or falling wages and prices, which in turn could lead employment to fall below its maximum sustainable level for a protracted period."
24,CHAIRMAN BERNANKE,"Hence, a goal of literally zero inflation is not consistent with the Federal Reserve’s dual mandate."
25,CHAIRMAN BERNANKE,"Indeed, most central banks around the world aim to set inflation above zero, usually at about 2 percent."
26,CHAIRMAN BERNANKE,I turn now to the Committee’s economic outlook.
27,CHAIRMAN BERNANKE,"As indicated in today’s policy statement, the Committee sees the economic recovery as proceeding at a moderate pace."
28,CHAIRMAN BERNANKE,"Household spending and investment in equipment and software continue to expand, supporting the recovery, but nonresidential investment is still weak and the housing sector is depressed."
29,CHAIRMAN BERNANKE,"In the labor market, overall conditions continue to improve gradually."
30,CHAIRMAN BERNANKE,"For example, the unemployment rate moved down a bit further and payroll employment increased in March; new claims for unemployment insurance and indicators of hiring plans are also consistent with continued improvement."
31,CHAIRMAN BERNANKE,"Looking ahead, Committee participants expect a moderate recovery to continue through 2011, with some acceleration of growth projected for 2012 and 2013."
32,CHAIRMAN BERNANKE,"Specifically, as the table shows, participants’ projections for output growth have a central tendency of 3.1 to 3.3 percent for this year, but rise to 3.5 to 4.2 percent in 2012 and about the same in 2013."
33,CHAIRMAN BERNANKE,These projections are a little below those made by the Committee in January; the markdown of growth in 2011 in particular reflects the somewhat slower-than-anticipated pace of growth in the first quarter.
34,CHAIRMAN BERNANKE,"The outlook for above-trend growth is associated with a projected reduction in the unemployment rate, which is seen as edging down to 8.4 to 8.7 percent in the fourth quarter of this year and then declining gradually to 6.8 to 7.2 percent in the fourth quarter of 2013, still well above the central tendency of participants’ longer-run projections for unemployment of 5.2 to 5.6 percent."
35,CHAIRMAN BERNANKE,The projected decline in the unemployment rate is relatively slow largely because economic growth is projected to be only modestly above the trend growth rate of the economy.
36,CHAIRMAN BERNANKE,"On the inflation front, commodity prices have risen significantly recently, reflecting geopolitical developments and robust global demand, among other factors."
37,CHAIRMAN BERNANKE,Increases in commodity prices are in turn boosting overall consumer inflation.
38,CHAIRMAN BERNANKE,"However, measures of underlying inflation, though having increased modestly in recent months, remain subdued, and longer-term inflation expectations have remained stable."
39,CHAIRMAN BERNANKE,"Consequently, the Committee expects the effects on inflation of higher commodity prices to be transitory; as the increases in commodity prices moderate, inflation should decline toward its underlying level."
40,CHAIRMAN BERNANKE,"Specifically, participants’ projections for inflation have a central tendency of 2.1 to 2.8 percent for this year, noticeably higher than in the January projections, before declining to 1.2 to 2.0 percent in 2012 and then running at 1.4 to 2.0 percent in 2013—both about the same as in January."
41,CHAIRMAN BERNANKE,The Committee’s economic projections provide important context for understanding today’s policy action as well as the Committee’s general policy strategy.
42,CHAIRMAN BERNANKE,"Monetary policy affects output and inflation with a lag, so current policy actions must be taken with an eye to the likely future course of the economy."
43,CHAIRMAN BERNANKE,"Thus the Committee’s projections of the economy, not just current conditions alone, must guide its policy decisions."
44,CHAIRMAN BERNANKE,"The lags with which monetary policy affects the economy also imply that the Committee must focus on meeting its mandated objectives over the medium term, which can be as short as a year or two but may be longer, depending on how far the economy is initially from conditions of maximum employment and price stability."
45,CHAIRMAN BERNANKE,"To foster maximum employment, the Committee sets policy to try to achieve sufficient economic growth to return the unemployment rate over time to its long-term normal level."
46,CHAIRMAN BERNANKE,"At 8.8 percent, the current unemployment rate is elevated relative to that level, and progress toward more normal levels of unemployment seems likely to be slow."
47,CHAIRMAN BERNANKE,The substantial ongoing slack in the labor market and the relatively slow pace of improvement remain important reasons that the Committee continues to maintain a highly accommodative monetary policy.
48,CHAIRMAN BERNANKE,"In the medium term, the Committee also seeks to achieve a mandate-consistent inflation rate, which participants’ longer-term projections for inflation suggest is 2 percent or a bit less."
49,CHAIRMAN BERNANKE,"Although the recent surge in commodity prices has led inflation to pick up somewhat in the near term, the Committee continues to project inflation to return to mandate-consistent levels in the medium term, as I have discussed."
50,CHAIRMAN BERNANKE,"Consequently, the short-term increase in inflation has not prompted the Committee to tighten policy at this juncture."
51,CHAIRMAN BERNANKE,"Importantly, however, the Committee’s outlook for inflation is predicated on longer-term inflation expectations remaining stable; if households and firms continue to expect inflation to return to a mandate-consistent level in the medium term, then increased commodity prices are unlikely to induce significant second-round effects, in which inflation takes hold in noncommodity prices and in nominal wages."
52,CHAIRMAN BERNANKE,"Thus, besides monitoring inflation itself, the Committee will pay close attention to inflation expectations and to possible indications of second-round effects."
