,speaker,sentence
0,CHAIR POWELL,Good afternoon.
1,CHAIR POWELL,"At the Federal Reserve, we are strongly committed to achieving the monetary policy goals that Congress has given us—maximum employment and price stability."
2,CHAIR POWELL,"Since the beginning of the pandemic, we have taken forceful actions to provide relief and stability, to ensure that the recovery will be as strong as possible, and to limit lasting damage to the economy."
3,CHAIR POWELL,Today my colleagues on the Federal Open Market Committee and I reaffirmed our commitment to support the economy in this challenging time.
4,CHAIR POWELL,Economic activity has continued to recover from its depressed second-quarter level.
5,CHAIR POWELL,"The reopening of the economy led to a rapid rebound in activity, and real GDP rose at an annual rate of 33 percent in the third quarter."
6,CHAIR POWELL,"In recent months, however, the pace of improvement has moderated."
7,CHAIR POWELL,"Household spending on goods, especially durable goods, has been strong and has moved above its pre-pandemic level."
8,CHAIR POWELL,"In contrast, spending on services remains low, largely due to ongoing weakness in sectors that typically require people to gather closely, including travel and hospitality."
9,CHAIR POWELL,"The overall rebound in household spending owes, in part, to federal stimulus payments and expanded unemployment benefits, which provided essential support to many families and individuals."
10,CHAIR POWELL,"The housing sector has fully recovered from the downturn, supported in part by low mortgage interest rates."
11,CHAIR POWELL,Business investment has also picked up.
12,CHAIR POWELL,"Even so, overall economic activity remains well below its level before the pandemic, and the path ahead remains highly uncertain."
13,CHAIR POWELL,"In the labor market, roughly half of the 22 million jobs that were lost in March and April have been regained, as many people were able to return to work."
14,CHAIR POWELL,"As with overall economic activity, the pace of improvement in the labor market has moderated."
15,CHAIR POWELL,The unemployment rate declined over the past five months but remained elevated at 7.9 percent as of September.
16,CHAIR POWELL,"November 5, 2020 Although we welcome this progress, we will not lose sight of the millions of Americans who Chair Powell’s Press Conference FINAL remain out of work."
17,CHAIR POWELL,"The economic downturn has not fallen equally on all Americans, and those least able to shoulder the burden have been hardest hit."
18,CHAIR POWELL,"In particular, the high level of joblessness has been especially severe for lower-wage workers in the services sector, for women, and for African Americans and Hispanics."
19,CHAIR POWELL,The economic dislocation has upended many lives and created great uncertainty about the future.
20,CHAIR POWELL,The pandemic has also left a significant imprint on inflation.
21,CHAIR POWELL,"Following large declines in the spring, consumer prices picked up over the summer, in part reflecting a rise in durable goods prices."
22,CHAIR POWELL,"However, for those sectors that have been most affected by the pandemic, prices remain particularly soft."
23,CHAIR POWELL,"Overall, on a 12-month basis, inflation remains below our 2 percent longer-run objective."
24,CHAIR POWELL,"As we have emphasized throughout the pandemic, the outlook for the economy is extraordinarily uncertain and will depend in large part on the success of efforts to keep the virus in check."
25,CHAIR POWELL,"The recent rise in new COVID-19 cases, both here in the United States and abroad, is particularly concerning."
26,CHAIR POWELL,All of us have a role to play in our nation’s response to the pandemic.
27,CHAIR POWELL,Following the advice of public health professionals to keep appropriate social distances and to wear masks in public will help get the economy back to full strength.
28,CHAIR POWELL,A full economic recovery is unlikely until people are confident that it’s safe to reengage in a broad range of activities.
29,CHAIR POWELL,"The Federal Reserve’s response to this crisis has been guided by our mandate to promote maximum employment and stable prices for the American people, along with our responsibilities to promote the stability of the financial system."
30,CHAIR POWELL,"As noted in our Statement on Longer-Run Goals and Monetary Policy Strategy, we view maximum employment as a “broad-based and inclusive goal.” Our ability to achieve maximum employment in the years ahead depends importantly on November 5, 2020 having longer-term inflation expectations well anchored at 2 percent."
31,CHAIR POWELL,"As we said in September Chair Powell’s Press Conference FINAL and again today, with inflation running persistently below 2 percent, we will aim to achieve inflation moderately above 2 percent for some time so that inflation averages 2 percent over time and longer-term inflation expectations remain well anchored at 2 percent."
32,CHAIR POWELL,We expect to maintain an accommodative stance of monetary policy until these employment and inflation outcomes are achieved.
33,CHAIR POWELL,"With regard to interest rates, we continue to expect that it will be appropriate to maintain the current 0 to ¼ percent target range for the federal funds rate until labor market conditions have reached levels consistent with the Committee’s assessments of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time."
34,CHAIR POWELL,"In addition, over coming months we will continue to increase our holdings of Treasury securities and agency mortgage-backed securities at least at the current pace."
