,speaker,sentence
0,CHAIR POWELL,Good afternoon.
1,CHAIR POWELL,Thanks for joining us today.
2,CHAIR POWELL,I would like to begin by acknowledging the tragic loss and tremendous hardship that people are experiencing both here in the United States and around the world.
3,CHAIR POWELL,"The coronavirus outbreak is first and foremost a public health crisis, and the most important response is coming from those in the front lines in hospitals, emergency services, and care facilities."
4,CHAIR POWELL,"On behalf of the Federal Reserve, let me express our sincere gratitude to those dedicated individuals who put themselves at risk, day after day, in service to others and to our nation."
5,CHAIR POWELL,The forceful measures that we as a country are taking to control the spread of the virus have brought much of the economy to an abrupt halt.
6,CHAIR POWELL,"Many businesses have closed, people have been asked to stay home, and basic social interactions are greatly curtailed."
7,CHAIR POWELL,"People are putting their lives and livelihoods on hold, at significant economic and personal cost."
8,CHAIR POWELL,"All of us are affected, but the burdens are falling most heavily on those least able to carry them."
9,CHAIR POWELL,It is worth remembering that the measures we are taking to contain the virus represent an investment in our individual and collective health.
10,CHAIR POWELL,"As a society, we should do everything we can to provide relief to those who are suffering for the public good."
11,CHAIR POWELL,"While many standard economic statistics have yet to catch up with the reality we’re experiencing, it’s clear that the effects on the economy are severe."
12,CHAIR POWELL,"Millions of workers are losing their jobs: Next week’s jobs report is expected to show that the unemployment rate, which was at 50-year lows just two months ago, has surged into double digits."
13,CHAIR POWELL,"Household spending has plummeted as people stay home, and measures of consumer sentiment have fallen precipitously."
14,CHAIR POWELL,"Hotels, airlines, restaurants, department stores, and other retailers have been particularly hard hit."
15,CHAIR POWELL,"Manufacturing output fell sharply in March and is likely to drop even more rapidly this month, as many factories have temporarily closed."
16,CHAIR POWELL,"Overall, economic activity will likely drop at an unprecedented rate in the second quarter."
17,CHAIR POWELL,"Inflation is also being held down, reflecting weaker demand as well as significantly lower energy prices."
18,CHAIR POWELL,Both the depth and the duration of the economic downturn are extraordinarily uncertain and will depend in large part on how quickly the virus is brought under control.
19,CHAIR POWELL,The severity of the downturn will also depend on the policy actions taken at all levels of government to cushion the blow and to support the recovery when the public health crisis passes.
20,CHAIR POWELL,"The Federal Reserve’s response is guided by our mandate to promote maximum employment and stable prices for the American people, along with our responsibilities to promote the stability of the financial system."
21,CHAIR POWELL,We are also committed to using our full range of tools to support the economy in this challenging time.
22,CHAIR POWELL,Last month we quickly lowered our policy interest rate to near zero.
23,CHAIR POWELL,We stated then and again today that we expect to maintain interest rates at this level until we’re confident that the economy has weathered recent events and is on track to achieve our maximum-employment and price-stability goals.
24,CHAIR POWELL,"Of course, lowering interest rates cannot stop the sharp drop in economic activity caused by closures and other forms of social distancing."
25,CHAIR POWELL,And low rates will not effectively spur the economy if those rates do not feed through to broader financial conditions or if households and businesses are unable to get credit.
26,CHAIR POWELL,The economic disruptions caused by the virus created tremendous strains in some essential financial markets and have impaired the flow of credit in the economy.
27,CHAIR POWELL,"Without access to credit, families can be forced to cut back on necessities and could lose their homes."
28,CHAIR POWELL,"Businesses can be forced to downsize or close, resulting in further losses of jobs and incomes and worsening the downturn."
29,CHAIR POWELL,Preserving the flow of credit is thus essential for mitigating the damage to the economy and setting the stage for the recovery.
30,CHAIR POWELL,We have been taking broad and forceful actions to these ends.
31,CHAIR POWELL,"To support the flow of credit to households and businesses, foster smooth market functioning, and promote effective transmission of monetary policy to broader financial conditions, we have been purchasing large amounts of Treasury and agency mortgage-backed securities."
32,CHAIR POWELL,"The markets for these securities play a critical role in the economy, and they came under great stress last month as the scale of economic disruption became clearer and as investors clamored for liquidity."
33,CHAIR POWELL,Our purchases have helped market conditions improve substantially in recent weeks.
34,CHAIR POWELL,"In light of this improvement, we have slowed our pace of purchases."
35,CHAIR POWELL,We will continue our purchases of Treasury and agency mortgage-backed securities as needed.
36,CHAIR POWELL,"While the primary purpose of these securities purchases is to preserve smooth market functioning and effective policy transmission, the purchases will offer—will also foster more accommodative financial conditions."
37,CHAIR POWELL,"We are also undertaking programs to provide stability to the financial system and to more directly support the flow of credit in the economy—for households, for businesses of all sizes, and for state and local governments."
38,CHAIR POWELL,These programs benefit the economy by providing financing where it is not otherwise available.
39,CHAIR POWELL,"In addition, by serving as a backstop to key credit markets, the programs can improve market functioning by increasing the willingness of private lenders to extend credit."
40,CHAIR POWELL,"Many of these programs rely on emergency lending powers that are available only in very unusual circumstances, such as those we find ourselves in today."
41,CHAIR POWELL,"We are deploying these lending powers to an unprecedented extent, enabled in large part by the financial backing and support from Congress and the Treasury."
42,CHAIR POWELL,"We will continue to use these powers forcefully, proactively, and aggressively until we’re confident that we are solidly on the road to recovery."
43,CHAIR POWELL,I would stress that these are lending powers and not spending powers.
44,CHAIR POWELL,The Fed cannot grant money to particular beneficiaries.
45,CHAIR POWELL,We can only make loans to solvent entities that the—with the expectation that the loans will be repaid.
46,CHAIR POWELL,"Many borrowers will benefit from our programs, as will the overall economy."
47,CHAIR POWELL,"But for many others, getting a loan that may be difficult to repay may not be the answer."
48,CHAIR POWELL,"In these cases, direct fiscal support may be needed."
49,CHAIR POWELL,"Elected officials have the power to tax and spend and to make decisions about where we, as a society, should direct our collective resources."
50,CHAIR POWELL,"The Cares Act and other legislation provide direct help to people, businesses, and communities."
