,speaker,sentence
0,CHAIRMAN BERNANKE,"Good afternoon, everybody."
1,CHAIRMAN BERNANKE,Welcome.
2,CHAIRMAN BERNANKE,"In my opening remarks, I will briefly review today’s policy decision of the Federal Open Market Committee, and I will place that decision in the context of our economic projections and our policy strategy."
3,CHAIRMAN BERNANKE,I will then be glad to take your questions.
4,CHAIRMAN BERNANKE,"As indicated in its statement, the Committee decided today to maintain the policies that were initiated at previous meetings."
5,CHAIRMAN BERNANKE,"In particular, the Committee is keeping the target range for the federal funds rate at 0 to ¼ percent and continues to anticipate that economic conditions are likely to warrant exceptionally low levels for the federal funds rate at least through mid-2013."
6,CHAIRMAN BERNANKE,The Committee will continue the program that we announced in September to extend the average maturity of the Federal Reserve’s holdings of securities by purchasing longer-term Treasury securities and selling an equal amount of shorter-term Treasury securities.
7,CHAIRMAN BERNANKE,"Our purchases of longer-term securities exert downward pressures on longer-term interest rates; at the same time, our guidance about the likely path of the federal funds rate should limit the effect of our sales of shorter-term securities on shorter-term interest rates."
8,CHAIRMAN BERNANKE,"Consequently, this maturity extension program should foster more accommodative financial conditions, thereby helping support a stronger recovery without changing the overall size of the Federal Reserve’s balance sheet."
9,CHAIRMAN BERNANKE,"In addition, to further ease conditions in mortgage markets, we are continuing our previously announced program in which the principal payments from our holdings of agency debt and agency mortgage-backed securities are being reinvested in agency MBS."
10,CHAIRMAN BERNANKE,"The Committee regularly reviews the size and composition of our securities holdings, and we are prepared to adjust those holdings as appropriate."
11,CHAIRMAN BERNANKE,"In conjunction with today’s meeting, the FOMC participants submitted projections for economic growth, the unemployment rate, and the inflation rate for the years 2011 to 2014 and over the longer run."
12,CHAIRMAN BERNANKE,The central tendencies and ranges of those projections are depicted in the figures that have been distributed.
13,CHAIRMAN BERNANKE,"The longer-run projections—shown at the right side of each figure—represent participants’ assessments of the rate to which each variable will converge, over time, assuming appropriate monetary policy and no further shocks to the economy."
14,CHAIRMAN BERNANKE,"The longer-run projections for growth of real GDP have a central tendency of 2.4 to 2.7 percent, and the longer-run projections for the unemployment rate have a central tendency of 5.2 to 6.0 percent."
15,CHAIRMAN BERNANKE,"These projections can be interpreted, respectively, as participants’ estimates of the economy’s normal or trend rate of growth and its normal unemployment rate over the longer run."
16,CHAIRMAN BERNANKE,"Because the economy's longer- run normal rates of output growth and unemployment are determined largely by nonmonetary factors that may evolve over time and that cannot often be directly measured, these estimates are inherently uncertain and subject to revision."
17,CHAIRMAN BERNANKE,"The central tendency of the longer-run projections for inflation, as measured by the price index for personal consumption expenditures, is 1.7 to 2.0 percent."
