,speaker,sentence
0,CHAIR YELLEN,Good afternoon.
1,CHAIR YELLEN,Today the Federal Open Market Committee decided to maintain the target range for the federal funds rate at ¼ to ½ percent.
2,CHAIR YELLEN,Our decision to keep this accommodative policy stance reflects both our assessment of the economic outlook and the risks associated with that outlook.
3,CHAIR YELLEN,"The Committee’s baseline expectations for economic activity, the labor market, and inflation have not changed much since December: With appropriate monetary policy, we continue to expect moderate economic growth, further labor market improvement, and a return of inflation to our 2 percent objective in two to three years."
4,CHAIR YELLEN,"However, global economic and financial developments continue to pose risks."
5,CHAIR YELLEN,"Against this backdrop, the Committee judged it prudent to maintain the current policy stance at today’s meeting."
6,CHAIR YELLEN,"I will come back to our policy decision momentarily, but first let me review recent economic developments and the outlook."
7,CHAIR YELLEN,The labor market continues to strengthen.
8,CHAIR YELLEN,"Over the most recent three months, job gains averaged nearly 230,000 per month, similar to the pace experienced over the past year."
9,CHAIR YELLEN,"The unemployment rate was 4.9 percent in the first two months of the year, about in line with the median of FOMC participants’ estimates of its longer-run normal level."
10,CHAIR YELLEN,A broader measure of unemployment that includes individuals who want and are available to work but have not actively searched recently and people who are working part time but would rather work full time has continued to improve.
11,CHAIR YELLEN,"Of note, the labor force participation rate has turned up noticeably since the fall, with more people working or actively looking for work as the prospects for finding jobs have improved."
12,CHAIR YELLEN,"But there is still room for improvement: Involuntary part-time employment remains somewhat elevated, and wage growth has yet to show a sustained pickup."
13,CHAIR YELLEN,The improvement in employment conditions so far this year has occurred as economic growth appears to have picked up from the modest pace seen in the fourth quarter of last year.
14,CHAIR YELLEN,"Household spending is expanding at a moderate rate, supported by continued job gains and increases in inflation-adjusted incomes."
15,CHAIR YELLEN,"In contrast, business investment has been weak, in part reflecting further reductions in oil drilling as a result of low oil prices."
16,CHAIR YELLEN,Net exports also remain soft as a consequence of subdued foreign growth and the earlier appreciation of the dollar.
