,speaker,sentence
0,CHAIR YELLEN,Good afternoon.
1,CHAIR YELLEN,I am pleased to join you for the first of my post-FOMC press conferences.
2,CHAIR YELLEN,"Like Chairman Bernanke before me, I appreciate the opportunity these press conferences afford to explain the decisions of the FOMC and respond to your questions."
3,CHAIR YELLEN,The Federal Open Market Committee concluded a two-day meeting earlier today.
4,CHAIR YELLEN,"As you already know from our statement, the Committee decided to make another modest reduction in the pace of its purchases of longer-term securities."
5,CHAIR YELLEN,The Committee also updated its guidance regarding the likely future path of the short-term interest rates.
6,CHAIR YELLEN,"As I’ll explain more fully in a moment, this change in our guidance does not indicate any change in the Committee’s policy intentions as set forth in its recent statements; rather, the change is meant to clarify how the Committee anticipates policy evolving after the unemployment rate declines below 6½ percent."
7,CHAIR YELLEN,Let me explain the economic outlook that underlies these actions.
8,CHAIR YELLEN,"Despite some softer recent data, the FOMC’s outlook for continued progress toward our goals of maximum employment and inflation returning to 2 percent remains broadly unchanged."
9,CHAIR YELLEN,Unusually harsh weather in January and February has made assessing the underlying strength of the economy especially challenging.
10,CHAIR YELLEN,"Broadly speaking, however, the spending and production data, while somewhat weaker than we had expected in January, are roughly in line with our expectations as of December, the last time Committee participants submitted economic projections."
11,CHAIR YELLEN,"In contrast, labor market conditions have continued to improve."
12,CHAIR YELLEN,"The unemployment rate, at 6.7 percent, is three-tenths lower than the data available at the time of the December meeting."
13,CHAIR YELLEN,"Further, broader measures of unemployment—such as the U-6 measure, which includes marginally attached workers and those working part time but preferring full-time work—have fallen even more than the headline unemployment rate over this period, and labor force participation has ticked up."
14,CHAIR YELLEN,"While the Committee continues to monitor developments in global financial markets carefully, financial conditions remain broadly consistent with the FOMC’s objectives."
15,CHAIR YELLEN,"In sum, the FOMC continues to see sufficient underlying strength in the economy to support ongoing improvement in the labor market."
16,CHAIR YELLEN,Inflation has continued to run below the Committee’s 2 percent objective.
17,CHAIR YELLEN,"Given that longer-term inflation expectations appear to be well anchored, and in light of the ongoing recovery in the United States and in many economies around the world, the FOMC continues to expect inflation to move gradually back toward its objective."
18,CHAIR YELLEN,The Committee is mindful that inflation running persistently below its objective could pose risks to economic performance.
19,CHAIR YELLEN,"The Committee also recognizes, however, that policy actions tend to exert pressure on inflation that is manifest only gradually over time."
20,CHAIR YELLEN,The FOMC will continue assessing incoming data carefully to ensure that policy is consistent with attaining the FOMC’s longer-run objectives of maximum employment and inflation of 2 percent.
21,CHAIR YELLEN,This outlook is reflected in the individual economic projections submitted in conjunction with this meeting by the 16 FOMC participants—4 Board members and 12 Reserve Bank presidents.
22,CHAIR YELLEN,"As always, each participant’s projections are conditioned on his or her own view of appropriate monetary policy."
23,CHAIR YELLEN,The central tendency of the unemployment rate projections has shifted down by about two-tenths since December and now stands at between 6.1 and 6.3 percent at the end of this year.
