,speaker,sentence
0,CHAIRMAN BERNANKE,Good afternoon.
1,CHAIRMAN BERNANKE,The Federal Open Market Committee concluded a two-day meeting earlier today.
2,CHAIRMAN BERNANKE,"Based on its review of recent economic and financial developments, the Committee sees the economy continuing to grow at a moderate pace, notwithstanding the strong headwinds created by current federal fiscal policies."
3,CHAIRMAN BERNANKE,"The labor market has continued to improve, with gains in private payroll employment averaging about 200,000 jobs per month over the past six months."
4,CHAIRMAN BERNANKE,"Job gains, along with the strengthening housing market, have in turn contributed to increases in consumer confidence and supported household spending."
5,CHAIRMAN BERNANKE,"However, at 7.6 percent, the unemployment rate remains elevated, as do rates of underemployment and long-term unemployment."
6,CHAIRMAN BERNANKE,"Overall, the Committee believes the downside risks to the outlook for the economy and the labor market have diminished since the fall, but we will continue to evaluate economic conditions and risks as they evolve."
7,CHAIRMAN BERNANKE,Inflation has been running below the Committee’s longer-run objective of 2 percent for some time and has been a bit softer recently.
8,CHAIRMAN BERNANKE,"The Committee believes that the recent softness partly reflects transitory factors, and with longer-term inflation expectations remaining stable, the Committee expects inflation to move back towards this 2 percent longer-term objective over time."
9,CHAIRMAN BERNANKE,"We will, however, be closely monitoring these developments as well."
10,CHAIRMAN BERNANKE,"In conjunction with this meeting, the 19 participants in our policy discussion—the 7 Board members and the 12 Reserve Bank presidents—submitted individual economic projections."
11,CHAIRMAN BERNANKE,"As always, each participant’s projections are conditioned on his or her own view of appropriate monetary policy."
12,CHAIRMAN BERNANKE,"Generally, the projections of individual participants show they expect moderate growth, picking up over time, and gradual progress towards levels of unemployment and inflation consistent with the Federal Reserve’s statutory mandate to foster maximum employment and price stability."
13,CHAIRMAN BERNANKE,"In brief, participants’ projections for economic growth have a central tendency of 2.3 to 2.6 percent for 2013, rising to 2.9 to 3.6 percent in 2015."
14,CHAIRMAN BERNANKE,"The central tendency of their projections of the unemployment rate for the fourth quarter of this year is 7.2 to 7.3 percent, declining to 5.8 to 6.2 percent in the final quarter of 2015."
15,CHAIRMAN BERNANKE,Most participants see inflation gradually increasing from its current low level toward the Committee’s longer-run objective; the central tendency of their projections for inflation is 0.8 to 1.2 percent for this year and 1.6 to 2.0 percent for 2015.
16,CHAIRMAN BERNANKE,"Before turning to today’s policy decision, let me say a few words about the Federal Reserve’s strategy for normalizing policy in the long run."
17,CHAIRMAN BERNANKE,"In the minutes of its June 2011 meeting, the Committee set forth principles that it intended to follow when the time came to normalize policy and the size and the structure of the Federal Reserve’s balance sheet."
18,CHAIRMAN BERNANKE,"As part of prudent planning, we have been reviewing these principles in recent meetings."
19,CHAIRMAN BERNANKE,We expect those discussions to continue and intend to provide further information at an appropriate time.
20,CHAIRMAN BERNANKE,"For today, I will note that, in the view of most participants, the broad principles set out in June 2011 remain applicable."
21,CHAIRMAN BERNANKE,One difference is worth mentioning.
