,speaker,sentence
0,CHAIR YELLEN,Good afternoon.
1,CHAIR YELLEN,Today the Federal Open Market Committee reaffirmed the current 0 to ¼ percent target range for the federal funds rate.
2,CHAIR YELLEN,"Since the Committee last met in April, the pace of job gains has picked up and labor market conditions have improved somewhat further."
3,CHAIR YELLEN,"Inflation has continued to run below our longer-run objective, but some of the downward pressure on inflation resulting from earlier sharp declines in energy prices is abating."
4,CHAIR YELLEN,The Committee continues to judge that the first increase in the federal funds rate will be appropriate when it has seen further improvement in the labor market and is reasonably confident that inflation will move back to its 2 percent objective over the medium term.
5,CHAIR YELLEN,"At our meeting that ended today, the Committee concluded that these conditions have not yet been achieved."
6,CHAIR YELLEN,"It remains the case that the Committee will determine the timing of the initial increase in the federal funds rate on a meeting-by-meeting basis, depending on its assessment of incoming economic information and its implications for the economic outlook."
7,CHAIR YELLEN,Let me emphasize that the importance of the initial increase should not be overstated: The stance of monetary policy will likely remain highly accommodative for quite some time after the initial increase in the federal funds rate in order to support continued progress toward our objectives of maximum employment and 2 percent inflation.
8,CHAIR YELLEN,"I will come back to today’s policy decision in a few moments, but first I would like to review recent economic developments and the outlook."
9,CHAIR YELLEN,The U.S. economy hit a soft patch earlier this year; real gross domestic product looks to have changed little in the first quarter.
10,CHAIR YELLEN,"Growth in household spending slowed, business fixed investment edged down, and net exports were a substantial drag on growth."
11,CHAIR YELLEN,Part of this weakness was likely the result of transitory factors.
12,CHAIR YELLEN,"Despite the soft first quarter, the fundamentals underlying household spending appear favorable, and consumer sentiment remains June 17, 2015 solid."
13,CHAIR YELLEN,"Looking ahead, the Committee still expects a moderate pace of GDP growth, with Chair Yellen’s Press Conference FINAL continuing job gains and lower energy prices supporting household spending."
14,CHAIR YELLEN,"The labor market data so far this year have shown further progress toward our objective of maximum employment, although at a slower pace than late last year."
15,CHAIR YELLEN,"Over the past three months, job gains have averaged about 210,000 per month, down from an average pace of 280,000 per month over the second half of last year, but still well above the pace consistent with trend labor force growth."
16,CHAIR YELLEN,"Although the unemployment rate, at 5.5 percent in May, was unchanged from the latest reading available at the time of our April meeting, the labor force participation rate edged up."
17,CHAIR YELLEN,A broader measure of unemployment that includes individuals who want and are available to work but have not actively searched recently and people who are working part time but would rather work full time has continued to improve.
18,CHAIR YELLEN,"But it seems likely that some cyclical weakness in the labor market remains: The participation rate remains below most estimates of its underlying trend, involuntary part-time employment remains elevated, and wage growth remains relatively subdued."
19,CHAIR YELLEN,"So, although progress clearly has been achieved, room for further improvement remains."
20,CHAIR YELLEN,"Inflation has continued to run below our longer-run objective, in part reflecting lower energy prices."
21,CHAIR YELLEN,Declines in import prices have also restrained inflation.
22,CHAIR YELLEN,"However, energy prices appear to have stabilized recently."
23,CHAIR YELLEN,"My colleagues and I continue to expect that as the effects of these transitory factors dissipate and as the labor market improves further, inflation will gradually move back toward our 2 percent objective over the medium term."
24,CHAIR YELLEN,"Market-based measures of inflation compensation remain low, though they have risen some from their levels earlier this year, and survey-based measures of longer-term inflation expectations have remained stable."
25,CHAIR YELLEN,The Committee will continue to monitor inflation developments carefully.
26,CHAIR YELLEN,This assessment of the outlook is reflected in the individual economic projections submitted for this meeting by FOMC participants.
27,CHAIR YELLEN,"As always, each participant’s projections are conditioned on his or her own view of appropriate monetary policy."
28,CHAIR YELLEN,"For economic growth, participants reduced their projections for this year, in line with the disappointing data for the first quarter."
29,CHAIR YELLEN,"The central tendency of the growth projections for 2015 is now 1.8 to 2.0 percent, down a little more than ½ percentage point from the March projections."
30,CHAIR YELLEN,"The central tendency rises to 2.4 to 2.7 percent next year, somewhat above estimates of the longer-run growth rate."
31,CHAIR YELLEN,The unemployment rate projections for this year are a little higher than in March.
32,CHAIR YELLEN,"At the end of this year, the central tendency for the unemployment rate stands at 5.2 to 5.3 percent, a bit above participants’ estimates of the longer-run normal unemployment rate."
33,CHAIR YELLEN,Committee participants generally see the unemployment rate declining a little further over the course of 2016 and 2017.
34,CHAIR YELLEN,"Finally, FOMC participants project inflation to be quite low this year, largely reflecting lower energy and non-energy import prices."
35,CHAIR YELLEN,"The central tendency of the inflation projections for this year is below 1 percent, unchanged since March."
36,CHAIR YELLEN,"As the transitory factors holding down inflation abate, the central tendency rises to 1.6 to 1.9 percent next year and to 1.9 to 2.0 percent in 2017."
37,CHAIR YELLEN,"Returning to monetary policy, as I noted, the Committee reaffirmed its view that the current 0 to ¼ percent target range for the federal funds rate remains appropriate."
38,CHAIR YELLEN,"As we said in our statement, the decision to raise the target range will depend on our assessment of realized and expected progress toward our objectives of maximum employment and 2 percent inflation."
39,CHAIR YELLEN,"We continue to base that assessment on a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments."
40,CHAIR YELLEN,"And we continue to anticipate that it will be June 17, 2015 appropriate to raise the target range for the federal funds rate when the Committee has seen Chair Yellen’s Press Conference FINAL further improvement in the labor market and is reasonably confident that inflation will move back to its 2 percent objective over the medium term."
41,CHAIR YELLEN,"On both of these fronts, as I noted, we have seen some progress."
42,CHAIR YELLEN,"Even so, the Committee judged that economic conditions do not yet warrant an increase in the federal funds rate."
