,speaker,sentence
0,CHAIR POWELL,Good afternoon.
1,CHAIR POWELL,I will begin with one overarching message: We at the Fed understand the hardship that high inflation is causing.
2,CHAIR POWELL,"We are strongly committed to bringing inflation back down, and we’re moving expeditiously to do so."
3,CHAIR POWELL,We have both the tools we need and the resolve that it will take to restore price stability on behalf of American families and businesses.
4,CHAIR POWELL,The economy and the country have been through a lot over the past two and a half years and have proved resilient.
5,CHAIR POWELL,It is essential that we bring inflation down if we are to have a sustained period of strong labor market conditions that benefit all.
6,CHAIR POWELL,"From the standpoint of our congressional mandate to promote maximum employment and price stability, the current picture is plain to see: The labor market is extremely tight, and inflation is much too high."
7,CHAIR POWELL,"Against this backdrop, today the Federal Open Market Committee raised its policy interest rate by ¾ percentage point and anticipates that ongoing increases in that rate will be appropriate."
8,CHAIR POWELL,"In addition, we are continuing the process of significantly reducing the size of our balance sheet."
9,CHAIR POWELL,I’ll have more to say about today’s monetary policy actions after briefly reviewing economic developments.
10,CHAIR POWELL,"Overall economic activity edged down in the first quarter, as unusually sharp swings in inventories and net exports more than offset continued strong underlying demand."
11,CHAIR POWELL,"Recent indicators suggest that real GDP growth has picked up this quarter, with consumption spending remaining strong."
12,CHAIR POWELL,"In contrast, growth in business fixed investment appears to be slowing, and activity in the housing sector looks to be softening, in part reflecting higher mortgage rates."
13,CHAIR POWELL,The tightening in financial conditions that we’ve seen in recent months should continue to temper growth and help bring demand into better balance with supply.
14,CHAIR POWELL,"As shown in our Summary of Economic Projections, FOMC participants have marked down their projections for economic activity, with the median projection for real GDP growth running below 2 percent through 2024."
15,CHAIR POWELL,"The labor market has remained extremely tight, with the unemployment rate near a 50-year low, job vacancies at historical highs, and wage growth elevated."
16,CHAIR POWELL,"Over the past three months, employment rose by an average of 408,000 jobs per month, down from the average pace seen earlier in the year but still robust."
17,CHAIR POWELL,"Improvements in labor market conditions have been widespread, including for workers at the lower end of the wage distribution as well as for African Americans and Hispanics."
18,CHAIR POWELL,"Labor demand is very strong, while labor supply remains subdued, with the labor force participation rate little changed since January."
19,CHAIR POWELL,"FOMC participants expect supply and demand conditions in the labor market to come into better balance, easing the upward pressures on wages and prices."
20,CHAIR POWELL,"The median projection in the SEP for the unemployment rate rises somewhat over the next few years, moving from 3.7 percent at the end of this year to 4.1 percent in 2024, levels that are noticeably above the March projections."
21,CHAIR POWELL,Inflation remains well above our longer-run goal of 2 percent.
22,CHAIR POWELL,"Over the 12 months ending in April, total PCE prices rose 6.3 percent; excluding the volatile food and energy categories, core prices rose 4.9 percent."
23,CHAIR POWELL,"In May, the 12-month change in the consumer price index came in above expectations at 8.6 percent, and the change in the core CPI was 6 percent."
24,CHAIR POWELL,"Aggregate demand is strong, supply constraints have been larger and longer lasting than anticipated, and price pressures have spread to a broad range of goods and services."
25,CHAIR POWELL,The surge in prices of crude oil and other commodities that resulted from Russia’s invasion of Ukraine is boosting prices for gasoline and food and is creating additional upward pressure on inflation.
