,speaker,sentence
0,CHAIR POWELL,"Good evening, everyone."
1,CHAIR POWELL,Today the Federal Reserve took a number of actions to support American families and business and the economy overall and to promote the flow of credit as we weather disruptions caused by the coronavirus.
2,CHAIR POWELL,The virus is having a profound effect on people across the United States and around the world.
3,CHAIR POWELL,"On behalf of my colleagues at the Federal Reserve, our first concern is for those who’ve been harmed."
4,CHAIR POWELL,"Families, businesses, schools, organizations, and governments at all levels are taking steps to protect people’s health."
5,CHAIR POWELL,"These measures, which are essential for containing the outbreak, will nonetheless understandably take a toll on economic activity in the near term."
6,CHAIR POWELL,"While the primary response to this challenge will come from our health-care providers and policy experts, economic policymakers must do what we can to ease hardship caused by the disruptions to the economy and to support a swift return to normal once they have passed."
7,CHAIR POWELL,"The Federal Reserve’s role is guided by our mandate from Congress to promote maximum employment and stable prices for the American people, along with our responsibilities to promote the stability of the financial system."
8,CHAIR POWELL,"Today we reduced the target range for our policy interest rate by 1 percentage point, bringing it close to zero, and said that we expect to maintain the rate at this level until we’re confident that the economy has weathered recent events and is on track to achieve our maximum employment and price stability goals."
9,CHAIR POWELL,"In addition, we took other actions to support the flow of credit to households and businesses."
10,CHAIR POWELL,"Before describing our actions more fully, I will share how my colleagues and I currently view the economic outlook."
11,CHAIR POWELL,The economy came into this challenging period on a strong footing.
12,CHAIR POWELL,The unemployment rate was 3.5 percent in February and has been at or near half-century lows for almost two years.
13,CHAIR POWELL,"Job gains have been running at a solid pace, well above what is needed to March 15, 2020 provide jobs for new entrants into the labor market."
14,CHAIR POWELL,Participation in the labor force by people in Chair Powell’s Press Conference Call FINAL their prime working years remained near its highest rate in more than a decade.
15,CHAIR POWELL,"And wages have been rising, particularly for lower-paying jobs."
16,CHAIR POWELL,"Overall economic activity has been expanding at a moderate rate, even though weak growth abroad and trade developments have been weighing on some sectors."
17,CHAIR POWELL,"U.S. banks are strong, have high levels of capital and liquidity, and are well positioned to provide credit to households and businesses."
18,CHAIR POWELL,"Against this favorable backdrop, the virus presents significant economic challenges."
19,CHAIR POWELL,"Like others, we expect that the illness and the measures now being put in place to stem its spread will have a significant effect on economic activity in the near term."
20,CHAIR POWELL,"Those in travel, tourism, and hospitality industries are already seeing a sharp drop in business."
21,CHAIR POWELL,"In addition, the effects of the outbreak are restraining economic activity in many foreign economies, which is causing difficulties for U.S. industries that rely on global supply chains."
22,CHAIR POWELL,The weakness abroad will also weigh on our exports for a time.
23,CHAIR POWELL,"Moreover, the energy sector has recently come under stress because of the large drop in global oil prices."
24,CHAIR POWELL,"Inflation, which has continued to run below our symmetric 2 percent objective, will likely be held down this year by the effects of the outbreak."
25,CHAIR POWELL,Financial conditions have also tightened markedly.
26,CHAIR POWELL,"The cost of credit has risen for all but the strongest borrowers, and stock markets around the world are down sharply."
27,CHAIR POWELL,"Moreover, the rapidly evolving situation has led to high volatility in financial markets as everyone tries to assess the path ahead."
28,CHAIR POWELL,"In the past week, several important financial markets, including the market for U.S. Treasury securities, have at times shown signs of stress and impaired liquidity."
29,CHAIR POWELL,The market for Treasury securities is a critical part of the foundation of the global financial system.
30,CHAIR POWELL,It is generally the most liquid of all markets and serves as the benchmark by which many other financial assets are valued.
31,CHAIR POWELL,"It plays an important role in allowing households March 15, 2020 and firms to earn a safe return and manage their risks."
32,CHAIR POWELL,"When stresses arise in the Treasury Chair Powell’s Press Conference Call FINAL market, they can reverberate through the entire financial system and the economy."
33,CHAIR POWELL,"To prevent this from happening and to support the smooth functioning of the Treasury market, we announced today that we will purchase at least $500 billion of Treasury securities over the coming months."
34,CHAIR POWELL,"Similar stresses have also emerged in the market for agency mortgage-backed securities, which is closely linked to the Treasury market and critically supports the ability of people to get a mortgage to buy a house or refinance an existing mortgage."
35,CHAIR POWELL,"To improve the functioning of this market and to ensure the effective transmission of monetary policy to borrowers in the economy, we will also purchase at least $200 billion of agency mortgage-backed securities over coming months and immediately cease the runoff of these securities in our portfolio."
36,CHAIR POWELL,"While the primary purpose of these securities purchases is to restore smooth market functioning so that credit can continue to flow, the purchases will also foster more accommodative financial conditions."
37,CHAIR POWELL,"The Federal Reserve announced a number of other actions today to support the flow of credit to households and businesses, thereby promoting our maximum employment and price stability goals."
38,CHAIR POWELL,"Of these, I will highlight two."
39,CHAIR POWELL,"First, we reduced the interest rate on discount window loans by 1½ percentage points, bringing that rate to ¼ percent."
40,CHAIR POWELL,"The discount window plays an important role in supporting liquidity and stability in the banking system, and we encourage banks to turn to the discount window to help meet demands for credit from households and businesses."
41,CHAIR POWELL,"To make the discount window more effective, we will also offer discount window loans for periods up to 90 days."
42,CHAIR POWELL,"Because of the importance of the U.S. dollar in the global economy, strains in markets for borrowing and lending dollars overseas can disrupt financial conditions here in the United States."
43,CHAIR POWELL,"March 15, 2020 To guard against such disruptions, the Federal Reserve maintains swap lines with five major Chair Powell’s Press Conference Call FINAL central banks."
44,CHAIR POWELL,"When dollar funding pressures emerge abroad, those central banks can contain the pressures in their jurisdictions and prevent them from impeding the flow of credit here at home."
45,CHAIR POWELL,"To address potential pressures in these markets during the current period of elevated uncertainty, we made a coordinated announcement with the Bank of Canada, the Bank of England, the Bank of Japan, the European Central Bank, and the Swiss National Bank to reduce the pricing on our dollar swap lines."
46,CHAIR POWELL,"In addition, our central bank counterparts will begin offering dollars to institutions in their jurisdictions for a term of 84 days in addition to the usual one-week operation."
47,CHAIR POWELL,These long-standing arrangements carry no risk to the Federal Reserve or to the American taxpayer.
48,CHAIR POWELL,"I won’t go into detail on the other actions we took today, but they involved eliminating reserve requirements for banks and encouraging banks to make use of intraday credit with the Federal Reserve and to use their capital and liquidity buffers as they support lending to households and businesses."
49,CHAIR POWELL,"The actions we have announced today will help American families and businesses and, indeed, our entire economy weather this difficult period and will foster a more vigor—more vigorous return to normal once the disruptions from the coronavirus abate."
50,CHAIR POWELL,We will continue to closely monitor economic and financial developments and their implications for the economic outlook.
51,CHAIR POWELL,"We are prepared to use our full range of tools to support the flow of credit to households and business, to help keep the economy strong, and to promote our maximum employment and price stability goals."
52,CHAIR POWELL,"Finally, let me note that today’s FOMC meeting today was in lieu of the meeting scheduled for next Tuesday and Wednesday."
53,CHAIR POWELL,Thank you.
54,CHAIR POWELL,I’ll be—I’ll be happy to take a few of your questions.
55,MICHELLE SMITH,The Chair will now take some questions.
56,MICHELLE SMITH,Please dial “star 1” on your phone to indicate you want to ask a question.
57,MICHELLE SMITH,You will be unmuted when you are called on.
58,MICHELLE SMITH,"[Extended silence] Okay, CNBC."
59,STEVE LIESMAN,Thank you.
60,STEVE LIESMAN,"Mr. Chairman, how effective do you expect this—these actions to be?"
61,STEVE LIESMAN,Do you—do you think a recession is inevitable and/or can be avoided?
62,STEVE LIESMAN,"Secondly, there was talk about additional programs that could come out—for example, a Primary Dealer Credit Facility or a Term Auction Facility."
63,STEVE LIESMAN,Do you expect those to be announced soon?
64,STEVE LIESMAN,Thank you.
65,CHAIR POWELL,Thank you.
66,CHAIR POWELL,"So, based on our discussions today and many conversations with participants, it’s fair to say that we have a range of views about the path of the economy, as is always the case with the Fed."
67,CHAIR POWELL,"But, in general, I’d say that we see the U.S. economy as having been in quite a strong position before the arrival of the virus."
68,CHAIR POWELL,"We see that it is likely that the measures we take to protect ourselves from the virus will involve withdrawing from or reducing certain activities—thinking there of travel, leisure, hospitality, those things—and that’s going to mean lower economic activity for a period of time."
69,CHAIR POWELL,These are choices that we make to protect ourselves—appropriate choices that we make to protect ourselves from the virus.
