,speaker,sentence
0,CHAIRMAN POWELL,"Good afternoon, everyone."
1,CHAIRMAN POWELL,Thanks very much for being here today.
2,CHAIRMAN POWELL,[Cough] Pardon me.
3,CHAIRMAN POWELL,"Over the past year the economy has been growing at a strong pace, the unemployment rate has been near record lows, and inflation has been low and stable."
4,CHAIRMAN POWELL,All of those things remain true today.
5,CHAIRMAN POWELL,"Since the September meeting of the FOMC, however, some crosscurrents have emerged."
6,CHAIRMAN POWELL,I’ll explain how my colleagues and I are incorporating those crosscurrents into our judgments about the outlook and the appropriate course of policy.
7,CHAIRMAN POWELL,"Since September, the U.S. economy has continued to perform well, roughly in line with our expectations."
8,CHAIRMAN POWELL,The economy has been adding jobs at a pace that will continue bringing the unemployment rate down over time.
9,CHAIRMAN POWELL,Wages have moved up for workers across a wide range of occupations—a welcome development.
10,CHAIRMAN POWELL,Inflation has remained low and stable and is ending the year a bit more subdued than most had expected.
11,CHAIRMAN POWELL,"Although some American families and communities continue to struggle and some longer-term economic problems remain, the strong economy is benefiting many Americans."
12,CHAIRMAN POWELL,"Despite this robust economic backdrop and our expectation for healthy growth, we have seen developments that may signal some softening relative to what we were expecting a few months ago."
13,CHAIRMAN POWELL,"Growth in other economies around the world has moderated somewhat over the course of 2018, albeit to still-solid levels."
14,CHAIRMAN POWELL,"At the same time, financial market volatility has increased over the past couple of months, and overall financial conditions have tightened—that is, they have become less supportive of growth."
15,CHAIRMAN POWELL,"In our view, these developments have not fundamentally altered the outlook."
16,CHAIRMAN POWELL,"Most FOMC participants have, instead, modestly lowered their growth and inflation forecasts for next December 19, 2018 year."
17,CHAIRMAN POWELL,"The projections of Committee participants released today show growth continuing at Chairman Powell’s Press Conference FINAL healthy levels, the unemployment rate falling a bit further next year, and inflation remaining near 2 percent."
18,CHAIRMAN POWELL,"The projections also show a modestly lower path for the federal funds rate, which should support the economy and keep us near our goals."
19,CHAIRMAN POWELL,"As the economy struggled to recover from the financial crisis and the subsequent recession, the Committee held our policy rate near zero for seven years to give the economy the best chance to recover."
20,CHAIRMAN POWELL,"And the economy did recover steadily, if slowly at times."
21,CHAIRMAN POWELL,Three years ago the Committee came to the view that the best way to achieve our mandate was to gradually move interest rates back to levels that are more normal in a healthy economy.
22,CHAIRMAN POWELL,Today we raised our target range for the short-term interest rates by another ¼ percentage point.
