,sentence
0,"Main Menu Toggle Button Sections Search Toggle Button Search Search Submit Button Submit Aboutthe Fed Structure of the Federal Reserve System The Fed Explained Board Members Advisory Councils Federal Reserve Banks Federal Reserve Act Currency Board Meetings Board Votes Diversity & Inclusion Careers Do Business with the Board Holidays Observed - K.8 Ethics & Values Contact Requesting Information (FOIA) FAQs Economic Education Fed Financial Statements Innovation News & Events Press Releases Speeches Testimony Calendar Videos Photo Gallery Conferences MonetaryPolicy Federal Open Market Committee About the FOMC Meeting calendars and information Transcripts and other historical materials FAQs Monetary Policy Principles and Practice Notes Policy Implementation Policy Normalization Policy Tools Reports Monetary Policy Report Beige Book Federal Reserve Balance Sheet Developments Review of Monetary Policy Strategy, Tools, and Communications Overview Supervision& Regulation Institution Supervision Community & Regional Financial Institutions Large Financial Institutions Foreign Banking Organizations Financial Market Utilities Consumer Compliance Reports Federal Reserve Supervision and Regulation Report Reporting Forms All Reporting Forms Recent Updates Information collections under review Financial Statements Applications/structure change Federal Financial Institutions Examination Council (FFIEC) Municipal & Government Securities Supervision & Regulation Letters By Year By Topic Banking Applications & Legal Developments Application Process Board & Reserve Bank Action Enforcement Actions & Legal Developments Regulatory Resources Regulations Manuals Basel Regulatory Framework Volcker Rule Education, Training, and Assistance Banking & Data Structure Beneficial Ownership reports Large Commercial Banks U.S. Offices of Foreign Entities Financial Holding Companies Interstate Branching Securities Underwriting & Dealing Subsidiaries Minority Depository Institutions FinancialStability Financial Stability Assessments About Financial Stability Types of Financial System Vulnerabilities & Risks Monitoring Risk Across the Financial System Proactive Monitoring of Markets & Institutions Financial Stability & Stress Testing Financial Stability Coordination & Actions Responding to Financial System Emergencies Cooperation on Financial Stability Reports Financial Stability Report PaymentSystems Regulations & Statutes Regulation CC (Availability of Funds and Collection of Checks) Regulation II (Debit Card Interchange Fees and Routing) Regulation HH (Financial Market Utilities) Other Regulations and Statutes Payment Policies Federal Reserve's Key Policies for the Provision of Financial Services Overnight Overdrafts Payment System Risk Sponsorship for Priority Telecommunication Services Reserve Bank Payment Services & Data Automated Clearinghouse Services Check Services Currency and Coin Services Daylight Overdrafts and Fees FedNowâ„ Service Fedwire Funds Services Fedwire Securities Services Fiscal Agency Services National Settlement Service Financial Market Utilities & Infrastructures Supervision & Oversight of Financial Market Infrastructures Designated Financial Market Utilities International Standards for Financial Market Infrastructures Research, Committees, and Forums Payment Research Federal Reserve Payments Study (FRPS) Payments System Policy Advisory Committee Forums EconomicResearch Meet the Economists Working Papers and Notes Finance and Economics Discussion Series (FEDS) FEDS Notes International Finance Discussion Papers (IFDP) Data, Models and Tools Economic Research Data FRB/US Model Estimated Dynamic Optimization (EDO) Model Survey of Consumer Finances (SCF) Data Data Download Program Bank Assets and Liabilities Aggregate Reserves of Depository Institutions and the Monetary Base - H.3 Assets and Liabilities of Commercial Banks in the U.S. - H.8 Assets and Liabilities of U.S."
1,Corporations Dealer Financing Terms Senior Credit Officer Opinion Survey on Dealer Financing Terms Exchange Rates and International Data Foreign Exchange Rates - H.10/G.5 International Summary Statistics Securities Holdings and Transactions Statistics Reported by Banks and Other Financial Firms in the United States Structure and Share Data for U.S. Offices of Foreign Banks Financial Accounts Financial Accounts of the United States - Z.1 Household Finance Consumer Credit - G.19 Household Debt Service and Financial Obligations Ratios Mortgage Debt Outstanding Survey of Consumer Finances (SCF) Survey of Household Economics and Decisionmaking Industrial Activity Industrial Production and Capacity Utilization - G.17 Interest Rates Selected Interest Rates - H.15 Micro Data Reference Manual (MDRM) Micro and Macro Data Collections Money Stock and Reserve Balances Factors Affecting Reserve Balances - H.4.1 Money Stock Measures - H.6 Other Yield Curve Models and Data Consumers& Communities Regulations Community Reinvestment Act (CRA) All Regulations SupervisionÂ & Enforcement CA Letters Enforcement Actions Independent Foreclosure Review Community Development Housing and Neighborhood Revitalization Small Business and Entrepreneurship Employment and Workforce Development Community Development Finance Rural Community and Economic Development Conferences ResearchÂ & Analysis Survey of Household Economics and Decisionmaking Research Publications & Data Analysis Community Advisory Council Consumer Resources Mortgage and Foreclosure Resources Federal Reserve Community Development Resources Home News & Events Speeches Speech PDF Please enable JavaScript if it is disabled in your browser or access the information through the links provided below.
2,"The outlook is bright, but uncertainty remains, and employment and inflation are far from our goals."
3,"The latest jobs report is a reminder that the path of reopening and recoveryâ€”like the shutdownâ€”is likely to be uneven and difficult to predict, so basing monetary policy on outcomes rather than the outlook will serve us well."
4,"Real personal consumption expenditures (PCE) jumped 10.7 percent, supporting a robust 6.4 percent growth rate in real gross domestic product (GDP) in the first quarter, despite a large runoff of inventories amid supply chain bottlenecks."
5,"For instance, the strength of domestic demand this year relative to next will depend on how quickly or slowly a large share of accumulated household savings is spent out."
6,"This, in turn, hinges in part on the distribution of household savings and how much is concentrated among households who are less likely to spend, perhaps because their services consumption returns only to pre-COVID levels or their near-term demand for durable goods has largely been satiated.4 There is also uncertainty about how much of the strong domestic aggregate demand will leak abroad rather than translating into domestic output."
7,"As supply chain and shipping bottlenecks ease, international spillovers could lead to some slippage between the increase in domestic demand and domestic resource utilization."
8,"While the fiscal support provided to households is raising consumer spending and GDP this year, the absence of similar transfers will lower the growth rate of spending next year relative to this year."
9,The boost to spending from pent up demand this year as the economy reopens is also unlikely to be repeated next year.
10,"Over the past few months, the demand for workers has strengthened as COVID-affected sectors have reopened."
11,"Although the fraction of the population ages 25 to 54 that is employed has improved in each month of this year, the current prime-age employment-to-population (EPOP) ratio of 76.9 percent is still far from the 80 percent level reached during both of the past two expansions.5 On the demand side, we saw a welcome increase of 331,000 jobs in the hard-hit leisure and hospitality sector in April following a 206,000 increase in March."
12,The increase in average hours worked and the reduction in people who are working part time but would prefer full-time work suggest some employers are responding to the increase in demand by lengthening workweeks.
13,"There is good reason to expect a strong rebound in employment over coming quarters, although the different forces affecting demand and supply may lead to uneven rates of progress."
14,"But today, by any measure, employment remains far from our goals."
15,The unemployment rate remains elevated at 8.9 percent when we adjust the narrow 6.1 percent U-3 measure of unemployment to also reflect workers who have left the labor force since the pandemic started and those who are misclassified.
16,"As of the latest reading, there is an employment shortfall of 8.2 million relative to the pre-pandemic level, and the employment shortfall is over 10 million if we take into account the secular job growth that would have occurred over the period since February 2020 in normal circumstances.11 The path of inflation is also difficult to predict, although there are a variety of reasons to expect an increase in inflation associated with reopening that is largely transitory."
17,"Most immediately, base effects are likely to contribute substantially to the 12-month readings of headline and core PCE inflation in April and May as the price declines of March and April 2020 roll out of the 12-month calculation."
18,"I also anticipate that the recent surge in energy prices, which contributed about 1/2 percentage point to the March 12-month headline PCE reading, will fade over time, although recent pipeline disruptions add some uncertainty."
19,It is much more difficult to predict the size and duration of supply-side bottlenecks and how these will interact with the pattern of demand to feed through into inflation.
20,"If past experience is any guide, production will rise to meet the level of goods demand before too long."
21,The supplyâ€“demand imbalances in the in-person services sector are expected to be resolved within a few quarters with progress on virus control and the return of in-person schooling.
22,"And demand growth itself is expected to moderate after a reopening surge, broadly coinciding with the time when some of the current tailwinds from fiscal support and makeup consumption turn to headwinds."
23,"Of course, there may be additional demand and supply surprises that could further complicate the inflation picture."
24,"To the extent that supply chain congestion and other reopening frictions are transitory, they are unlikely to generate persistently higher inflation on their own."
25,"A persistent material increase in inflation would require not just that wages or prices increase for a period after reopening, but also a broad expectation that they will continue to increase at a persistently higher pace."
26,A limited period of pandemic-related price increases is unlikely to durably change inflation dynamics.
27,"Past experience suggests many businesses are likely to compress margins and to rely on automation to reduce costs rather than fully passing on price increases.12 In the December Duke CFO Survey, roughly one-half of chief financial officers from large firms and about one-third of those from small firms reported ""using, or planning to use, automation or technology to reduce reliance on labor."
28,"Thus, there are compelling reasons to expect the well-entrenched inflation dynamics that prevailed for a quarter-century to reassert themselves next year as imbalances associated with reopening are resolved, work and consumption patterns settle into a post-pandemic ""new normal,"" and some of the current tailwinds shift to headwinds.14 I will be carefully monitoring measures of longer-term inflation expectations to ensure they are well anchored at 2 percent."
29,"To date, various measures suggest inflation expectations remain well anchored and broadly consistent with our new framework."
