,sentence
0,"Main Menu Toggle Button Sections Search Toggle Button Search Search Submit Button Submit Aboutthe Fed Structure of the Federal Reserve System The Fed Explained Board Members Advisory Councils Federal Reserve Banks Federal Reserve Act Currency Board Meetings Board Votes Diversity & Inclusion Careers Do Business with the Board Holidays Observed - K.8 Ethics & Values Contact Requesting Information (FOIA) FAQs Economic Education Fed Financial Statements Innovation News & Events Press Releases Speeches Testimony Calendar Videos Photo Gallery Conferences MonetaryPolicy Federal Open Market Committee About the FOMC Meeting calendars and information Transcripts and other historical materials FAQs Monetary Policy Principles and Practice Notes Policy Implementation Policy Normalization Policy Tools Reports Monetary Policy Report Beige Book Federal Reserve Balance Sheet Developments Review of Monetary Policy Strategy, Tools, and Communications Overview Supervision& Regulation Institution Supervision Community & Regional Financial Institutions Large Financial Institutions Foreign Banking Organizations Financial Market Utilities Consumer Compliance Reports Federal Reserve Supervision and Regulation Report Reporting Forms All Reporting Forms Recent Updates Information collections under review Financial Statements Applications/structure change Federal Financial Institutions Examination Council (FFIEC) Municipal & Government Securities Supervision & Regulation Letters By Year By Topic Banking Applications & Legal Developments Application Process Board & Reserve Bank Action Enforcement Actions & Legal Developments Regulatory Resources Regulations Manuals Basel Regulatory Framework Volcker Rule Education, Training, and Assistance Banking & Data Structure Beneficial Ownership reports Large Commercial Banks U.S. Offices of Foreign Entities Financial Holding Companies Interstate Branching Securities Underwriting & Dealing Subsidiaries Minority Depository Institutions FinancialStability Financial Stability Assessments About Financial Stability Types of Financial System Vulnerabilities & Risks Monitoring Risk Across the Financial System Proactive Monitoring of Markets & Institutions Financial Stability & Stress Testing Financial Stability Coordination & Actions Responding to Financial System Emergencies Cooperation on Financial Stability Reports Financial Stability Report PaymentSystems Regulations & Statutes Regulation CC (Availability of Funds and Collection of Checks) Regulation II (Debit Card Interchange Fees and Routing) Regulation HH (Financial Market Utilities) Other Regulations and Statutes Payment Policies Federal Reserve's Key Policies for the Provision of Financial Services Overnight Overdrafts Payment System Risk Sponsorship for Priority Telecommunication Services Reserve Bank Payment Services & Data Automated Clearinghouse Services Check Services Currency and Coin Services Daylight Overdrafts and Fees FedNowâ„ Service Fedwire Funds Services Fedwire Securities Services Fiscal Agency Services National Settlement Service Financial Market Utilities & Infrastructures Supervision & Oversight of Financial Market Infrastructures Designated Financial Market Utilities International Standards for Financial Market Infrastructures Research, Committees, and Forums Payment Research Federal Reserve Payments Study (FRPS) Payments System Policy Advisory Committee Forums EconomicResearch Meet the Economists Working Papers and Notes Finance and Economics Discussion Series (FEDS) FEDS Notes International Finance Discussion Papers (IFDP) Data, Models and Tools Economic Research Data FRB/US Model Estimated Dynamic Optimization (EDO) Model Survey of Consumer Finances (SCF) Data Data Download Program Bank Assets and Liabilities Aggregate Reserves of Depository Institutions and the Monetary Base - H.3 Assets and Liabilities of Commercial Banks in the U.S. - H.8 Assets and Liabilities of U.S."
1,Corporations Dealer Financing Terms Senior Credit Officer Opinion Survey on Dealer Financing Terms Exchange Rates and International Data Foreign Exchange Rates - H.10/G.5 International Summary Statistics Securities Holdings and Transactions Statistics Reported by Banks and Other Financial Firms in the United States Structure and Share Data for U.S. Offices of Foreign Banks Financial Accounts Financial Accounts of the United States - Z.1 Household Finance Consumer Credit - G.19 Household Debt Service and Financial Obligations Ratios Mortgage Debt Outstanding Survey of Consumer Finances (SCF) Survey of Household Economics and Decisionmaking Industrial Activity Industrial Production and Capacity Utilization - G.17 Interest Rates Selected Interest Rates - H.15 Micro Data Reference Manual (MDRM) Micro and Macro Data Collections Money Stock and Reserve Balances Factors Affecting Reserve Balances - H.4.1 Money Stock Measures - H.6 Other Yield Curve Models and Data Consumers& Communities Regulations Community Reinvestment Act (CRA) All Regulations SupervisionÂ & Enforcement CA Letters Enforcement Actions Independent Foreclosure Review Community Development Housing and Neighborhood Revitalization Small Business and Entrepreneurship Employment and Workforce Development Community Development Finance Rural Community and Economic Development Conferences ResearchÂ & Analysis Survey of Household Economics and Decisionmaking Research Publications & Data Analysis Community Advisory Council Consumer Resources Mortgage and Foreclosure Resources Federal Reserve Community Development Resources Home News & Events Speeches Speech PDF Please enable JavaScript if it is disabled in your browser or access the information through the links provided below.
2,"June 01, 2021 Remaining Steady as the Economy Reopens Governor Lael Brainard At The Economic Club of New York, New York, New York (via webcast) Share It is a pleasure to join the Economic Club of New York for this discussion.1 Consumer demand is strong, vaccine coverage is expanding, and pandemic-affected sectors are reopening in fits and starts."
3,"As was the pandemic shutdown with its ebbs and flows, the reopening is without precedent, and it is generating supplyâ€“demand mismatches at the sectoral level that are temporary in nature."
4,The supplyâ€“demand mismatches at the sectoral level are making it difficult to precisely assess inflationary developments and the amount of resource slack from month to month.
5,The best way to achieve our maximum-employment and average-inflation goals is to be steady and transparent in our outcome-based approach to monetary policy while remaining attentive to the evolution of the data and prepared to adjust as needed.
6,Pent-Up Demand and Supply Constraints Last week's updated estimate of first-quarter real gross domestic product continued to show strong annualized growth of 6.4 percent.
7,"I expect a further acceleration in output growth driven by consumer demand during the current quarter as the reopening of the economy broadens.2 Looking through the month-to-month variation, the data suggest that very strong underlying spending growth is continuing this quarter, fueled by recent fiscal support and continued reopening."
8,"Spending growth is strong in the pandemic-affected services sectors that are reopening, with spending at restaurants and bars increasing 3 percent in April after surging 13.5 percent in March."
9,Growth this year is expected to be the strongest in decades as the economy bounces back from the depressed level associated with the pandemic.
10,"Spending could moderate, for instance, if the additional savings is concentrated among higher-income households that may have already completed many of their durable goods purchases and may return to pre-pandemic consumption of discretionary services rather than making up for the underconsumption during the shutdown.3 The timing of household consumption out of the accumulated savings will be very important for the strength of demand not just this year, but also next."
11,"So an important question is how much household spending will continue to support growth into next year as opposed to settling back to pre-pandemic trends, which would be an additional headwind relative to the strong makeup consumption we have seen so far this year."
12,"During the current reopening phase, the surge in demand is hitting some sectors before the supply side has had a chance to catch up."
13,"Importantly, the reopening pains associated with mismatches between demand and supply in most sectors are temporary in nature and are likely to be resolved as pent-up demand moderates and businesses hire and expand."
14,These temporary reopening mismatches are evident in recent data on both the employment and inflation sides of our mandate.
15,Supplyâ€“Demand Mismatches in Inflation The reopening dynamics are evident in the April inflation readings.
16,"I had been anticipating a notable move up in inflation beginning in April and lasting several months due to a combination of base effects and temporary reopening supply and demand mismatches.4 Core PCE inflation moved up to 3.1 percent on a 12-month basis in April, while 12-month total PCE inflation rose to 3.6 percent amid high energy prices."
17,A significant portion of these 12-month readings reflect contributions from base effects that resulted from the pandemic-related price declines in March 2020 dropping out of the 12-month calculation.
18,Core PCE inflation is estimated to be 2.4 percent in April after adjusting for base effects.
19,"Apart from base effects, the underlying factors driving the increase in inflation are consistent with my expectations that we would see temporary price increases associated with sectoral supplyâ€“demand imbalances, and that the timing and sectoral incidence of these increases would be difficult to predict."
20,"While the level of inflation in my near-term outlook has moved somewhat higher, my expectation for the contour of inflation moving back towards its underlying trend in the period beyond the reopening remains broadly unchanged."
21,"Used vehicles, airfares, and accommodations together contributed nearly one-third of month-over-month core PCE inflation in April even though the cumulative weight of all three components in the core PCE basket is only 3 percent."
22,The major contributors to the April core PCE inflation increase are not significant drivers of core inflation historically.
23,"On the demand side, stimulus payments and low borrowing rates have given households additional capability to purchase vehicles, and the pandemic appears to have increased the relative value of private transportation."
24,"As a result, used car prices, which had followed a slight downward trend in the years leading up to the pandemic, jumped a record 10 percent in April."
25,"Similarly, the travel-related accommodations and airfare sectors also contributed nearly 0.1 percentage point to month-over-month core PCE inflation."
26,Prices in these categories are recovering from depressed values well below their pre-COVID levels.
27,"Prices are expected to continue to rise amid renewed summer travel, but the natural limitations to making up spending on foregone travel are likely to result in a normalization of demand growth after a few quarters, and the capacity in these sectors will likewise increase from their depressed pandemic levels as hiring proceeds."
28,"In assessing the risk that such transitory pricing pressures get embedded in persistently high inflation, it is critical to remember that inflation averaged less than 2 percent over the past quarter-century, and that statistical measures of trend inflation ran consistently below 2 percent for decades before the pandemic.5 Relative to the entrenched inflation dynamics that existed before the pandemic, the sharp temporary increases in some categories of goods and services seem unlikely to leave an imprint on longer-run inflation behavior."
29,"To be sure, I will keep a close watch on a range of indicators for any signs of an unwelcome change in longer-term inflation expectations."
