,sentence
0,"My subject is the outlook for the U.S. economy and inflation, and the Federal Reserve's efforts to get inflation under control.1 I will start with the outlook for the economy, focusing on inflation, and then turn to a discussion of the housing market, where strong demand has outrun limited supply, causing substantial increases in prices for shelter, which is a large component of inflation."
1,"Because the housing market is sensitive to changes in interest rates and thus to monetary policy, I'll conclude by discussing how housing is being affected by the Federal Open Market Committee's (FOMC) efforts to achieve our dual mandate of maximum employment and stable prices."
2,"Recent data on economic activity suggest that after a slight contraction in gross domestic product in the first half of this year, the economy is posed for modest but below-trend growth in the latter half."
3,"Employers added 315,000 jobs in August, well above the rate needed to keep up with population growth."
4,"While the unemployment rate rose, that was largely due to nearly 800,000 people who joined the civilian labor force, many of them drawn in by ample job openings and fast wage growth."
5,"At 3.7 percent, the unemployment rate was below the median projection for its long run rate among FOMC participants."
6,"Furthermore, initial unemployment claims are very low and stable."
7,"As a result, I don't expect tomorrow's jobs report to alter my view that we should be focused 100 percent on reducing inflation."
8,"Since I last spoke about the economic outlook on September 9, we have received two important pieces of data on inflation for August, consumer price index (CPI) and the price index for personal consumption expenditures (PCE).2 Both reports confirmed that overall inflation remained much too high in August."
9,"Though gasoline prices fell, which was very welcome news for consumers, food prices increased notably."
10,"Core PCE inflation, which strips out the volatile categories of food and energy, moved up to 0.6 percent for the month, which implies an annualized rate of inflation of about 7 percent in core goods and services."
11,"Furthermore, core PCE inflation is not only high, but very persistent, with monthly prints of core PCE inflation at an annualized rate averaging about 5 percent this year."
12,These numbers indicate that inflation is far from the FOMC's goal and not likely to fall quickly.
13,"This is not the inflation outcome I am looking for to support a slower pace of rate hikes or a lower terminal policy rate than projected in the September 2022 SEP. And, though there are additional data to come, in my view, we haven't yet made meaningful progress on inflation and until that progress is both meaningful and persistent, I support continued rate increases, along with ongoing reductions in the Fed's balance sheet, to help restrain aggregate demand."
14,"We currently do not face a tradeoff between our employment objective and our inflation objective, so monetary policy can and must be used aggressively to bring down inflation."
15,Let me turn to the troubling persistence of inflation.
16,"In the past couple of inflation reports, housing services has been a major contributor to measured inflation."
17,"In the latest inflation reports, shelter prices rose 0.7 percent on a monthly basis."
18,"Housing has a large weight in price indexes, as households spend a sizable amount of their incomes on housing services."
19,The combination of high monthly inflation and a large weight in measuring overall prices means that shelter inflation is a key driver of overall inflation.
20,"Moreover, shelter inflation is a particularly persistent component of inflation and why I am focused on closely watching shelter inflation in determining my outlook for U.S. inflation."
21,"Unfortunately, the message is that shelter inflation will likely remain high for several months, meaning overall core PCE inflation will continue to be persistently high."
22,There has been a considerable imbalance in the supply and demand for housing for some time.
23,Housing is also sensitive to interest rates and thus quite responsive to monetary policy.
24,"So for the next few minutes, I would like to focus on how demandâ€“supply imbalance in both owner-occupied and rental markets came about, how it is affecting prices for housing today and in future, and how housing is likely to affect the FOMC's efforts to return inflation to our 2 percent goal."
25,"Housing demand increased strongly in the years leading up to the pandemic, sustained by relatively low interest rates, the formation of new households, and rising incomes."
26,"Demand for housing then surged during the pandemic as people spent more time at home, initially on the intensive marginâ€”more housing square footage per household."
27,"Also, remote work enabled people to work from preferable locations so the demand for second homes surged."
28,"As the pandemic wore on, demand for housing also increased on the extensive marginâ€”meaning more household formationâ€”as roommates sharing apartments now wanted to live on their own as they continued to work from home."
29,All of these factors led to higher rates of household formation and greater demand for housing.
30,"So, by the end of 2021, the pandemic was driving up the demand for housing on both margins."
31,"The combination of soaring demand for housing and limited supply until earlier this year meant the housing market had substantial excess demand, which was reflected in substantial increases in housing costs."
32,"Due to the Fed's actual and anticipated tightening of monetary policy, mortgage rates have increased from less than 3 percent at the end of last year to nearly 7 percent recently."
33,"So far, the contraction in housing demand has been more pronounced than the changes in supply, and so inventories of homes for sale have increased."
34,The easing in housing demand can also be seen in a slowdown in house price increases.
35,"Nationwide, prices of existing homes rose by about 20 percent over the 12 months ending in May, while they rose at an annual rate of less than 10 percent in recent months."
36,"Prices have even fallen in some areas of the country, especially those that saw the largest increases over the previous two years."
37,And many builders are reportedly cutting their list prices and offering larger incentives.
38,"The combination of price cuts and slowing of new single-family construction should help builders work off excess inventory, continuing to bring the market into better balance."
39,"In addition, after mortgage rates stabilize, their drag on housing demand should ebb."
40,"While this market correction could be fairly mild, I cannot dismiss the possibility of a much larger drop in demand and house prices before the market normalizes."
41,"Despite the risk of a material correction in house prices, several factors help reduce my concern that such a correction would trigger a wave of mortgage defaults and potentially destabilize the financial system."
