,sentence
0,"Main Menu Toggle Button Sections Search Toggle Button Search Search Submit Button Submit Aboutthe Fed Structure of the Federal Reserve System The Fed Explained Board Members Advisory Councils Federal Reserve Banks Federal Reserve Act Currency Board Meetings Board Votes Diversity & Inclusion Careers Do Business with the Board Holidays Observed - K.8 Ethics & Values Contact Requesting Information (FOIA) FAQs Economic Education Fed Financial Statements Innovation News & Events Press Releases Speeches Testimony Calendar Videos Photo Gallery Conferences MonetaryPolicy Federal Open Market Committee About the FOMC Meeting calendars and information Transcripts and other historical materials FAQs Monetary Policy Principles and Practice Notes Policy Implementation Policy Normalization Policy Tools Reports Monetary Policy Report Beige Book Federal Reserve Balance Sheet Developments Review of Monetary Policy Strategy, Tools, and Communications Overview Supervision& Regulation Institution Supervision Community & Regional Financial Institutions Large Financial Institutions Foreign Banking Organizations Financial Market Utilities Consumer Compliance Reports Federal Reserve Supervision and Regulation Report Reporting Forms All Reporting Forms Recent Updates Information collections under review Financial Statements Applications/structure change Federal Financial Institutions Examination Council (FFIEC) Municipal & Government Securities Supervision & Regulation Letters By Year By Topic Banking Applications & Legal Developments Application Process Board & Reserve Bank Action Enforcement Actions & Legal Developments Regulatory Resources Regulations Manuals Basel Regulatory Framework Volcker Rule Education, Training, and Assistance Banking & Data Structure Beneficial Ownership reports Large Commercial Banks U.S. Offices of Foreign Entities Financial Holding Companies Interstate Branching Securities Underwriting & Dealing Subsidiaries Minority Depository Institutions FinancialStability Financial Stability Assessments About Financial Stability Types of Financial System Vulnerabilities & Risks Monitoring Risk Across the Financial System Proactive Monitoring of Markets & Institutions Financial Stability & Stress Testing Financial Stability Coordination & Actions Responding to Financial System Emergencies Cooperation on Financial Stability Reports Financial Stability Report PaymentSystems Regulations & Statutes Regulation CC (Availability of Funds and Collection of Checks) Regulation II (Debit Card Interchange Fees and Routing) Regulation HH (Financial Market Utilities) Other Regulations and Statutes Payment Policies Federal Reserve's Key Policies for the Provision of Financial Services Overnight Overdrafts Payment System Risk Sponsorship for Priority Telecommunication Services Reserve Bank Payment Services & Data Automated Clearinghouse Services Check Services Currency and Coin Services Daylight Overdrafts and Fees FedNowâ„ Service Fedwire Funds Services Fedwire Securities Services Fiscal Agency Services National Settlement Service Financial Market Utilities & Infrastructures Supervision & Oversight of Financial Market Infrastructures Designated Financial Market Utilities International Standards for Financial Market Infrastructures Research, Committees, and Forums Payment Research Federal Reserve Payments Study (FRPS) Payments System Policy Advisory Committee Forums EconomicResearch Meet the Economists Working Papers and Notes Finance and Economics Discussion Series (FEDS) FEDS Notes International Finance Discussion Papers (IFDP) Data, Models and Tools Economic Research Data FRB/US Model Estimated Dynamic Optimization (EDO) Model Survey of Consumer Finances (SCF) Data Data Download Program Bank Assets and Liabilities Aggregate Reserves of Depository Institutions and the Monetary Base - H.3 Assets and Liabilities of Commercial Banks in the U.S. - H.8 Assets and Liabilities of U.S."
1,Corporations Dealer Financing Terms Senior Credit Officer Opinion Survey on Dealer Financing Terms Exchange Rates and International Data Foreign Exchange Rates - H.10/G.5 International Summary Statistics Securities Holdings and Transactions Statistics Reported by Banks and Other Financial Firms in the United States Structure and Share Data for U.S. Offices of Foreign Banks Financial Accounts Financial Accounts of the United States - Z.1 Household Finance Consumer Credit - G.19 Household Debt Service and Financial Obligations Ratios Mortgage Debt Outstanding Survey of Consumer Finances (SCF) Survey of Household Economics and Decisionmaking Industrial Activity Industrial Production and Capacity Utilization - G.17 Interest Rates Selected Interest Rates - H.15 Micro Data Reference Manual (MDRM) Micro and Macro Data Collections Money Stock and Reserve Balances Factors Affecting Reserve Balances - H.4.1 Money Stock Measures - H.6 Other Yield Curve Models and Data Consumers& Communities Regulations Community Reinvestment Act (CRA) All Regulations SupervisionÂ & Enforcement CA Letters Enforcement Actions Independent Foreclosure Review Community Development Housing and Neighborhood Revitalization Small Business and Entrepreneurship Employment and Workforce Development Community Development Finance Rural Community and Economic Development Conferences ResearchÂ & Analysis Survey of Household Economics and Decisionmaking Research Publications & Data Analysis Community Advisory Council Consumer Resources Mortgage and Foreclosure Resources Federal Reserve Community Development Resources Home News & Events Speeches Speech PDF Please enable JavaScript if it is disabled in your browser or access the information through the links provided below.
2,"In the case of the Federal Reserve, our responsibilities include ensuring that banks are well supervised and regulated, working with other government agencies through the Financial Stability Oversight Council to promote financial stability, and, of course, conducting a U.S. monetary policy that aims to achieve our dual-mandate goals of maximum employment and price stability."
3,"As the title of my talk suggests, my remarks today will focus on the importance of some specific global financial linkages that are relevant to the execution and communication of U.S. monetary policy aimed at achieving our domestic mandates."
4,"First, yield curves for nominal and inflation-indexed bonds provide usefulâ€”if also noisyâ€”information about the expected future path of the policy rate, inflation, the business cycle, and the term premium required to hold sovereign bonds."
5,"Second, yields on long-maturity bonds represent, generally, a key channel in the transmission of monetary policy to the real economy and, specifically, are a fundamental building block markets use to discount cash flows relevant for valuing financial assets."
6,"First, this correlation will be present if the underlying macro fundamentalsâ€”for example, productivity growth, savingâ€“investment imbalances, and longer-term inflation expectationsâ€”that drive the factors are correlated across countries.2 Second, as is emphasized in Clarida (2019c) and Obstfeld (2020), this correlation will also be present if countries are tightly financially integrated even if fundamentals themselves are independent across countries.3 Interpreting the Global Level Factor From any set of level and slope factors extracted across a collection of sovereign yield curves, one can in turn extract a global level factor and a global slope factor that account for the correlation among the country-specific level and slope factors.4 As can be seen in figure 1, the global level factor (the blue line) accounts for most of the evident downward trend and much of the variation relative to that trend in the estimated U.S., U.K., and German level factors."
7,"Plausibly, the global level factor embedded in these three sovereign yield curves reflects the contribution of possibly several global macro fundamental driversâ€”including global productivity growth, the balance between global saving and investment, and longer-term inflation expectationsâ€”and likely also other ""market"" or ""technical"" factors specific to the trading of these sovereigns in the global bond market."
8,"As can be seen in figure 2, however, most of the trend and variation in the global level factor about this trend can be accounted for by the evolution of estimates of the neutral real interest rates in these countries.5 Figure 2 plots the global level factor against a simple average of the Holston, Laubach, and Williams (2017, henceforth HLW) time-series estimates of $$r\ast\ $$â€”the neutral real interest rate consistent with trend growth and stable inflationâ€”for the United States, the United Kingdom, and Germany."
9,"And because central banks, including the Federal Reserve, typically channel Milton Friedman (1968) and believe that the evolution of $$r\ast\ $$ primarily reflects nonmonetary factors that are beyond the central bank's control, an ""$$r\ast\ $$ theory"" of the level factorâ€”if trueâ€”has important implications for how central banks extract signal from noise from sovereign yield curves as well as for how they calibrate the stance of monetary policy consistent with a credible inflation target."
10,"Under this interpretation, and as was anticipated years ago by Greenspan (2005), Bernanke (2005), Clarida (2005), and others, credible inflation-targeting central banks operating in an integrated global capital marketâ€”at least when they are operating away from their effective lower bound (ELB)â€”are primarily in the yield curve ""slope"" business, but much less so in the yield curve ""level"" business.6 Figure 3 shows the relationship between the yield on a 10-year Treasury note and an estimate of the neutral nominal U.S. policy rate, which I set equal to the HLW estimate of $$r\ast\ $$ for the United States plus a 2 percent inflation objective, a proxy for the neutral nominal interest rate when longer-term inflation expectations are anchored at the 2 percent target."
11,"As is evident from the figure and as can be verified econometrically, there has been since at least the 1990s a stable, mean-reverting dynamic relationship between the benchmark nominal Treasury yield and a neutral nominal interest rate proxy derived from the HLW time-series estimates for $$r\ast\ $$ in the United States."
12,Interpreting the Slope Factor I would now like to illustrate what I mean when I say that the slope of the yield curve is an important channel through which monetary policy is transmitted.
13,"Identifying Causation from Bond Yield Correlations It is a truism that ""correlation is not causation,"" and this is especially the case when trying to interpret contemporaneous correlation among asset prices generally and among bond yields in particular."
14,"There is a vast literature (Claessens, Stracca, and Warnock, 2016, provide an overview) that documents the existence of spillovers from U.S. monetary policy, especially to emerging market (EM) financial conditions, although the recent paper by Hoek, Kamin, and Yoldas (2020) suggests that the degree of those spillovers depends importantly on the source of the shock that triggers changes in Federal Open Market Committee (FOMC) policy."
15,"In particular, as summarized in figure 5.1, they identified FOMC actions associated with ""growth news"" as those that were immediately followed by changes in the 10-year Treasury yield and the S&P 500 index in the same direction, whereas actions associated with ""monetary news"" elicited changes in yields and equity prices in opposite directions."
