,sentence
0,"From my seat as a monetary policymaker, we appeared to be in a good position regarding both legs of our dual mandate, which are maximum employment and stable prices."
1,Efforts to contain the spread of the virus caused a sudden stop in economic activity during March and April.
2,"While the extent of the closures and shutdowns varied widely throughout the country, the sudden loss of employment and the contraction in output were like nothing our nation has experienced before."
3,"Among Kansas's major industries, oil and gas production and equipment manufacturing have been hurt by the worldwide slump in energy demand."
4,"Ag producers are still facing tough financial conditions, including the low commodity price environment."
5,"While most indications are that agriculture land prices continue to hold fairly steady, I have seen some reports that less-productive land has been showing some hints of cracks in valuations."
6,"Turning to employment, nationwide, we know that the initial job losses were heavily concentrated among the most financially vulnerable, including lower-wage workers, young people, women, and minority groups."
7,"Households were in a generally strong financial position at the beginning of this year, but the restrictions implemented to fight COVID-19 resulted in an unprecedented spike in unemployment, which likely led to a number of families finding it difficult to keep up with their payment obligations."
8,"Along with our monetary policy actions, stimulus checks and enhanced unemployment benefits provided in the CARES Act have been a substantial and timely source of financial support to households during this difficult time."
9,"To give some sense of the losses, employment in the leisure and hospitality sectors nationwide was down nearly 40 percent in the 12 months through May and still down about 25 percent through July."
10,"Retail employment fell 15 percent over March and April, though it has recovered substantially since then, and in July it was 6 percent below the pre-COVID level."
11,"Timely and supportive fiscal and monetary policy measures also have helped, but with the progress of the recovery still tentative, I expect that many businesses will continue to fight for survival in the months ahead, with the support of their lenders and communities."
12,We must therefore recognize that progress toward a full recovery in economic activity may well be slow and uneven The Fed's Response to the Pandemic Now let me turn to the Federal Reserve's role in the government's response to the pandemic.
13,"We will closely watch economic and financial conditions, and we will use our monetary policy tools to respond as appropriate to pursue our dual mandate of maximum employment and price stability."
