,sentence
0,"Main Menu Toggle Button Sections Search Toggle Button Search Search Submit Button Submit Aboutthe Fed Structure of the Federal Reserve System The Fed Explained Board Members Advisory Councils Federal Reserve Banks Federal Reserve Act Currency Board Meetings Board Votes Diversity & Inclusion Careers Do Business with the Board Holidays Observed - K.8 Ethics & Values Contact Requesting Information (FOIA) FAQs Economic Education Fed Financial Statements Innovation News & Events Press Releases Speeches Testimony Calendar Videos Photo Gallery Conferences MonetaryPolicy Federal Open Market Committee About the FOMC Meeting calendars and information Transcripts and other historical materials FAQs Monetary Policy Principles and Practice Notes Policy Implementation Policy Normalization Policy Tools Reports Monetary Policy Report Beige Book Federal Reserve Balance Sheet Developments Review of Monetary Policy Strategy, Tools, and Communications Overview Supervision& Regulation Institution Supervision Community & Regional Financial Institutions Large Financial Institutions Foreign Banking Organizations Financial Market Utilities Consumer Compliance Reports Federal Reserve Supervision and Regulation Report Reporting Forms All Reporting Forms Recent Updates Information collections under review Financial Statements Applications/structure change Federal Financial Institutions Examination Council (FFIEC) Municipal & Government Securities Supervision & Regulation Letters By Year By Topic Banking Applications & Legal Developments Application Process Board & Reserve Bank Action Enforcement Actions & Legal Developments Regulatory Resources Regulations Manuals Basel Regulatory Framework Volcker Rule Education, Training, and Assistance Banking & Data Structure Beneficial Ownership reports Large Commercial Banks U.S. Offices of Foreign Entities Financial Holding Companies Interstate Branching Securities Underwriting & Dealing Subsidiaries Minority Depository Institutions FinancialStability Financial Stability Assessments About Financial Stability Types of Financial System Vulnerabilities & Risks Monitoring Risk Across the Financial System Proactive Monitoring of Markets & Institutions Financial Stability & Stress Testing Financial Stability Coordination & Actions Responding to Financial System Emergencies Cooperation on Financial Stability Reports Financial Stability Report PaymentSystems Regulations & Statutes Regulation CC (Availability of Funds and Collection of Checks) Regulation II (Debit Card Interchange Fees and Routing) Regulation HH (Financial Market Utilities) Other Regulations and Statutes Payment Policies Federal Reserve's Key Policies for the Provision of Financial Services Overnight Overdrafts Payment System Risk Sponsorship for Priority Telecommunication Services Reserve Bank Payment Services & Data Automated Clearinghouse Services Check Services Currency and Coin Services Daylight Overdrafts and Fees FedNowâ„ Service Fedwire Funds Services Fedwire Securities Services Fiscal Agency Services National Settlement Service Financial Market Utilities & Infrastructures Supervision & Oversight of Financial Market Infrastructures Designated Financial Market Utilities International Standards for Financial Market Infrastructures Research, Committees, and Forums Payment Research Federal Reserve Payments Study (FRPS) Payments System Policy Advisory Committee Forums EconomicResearch Meet the Economists Working Papers and Notes Finance and Economics Discussion Series (FEDS) FEDS Notes International Finance Discussion Papers (IFDP) Data, Models and Tools Economic Research Data FRB/US Model Estimated Dynamic Optimization (EDO) Model Survey of Consumer Finances (SCF) Data Data Download Program Bank Assets and Liabilities Aggregate Reserves of Depository Institutions and the Monetary Base - H.3 Assets and Liabilities of Commercial Banks in the U.S. - H.8 Assets and Liabilities of U.S."
1,Corporations Dealer Financing Terms Senior Credit Officer Opinion Survey on Dealer Financing Terms Exchange Rates and International Data Foreign Exchange Rates - H.10/G.5 International Summary Statistics Securities Holdings and Transactions Statistics Reported by Banks and Other Financial Firms in the United States Structure and Share Data for U.S. Offices of Foreign Banks Financial Accounts Financial Accounts of the United States - Z.1 Household Finance Consumer Credit - G.19 Household Debt Service and Financial Obligations Ratios Mortgage Debt Outstanding Survey of Consumer Finances (SCF) Survey of Household Economics and Decisionmaking Industrial Activity Industrial Production and Capacity Utilization - G.17 Interest Rates Selected Interest Rates - H.15 Micro Data Reference Manual (MDRM) Micro and Macro Data Collections Money Stock and Reserve Balances Factors Affecting Reserve Balances - H.4.1 Money Stock Measures - H.6 Other Yield Curve Models and Data Consumers& Communities Regulations Community Reinvestment Act (CRA) All Regulations SupervisionÂ & Enforcement CA Letters Enforcement Actions Independent Foreclosure Review Community Development Housing and Neighborhood Revitalization Small Business and Entrepreneurship Employment and Workforce Development Community Development Finance Rural Community and Economic Development Conferences ResearchÂ & Analysis Survey of Household Economics and Decisionmaking Research Publications & Data Analysis Community Advisory Council Consumer Resources Mortgage and Foreclosure Resources Federal Reserve Community Development Resources Home News & Events Speeches Speech PDF Please enable JavaScript if it is disabled in your browser or access the information through the links provided below.
2,"April 14, 2021 The Federal Reserve's New Framework and Outcome-Based Forward Guidance Vice Chair Richard H. Clarida At ""SOMC: The Federal Reserveâ€™s New Policy Framework"" a forum sponsored by the Manhattan Institute's Shadow Open Market Committee, New York, New York (via webcast) Share Watch Live On August 27, the Federal Open Market Committee (FOMC) unanimously approved a revised Statement on Longer-Run Goals and Monetary Policy Strategy, and, at its September and December FOMC meetings, the Committee made material changes to its forward guidance to bring it into line with this new policy framework.1 Before I discuss the new framework and the policy implications that flow from it, I will first review some important changes in the U.S. economy that motivated the Committee to assess ways we could refine our strategy, tools, and communication practices to achieve and sustain our goals in the economy in which we operate today and for the foreseeable future.2 Shifting Stars and the End of ""Copacetic Coincidence"" Perhaps the most significant change in our understanding of the economy since the Federal Reserve formally adopted inflation targeting in 2012 has been the substantial decline in estimates of the neutral real interest rate, r*, that, over the longer run, is consistent with our maximum-employment and price-stability mandates."
3,The substantial decline in the neutral policy rate since 2012 has critical implications for monetary policy because it leaves the FOMC with less conventional policy space to cut rates to offset adverse shocks to aggregate demand.
4,"This development, in turn, makes it more likely that recessions will impart elevated risks of more persistent downward pressure on inflation and inflation expectations as well as upward pressure on unemployment that the Federal Reserve's monetary policy shouldâ€”in design and implementationâ€”seek to offset throughout the business cycle and not just in downturns themselves."
5,"With regard to inflation expectations, there is broad agreement that achieving price stability on a sustainable basis requires that long-run inflation expectations be well anchored at the rate of inflation consistent with the price-stability goal."
6,"The pre-GFC academic literature (Clarida, Galí, and Gertler, 1999; Woodford, 2003) derived the important result that a credible inflation-targeting monetary policy strategy that is not constrained by the effective lower bound (ELB) can deliver, under either rational expectations or linear least-squares learning (Bullard and Mitra, 2002), inflation expectations that themselves are well anchored at the inflation target."
7,"In other words, absent a binding ELB constraint, a policy that targets actual inflation in these models delivers long-run inflation expectations well anchored at the target ""for free."""
8,"And, indeed, in the 15 years before December 2008, when the federal funds rate first hit the ELBâ€”a period when, de facto, if not de jure the Federal Reserve conducted a monetary policy that was interpreted to be targeting an inflation rate of 2 percent (Clarida, Galí, and Gertler, 2000)â€”personal consumption expenditures (PCE) inflation averaged very close to 2 percent (see figure 1)."
9,"But this ""copacetic coincidence"" no longer holds in a world of low r* in which adverse aggregate demand shocks drive the economy in downturns to the ELB."
10,"In this case, economic analysis indicates that flexible inflation-targeting monetary policy cannot be relied on to deliver inflation expectations that are anchored at the target but instead will tend to deliver inflation expectations that, in each business cycle, become anchored at a level below the target (Mishkin, 2016)."
11,This downward bias in inflation expectations under inflation targeting in an ELB world can in turn reduce already scarce policy spaceâ€”because nominal interest rates reflect both real rates and expected inflationâ€”and it can open up the risk of the downward spiral in both actual and expected inflation that has been observed in some other major economies.
12,"Two other, related developments that have also become more evident than they appeared in 2012 are that price inflation seems empirically to be less responsive to resource slack, and that estimates of resource slack based on historically estimated price Phillips curve relationships are less reliable and subject to more material revision than was once commonly believed."
13,"For example, in the face of declining unemployment rates that did not result in excessive cost-push pressure to price inflation, the median of the Committee's projections of u*â€”the rate of unemployment consistent in the longer run with the 2 percent inflation objectiveâ€”has been repeatedly revised lower, from 5.5 percent in January 2012 to 4 percent as of the March 2021 Summary of Economic Projections (SEP)."
14,"In the past several years of the previous expansion, declines in the unemployment rate occurred in tandem with a notable and, to me, welcome increase in real wages that was accompanied by an increase in labor's share of national income, but not a surge in price inflation to a pace inconsistent with our price-stability mandate and well-anchored inflation expectations."
15,"Indeed, this pattern of mid-cycle declines in unemployment coincident with noninflationary increases in real wages and labor's share has been evident in the U.S. data since the 1990s (Clarida, 2016; Heise, Karahan, and Sahin, 2020; Feroli, Silver, and Edgerton, 2021)."
16,The New Framework and Price Stability I will now discuss the implications of the new framework for the Federal Reserve's price-stability mandate before turning to its implications for the maximum-employment mandate.
17,Five features of the new framework and fall 2020 FOMC statements define how the Committee will seek to achieve its price-stability mandate over time.
