,sentence
0,With this growth has come greater interconnectedness.
1,"Regulatory reforms implemented in response to that crisis, changes in technology, developments in U.S. dollar funding, and, importantly, the growth of NBFI all contributed to a changed landscape."
2,"Beyond the growth of the NBFI sector, there has also been considerable change within this sector."
3,"In contrast to bank intermediation, market-based financing in U.S. dollars has outpaced the growth of the global economy."
4,"Changes in the functioning of financial markets have also affected how the financial system provides liquidity and transmits price changes, and many of the recent changes stem from the increased role of nonbank players."
5,The COVID Shock and Its Propagation The outbreak of COVID-19 and efforts to contain it generated simultaneous hits to aggregate supply and demand.
6,"Voluntary and mandated quarantines, lockdowns, and social distancing efforts lowered aggregate demand, caused large job losses, and sharply increased uncertainty."
7,"According to figures from the International Monetary Fund, we ultimately wound up with the deepest and broadest global recession since the Great Depression.1 The ""Dash for Cash"" As businesses scrambled to remain liquid amidst this global ""sudden stop,"" demand for liquidity in U.S. dollars increased globally."
8,"Unprecedented asset price volatility and record or near-record trading volumes led to significant margin calls, which amplified the demand for cash."
9,Traditional sources of cash were unable to handle the significant and sudden increase in demand.
10,"However, only a few days, the surge in demand for cashâ€”apparently triggered by the World Health Organization's designation of the virus as a global pandemic on March 11 and simultaneous lockdowns in a number of countriesâ€”overwhelmed dealers and impaired price discovery."
11,"Amid increased demand for cash and short-dated assets, institutional investors sold large volumes of longer-dated bondsâ€”including those usually considered as most liquidâ€”in favor of cash."
12,"The price of government bonds relative to futures prices decoupled, putting significant volumes of derivatives trades out of the money and thereby increasing margin calls."
13,"Global authorities sold a significant number of government bonds, perhaps to satisfy U.S. dollar funding needs or to stabilize foreign exchange rates."
14,Negative Feedback Loops The mismatch last spring in the demand and supply of cash exhibited some self-reinforcing tendencies.
15,"In particular, the increased volatility led to margin calls, further increasing the demand for liquid assets."
16,"All of these pressures increased the demand for cash, which increasingly was only available by selling assets."
17,"The sharp reduction in market liquidity likely exacerbated asset price declines, and it may have hindered other investors from behaving in a countercyclical fashion by purchasing under-valued assets."
18,"In an effort to support the global demand for U.S. dollars, the Federal Reserve established swap lines with central banks all over the world to support international trade."
