,sentence
0,"By the end of last year, businesses had added another 2 million jobs to their payrolls, and the unemployment rate had dropped to its lowest level in five years."
1,"Although top-line consumer price inflation was boosted by the run-up in energy prices, core consumer price inflation remained relatively steady, at about 2 percent for the year."
2,One of the significant challenges for a policymaker is to be able to discern the underlying trends in real activity and inflation in the midst of the inevitable noise and shocks that come along.
3,"The resulting disruptions to economic activity, particularly in the energy and petrochemical sectors, held down the rise in real GDP in the fourth quarter."
4,"Another, more persistent economic challenge in recent years has been the climb in world oil prices."
5,"To be sure, higher energy prices cut into households' purchasing power and the profits of non-energy firms."
6,"While recognizing the difficulty of identifying the reactions of consumers and businesses to higher energy prices, Chairman Bernanke has recently noted that the surge in energy prices since late 2003 probably reduced the growth of real GDP between 1/2 percent and 1 percent per year."
7,"After taking into consideration the unusual factors that have been influencing the pattern of economic activity of late, most forecasters are projecting that, after a sizable increase in the first quarter, production and spending will return to a moderate and sustainable pace over the remainder of the year."
8,"Finally, households' real income has been receiving a boost from the recent strong gains in employment, and the ongoing increases in house prices and gains in the stock market have kept the ratio of wealth to income at a high level."
9,"In addition, the continued low level of new claims for unemployment insurance bodes well for further net gains in employment and, thus, income."
10,Another important factor in the outlook for the United States is the likelihood of a continued solid expansion in economic activity abroad.
11,"Notably, the Japanese economy has strengthened, and economic activity in emerging Asian economies has continued to rise at a brisk pace, while the outlook in Canada calls for sustained moderate growth."
12,Domestic economic activity should also continue to receive a boost in coming quarters from reconstruction in the Gulf region.
13,The most recent indicators suggest that demand and home-price inflation have begun to moderate.
14,"With respect to inflation, although forecasting energy prices is risky, I should note that the futures market suggests that crude oil prices will move up a bit further in coming months before flattening out at $70 per barrel."
15,"If so, the drag on real income and spending from rising energy costs should diminish over time, as should the risk of additional energy cost pressure on underlying, or ""core,"" inflation."
16,"The general contour of economic activity that most forecasters are expecting, in which they see little change in resource utilization over the year, should be consistent with relatively stable core inflation."
17,"As I noted earlier, the unemployment rate is now at a five-year low of 4-3/4 percent."
18,"At this point, we have seen few signs of upward pressure on labor compensation or core inflation."
19,"Although we have experienced run-ups in prices of commodities, such as building supplies, that are more sensitive to changes in supply and demand conditions and in prices of energy-intensive commodities and services, the pass-through to core inflation appears to have been limited."
20,"Important in that regard is the fact that longer-run inflation expectations have been well anchored, as is apparent in the stability of the five-to-ten-year inflation expectations of households in the Michigan SRC survey and in the reading implicit in Treasury-inflation-protected securities."
21,The observations I've just shared illustrate the evolving economic forces that the Federal Open Market Committee (FOMC) will consider as it makes monetary policy decisions over the remainder of the year.
