,sentence
0,"On August 27, the Federal Open Market Committee (FOMC) unanimously approved a revised Statement on Longer-Run Goals and Monetary Policy Strategy that represents a robust evolution of its monetary policy framework.1 The new framework has important implications for the way the FOMC going forward will conduct monetary policy in support of its efforts to achieve its dual-mandate goals in a world of low neutral policy rates and persistent global disinflationary pressures."
1,"In my remarks today, I would like to look ahead and offer my individual perspective on the consequences of our new framework for the conduct of monetary policy over the business cycle, and I also want to provide some context that connects key elements of our new framework to the literature on optimal monetary policy subject to an ELB constraint that binds in economic downturns."
2,"I will first highlight and discuss the five elements of the new framework that define how the Committee will seek to achieve its price-stability mandate over time and how, in September, it revised its forward guidance on the federal funds rate to bring the FOMC's policy communications into line with the new framework."
3,I will then provide my perspective on how these key elements of the new framework and the related forward guidance connect to the literature on conducting optimal monetary policy atâ€”and after lifting off fromâ€”the ELB.
4,"I will next discuss how the Committee's conception of its maximum-employment mandate, a sixth element of the new framework, has evolved since 2012, what this evolution implies for the conduct of monetary policy, and how I plan to factor in this information as I think about the appropriate path for setting the federal funds rate once the conditions for liftoff have been met."
5,"The New Framework and Price Stability In my remarks today, I will focus on six key elements of our new framework and the forward guidance provided by our September FOMC statement."
6,"Five of these elements define how the Committee will seek to achieve its price-stability mandate over time, while the sixth pertains to the Committee's conception of its maximum-employment mandate."
7,"Of course, the Committee's price-stability and maximum-employment mandates are generally complementary, and, indeed, this complementarity is recognized and respected in the forward-guidance language introduced in the September FOMC statement.3 However, for ease of exposition, I will begin by focusing on the five elements of the new framework that define how the Committee will seek to achieve over time its price-stability mandate, before discussing how maximum employment is defined in the new framework and what this definition implies for the conduct and communication of monetary policy under the new framework."
8,"Five features of the new framework and September FOMC statement define how the Committee will seek to achieve its price-stability mandate over time: The Committee expects to delay liftoff from the ELB until PCE (personal consumption expenditures) inflation has risen to 2 percent on an annual basis and other complementary conditions, consistent with achieving this goal on a sustained basis and to be discussed later, are met.4 With inflation having run persistently below 2 percent, the Committee will aim to achieve inflation moderately above 2 percent for some time in the service of having inflation average 2 percent over time and keeping longer-term inflation expectations well anchored at the 2 percent longer-run goal.5 The Committee expects that appropriate monetary policy will remain accommodative for some time after the conditions to commence policy normalization have been met.6 Policy will aim over time to return inflation to its longer-run goal, which remains 2 percent, but not below, once the conditions to commence policy normalization have been met.7 Inflation that averages 2 percent over time represents an ex ante aspiration of the FOMC, but not a time-inconsistent ex post commitment.8 I believe that a useful way to summarize the framework defined by these five features is temporary price-level targeting (TPLT, at the ELB) that reverts to flexible inflation targeting (once the conditions for liftoff have been reached)."
9,First element A policy that delays liftoff from the ELB until a threshold for average inflation has been reached is one element of a TPLT strategy.
10,"In our September FOMC statement, we communicated that, along with other complementary conditions, inflation must have risen to 2 percent before we expect to lift off from the ELB."
11,This condition refers to inflation on an annual basis.
12,"Second element An alternative version of TPLT would commit the central bank to delay liftoff until inflation has averaged 2 percent over a longer periodâ€”say, three years (Bernanke, Kiley, and Roberts (2019) study the case of TPLT with a three-year memory as well as the case of TPLT with a one-year memory) or perhaps an even longer period that commences when the policy rate hits the ELB itself (as in Bernanke's (2017a) original TPLT proposal)."
13,"In these versions of TPLT, inflation would likely have to moderately exceed 2 percent for some time before the condition for liftoff is met."
14,"For example, if TPLT with a three-year memory were chosen and inflation in three consecutive years equaled 1.9 percent, 2 percent, and 2.1 percent, then liftoff would not occur until inflation hit 2.1 percent for one year."
15,"Note, however, that TPLT with a longer memory does not define ex ante the amount by which inflation must exceed 2 percent before liftoff is considered, nor does it specify for how long inflation exceeds 2 percent before liftoff is considered."
16,"For example, under TPLT with a three-year memory, if inflation instead equaled 1.8 percent, 2 percent, and 2.2 percent for three consecutive years, then liftoff ex post could not occur until inflation hit 2.2 percent for one year."
17,"But if, instead, inflation equaled 1.8 percent, 2.1 percent, and 2.1 percent, then inflation would exceed 2 percent for two years before liftoff were contemplated."
18,"In the case of the Federal Reserve, the FOMC chose a one-year memory for the inflation threshold that must be met before liftoff is considered, but it also indicated in September that the Committee expects to delay liftoff until inflation is ""on track to moderately exceed 2 percent for some time."""
19,"Crucially, the Committee's judgment on the projected duration and magnitude of the deviation from the 2 percent inflation goal will, at the time of liftoff and every three months thereafter, be communicated in the quarterly Summary of Economic Projections (SEP) for inflation.10 The SEP has served this purpose before."
20,"For example, in 2018, as the FOMC factored in an unexpected tailwind from a mid-cycle fiscal expansion and chose to maintain a gradual pace of normalization to return the federal funds rate to its projected neutral stance, the median participant at the September 2018 FOMC meeting projected that core PCE inflation would moderately exceed 2 percent for three years."
21,"The FOMC statement itself can, in the new regime, also be used as a platform to communicate the Committee's tolerance for deviations of inflation from the 2 percent longer-run goal, and, indeed, it has served this purpose in the pastâ€”for example, with the threshold-based guidance linked to inflation outcomes introduced in the FOMC statement in December 2012.11 Third element In the TPLT framework studied by Bernanke, Kiley, and Roberts (2019), policy reverts to an inertial Taylor rule after liftoff, so policy remains accommodative for some time, which depends in their formulation on the degree of policy inertia in the reaction function."
22,"Once the conditions to commence policy normalization have been met, the SEP ""dot plot"" will convey the median participant's projections over a three-year horizon not only for inflation, but also for the pace of liftoff as well as the ultimate destination for the policy rate."
23,"That is, as in Bernanke, Kiley, and Roberts (2019), the goal of monetary policy after lifting off from the ELB is to return inflation to its 2 percent longer-run goal, but not to push inflation below 2 percent."
24,"In other words, after liftoff from the ELB, monetary policy reverts to simple flexible inflation targeting (Bernanke, 2017b)."
