,sentence
0,"I will pay particular attention to several key episodes of the Fed's history, all of which have been referred to in various contexts with the adjective ""Great"" attached to them: the Great Experiment of the Federal Reserve's founding, the Great Depression, the Great Inflation and subsequent disinflation, the Great Moderation, and the recent Great Recession."
1,"Federal Reserve notes were redeemable in gold on demand, and the Fed was required to maintain a gold reserve equal to 40 percent of outstanding notes."
2,"However, contrary to the principles of an idealized gold standard, the Federal Reserve often took actions to prevent inflows and outflows of gold from being fully translated into changes in the domestic money supply.8 This practice, together with the size of the U.S. economy, gave the Federal Reserve considerable autonomy in monetary policy and, in particular, allowed the Fed to conduct policy according to the real bills doctrine without much hindrance."
3,"Although the gold standard did not appear to have greatly constrained U.S. monetary policy in the years after the Fed's founding, subsequent research has highlighted the extent to which the international gold standard served to destabilize the global economy in the late 1920s and early 1930s.9 Likewise, economic historians have pointed out that, under the real bills doctrine, the Fed increased the money supply precisely at those times at which business activity and upward pressures on prices were strongest; that is, monetary policy was procyclical."
4,"Thus, the Fed's actions tended to increase rather than decrease the volatility in economic activity and prices.10 During this early period, the new central bank did make an important addition to its menu of policy tools."
5,"Initially, the Fed's main tools were the quantity of its lending through the discount window and the interest rate at which it lent, the discount rate."
6,"Subsequently, of course, open market operations became a principal monetary policy tool, one that allowed the Fed to interact with the broader financial markets, not only with banks.11 I've discussed the original mandate and early policy framework of the Fed."
7,"In particular, although the Fed provided substantial liquidity to the financial system following the 1929 stock market crash, its response to the subsequent banking panics was limited at best; the widespread bank failures and the collapse in money and credit that ensued were major sources of the economic downturn.12 Bagehot's dictum to lend freely at a penalty rate in the face of panic appeared to have few adherents at the Federal Reserve of that era.13 Economists have also identified a number of instances from the late 1920s to the early 1930s when Federal Reserve officials, in the face of the sharp economic contraction and financial upheaval, either tightened monetary policy or chose inaction."
8,"Some historians trace these policy mistakes to the early death of Benjamin Strong, governor of the Federal Reserve Bank of New York, in 1928, which left the decentralized system without an effective leader.14 Whether valid or not, this hypothesis raises the interesting question of what intellectual framework an effective leader would have drawn on at the time to develop and justify a more activist monetary policy."
9,"The degree to which the gold standard actually constrained U.S. monetary policy during the early 1930s is debated; but the gold standard philosophy clearly did not encourage the sort of highly expansionary policies that were needed.15 The same can be said for the real bills doctrine, which apparently led policymakers to conclude, on the basis of low nominal interest rates and low borrowings from the Fed, that monetary policy was appropriately supportive and that further actions would be fruitless.16 Historians have also noted the prevalence at the time of yet another counterproductive doctrine: the so-called liquidationist view, that depressions perform a necessary cleansing function.17 It may be that the Federal Reserve suffered less from lack of leadership in the 1930s than from the lack of an intellectual framework for understanding what was happening and what needed to be done."
10,"With respect to goals, the high unemployment of the Depression--and the fear that high unemployment would return after World War II--elevated the maintenance of full employment as a goal of macroeconomic policy."
11,The Employment Act of 1946 made the promotion of employment a general objective for the federal government.
12,"Although the Fed did not have a formal employment goal until the Federal Reserve Reform Act of 1977 codified ""maximum employment,"" along with ""stable prices,"" as part of the Fed's so-called dual mandate, earlier legislation nudged the central bank in that direction.20 For example, legislators described the intent of the Banking Act of 1935 as follows: ""To increase the ability of the banking system to promote stability of employment and business, insofar as this is possible within the scope of monetary action and credit administration."
13,"""21 The policy framework to support this new approach reflected the development of macroeconomic theories--including the work of Knut Wicksell, Irving Fisher, Ralph Hawtrey, Dennis Robertson, and John Maynard Keynes--that laid the foundations for understanding how monetary policy could affect real activity and employment and help reduce cyclical fluctuations."
14,"In practice, however, the Treasury continued to have considerable sway over monetary policy after 1933, with one economic historian describing the Fed as ""in the back seat."
15,It was not until the 1951 Accord with the Treasury that the Federal Reserve began to recover genuine independence in setting monetary policy.
16,"The Great Inflation and Disinflation Once the Federal Reserve regained its policy independence, its goals centered on the price stability and employment objectives laid out in the Employment Act of 1946."
17,"In the early postwar decades, the Fed used open market operations and the discount rate to influence short-term market interest rates, and the federal funds rate gradually emerged as the preferred operating target."
18,Low and stable inflation was achieved for most of the 1950s and the early 1960s.
19,"However, beginning in the mid-1960s, inflation began a long climb upward, partly because policymakers proved to be too optimistic about the economy's ability to sustain rapid growth without inflation.23 Two mechanisms might have mitigated the damage from that mistaken optimism."
20,"First, a stronger policy response to inflation--more like that observed in the 1950s--certainly would have helped.24 Second, Fed policymakers could have reacted to continued high readings on inflation by adopting a more realistic assessment of the economy's productive potential.25 Instead, policymakers chose to emphasize so-called cost-push and structural factors as sources of inflation and saw wage- and price-setting as having become insensitive to economic slack.26 This perspective, which contrasted sharply with Milton Friedman's famous dictum that ""inflation is always and everywhere a monetary phenomenon,"" led to Fed support for measures such as wage and price controls rather than monetary solutions to address inflation.27 A further obstacle was the view among many economists that the gains from low inflation did not justify the costs of achieving it.28 The consequence of the monetary framework of the 1970s was two bouts of double-digit inflation."
21,"Moreover, by the end of the decade, lack of commitment to controlling inflation had clearly resulted in inflation expectations becoming ""unanchored,"" with high estimates of trend inflation embedded in longer-term interest rates."
22,"As you know, under the leadership of Chairman Paul Volcker, the Federal Reserve in 1979 fundamentally changed its approach to the issue of ensuring price stability."
23,"By the end of the 1970s, Federal Reserve officials increasingly accepted the view that inflation is a monetary phenomenon, at least in the medium and longer term; they became more alert to the risks of excessive optimism about the economy's potential output; and they placed renewed emphasis on the distinction between realâ€‘â€‘that is, inflation-adjustedâ€‘â€‘and nominal interest rates.29 The change in policy framework was initially tied to a change in operating procedures that put greater focus on growth in bank reserves, but the critical changeâ€‘â€‘the willingness to respond more vigorously to inflation--endured even after the Federal Reserve resumed its traditional use of the federal funds rate as the policy instrument.30 The new regime also reflected an improved understanding of the importance of providing a firm anchor, secured by the credibility of the central bank, for the private sector's inflation expectations.31 Finally, it entailed a changed view about the dual mandate, in which policymakers regarded achievement of price stability as helping to provide the conditions necessary for sustained maximum employment.32 The Great Moderation Volcker's successful battle against inflation set the stage for the so-called Great Moderation of 1984 to 2007, during which the Fed enjoyed considerable success in achieving both objectives of its dual mandate."
24,"Nevertheless, for the most part, financial stability did not figure prominently in monetary policy discussions during these years."
25,"An important development of the Great Moderation was the increasing emphasis that central banks around the world put on communication and transparency, as economists and policymakers reached consensus on the value of communication in attaining monetary policy objectives.33 Federal Reserve officials, like those at other central banks, had traditionally been highly guarded in their public pronouncements."
26,"They believed, for example, that the ability to take markets by surprise was important for influencing financial conditions.34 Thus, although Fed policymakers of the 1980s and early 1990s had become somewhat more explicit about policy objectives and strategy, the same degree of transparency was not forthcoming on monetary policy decisions and operations.35 The release of a postmeeting statement by the FOMC, a practice that began in 1994, was, therefore, an important watershed."
27,"Over time, the statement was expanded to include more detailed information about the reason for the policy decision and an indication of the balance of risks.36 In addition to improving the effectiveness of monetary policy, these developments in communications also enhanced the public accountability of the Federal Reserve."
28,"Rather, the right conclusion is that, even in (or perhaps, especially in) stable and prosperous times, monetary policymakers and financial regulators should regard safeguarding financial stability to be of equal importance as--indeed, a necessary prerequisite for--maintaining macroeconomic stability."
29,"Macroeconomists and historians will continue to debate the sources of the remarkable economic performance during the Great Moderation.38 My own view is that the improvements in the monetary policy framework and in monetary policy communication, including, of course, the better management of inflation and the anchoring of inflation expectations, were important reasons for that strong performance."
30,"However, we have learned in recent years that while well-managed monetary policy may be necessary for economic stability, it is not sufficient."
31,"Today, the Federal Reserve sees its responsibilities for the maintenance of financial stability as coequal with its responsibilities for the management of monetary policy, and we have made substantial institutional changes in recognition of this change in goals."
32,"Financial stability is also linked to monetary policy, though these links are not yet fully understood."
