Unnamed: 0,sentence,label,score
0,"I hope that you will conclude from this discussion that, though the process of setting monetary policy is complex, it is nonetheless in many important ways accessible to the average citizen.",LABEL_2,0.9995853304862976
1,"The Federal Open Market Committee, or FOMC, is the most important monetary policy-making body of the Federal Reserve System.",LABEL_2,0.9996101260185242
2,"After a short coffee break, we have a staff presentation on the alternatives we face in setting monetary policy.",LABEL_2,0.9997928738594055
3,"Generally, an announcement of a change in interest rates, if any, is made at about 2:15 in the afternoon.",LABEL_2,0.9997652173042297
4,Let me turn now to a discussion of monetary policy and the outlook for the U.S. economy.,LABEL_2,0.99974125623703
5,The Goals of Monetary Policy Federal law establishes the goals of monetary policy.,LABEL_2,0.999762237071991
6,"The Federal Reserve and the FOMC are ""to promote effectively the goals of maximum employment, stable prices, and moderate long-term interest rates.""",LABEL_2,0.9341384172439575
7,"Many analysts believe that achieving price stability should be the primary goal of a central bank because a stable level of prices appears to be the condition most conducive to maximum sustained output and employment, and to moderate long-term interest rates.",LABEL_1,0.998696506023407
8,"This presumably is because in times of price stability the prices of goods, materials and services are undistorted by inflation and thus can serve as clearer signals and guides for the efficient allocation of resources.",LABEL_2,0.9992095232009888
9,"Also, a background of stable prices is thought to encourage capital formation because it reduces the distortion created by a tax system that is only partly indexed for inflation.",LABEL_2,0.987993597984314
10,Some would argue that the remarkable period of growth that we are experiencing is due in no small measure to the low rate of inflation that has prevailed for some time.,LABEL_0,0.9964131712913513
11,"In the long run, I have no doubt that price stability underpins efforts to achieve maximum output and employment.",LABEL_1,0.9991083741188049
12,"But, in the short run, some tensions can arise between efforts to reduce inflation and efforts to maximize employment and output.",LABEL_1,0.9932277798652649
13,"For example, the economy may at times be faced with adverse developments affecting supply, such as a bad agricultural harvest or a disruption in the supply of oil, which put upward pressure on prices and downward pressure on output and employment.",LABEL_1,0.9613239765167236
14,"In these circumstances, makers of monetary policy must decide the extent to which we should focus on defusing price pressures or on cushioning the loss of output and employment in the short run, in the context of our long-term objectives.",LABEL_0,0.5886460542678833
15,"At other times, policymakers may be concerned that expectations of inflation will get built into decisions about wages and prices, become a self-fulfilling prophecy, and result in temporary losses of output and employment.",LABEL_1,0.9992719292640686
16,Countering this threat of inflation with a more restrictive monetary policy could risk small losses of output and employment in the short run but might make it possible to avoid larger losses later should expectations of higher inflation become embedded in the economy.,LABEL_1,0.9969679713249207
17,"These labels are an effort to simplify, in fact, oversimplify, the complex choices that each member of the FOMC must make in deciding how to trade off the risk that action, or inaction, on our part will lead to inflation heating up to unacceptable levels, as opposed to having an inadequate creation of jobs.",LABEL_1,0.9937107563018799
18,But I believe that all members of the Committee recognize that the major contribution the Federal Reserve can make to higher standards of living over time is to promote price stability.,LABEL_1,0.9957879185676575
19,"It is generally thought that monetary policy takes many months to have most of its effect on growth and employment, while of course it has an immediate impact on financial markets.",LABEL_1,0.9982611536979675
